latitude,longitude
40.8028518,-73.9470044
40.8027543,-73.9499085
40.8031451,-73.9355287
40.8009825,-73.9359534
40.8109256,-73.9445017
40.8120948,-73.9445694
40.809849,-73.9379606
40.8010072,-73.9360148
40.7920984,-73.9370056
40.8074428,-73.9512849
40.8067102,-73.9518742
40.8108409,-73.9454627
40.8120073,-73.945133
40.8108849,-73.9455638
40.8108657,-73.9455205
40.8063366,-73.9394051
40.7910356,-73.9468657
40.7951838,-73.9486935
40.7915453,-73.9512062
40.7942403,-73.9503122
40.8089462,-73.9436581
40.8084883,-73.9445074
40.8087023,-73.9443302
40.8090328,-73.9411655
40.8088023,-73.9413752
40.8036013,-73.9366335
40.8032504,-73.937443
40.7919384,-73.9462149
40.7937952,-73.943447
40.803223,-73.937378
40.8030058,-73.936858
40.8053913,-73.9550719
40.7919907,-73.9410289
40.8047004,-73.9388287
40.804566,-73.9389263
40.8044891,-73.9389842
40.801692,-73.9384594
40.8128595,-73.9422025
40.8132657,-73.9422961
40.8140485,-73.9434009
40.8168166,-73.9407504
40.815022,-73.9415179
40.8032807,-73.9375116
40.8031382,-73.9379524
40.8072892,-73.9397438
40.8171104,-73.9465017
40.8170647,-73.9429178
40.8176683,-73.9424332
40.8106366,-73.9429161
40.7971952,-73.9319552
40.7960528,-73.9308801
40.7964124,-73.9309737
40.8015543,-73.9327057
40.8103516,-73.9384911
40.7966087,-73.9384496
40.8154974,-73.9426518
40.8158289,-73.9415135
40.8222169,-73.9435746
40.8224376,-73.9459265
40.8076257,-73.937829
40.8035426,-73.9347264
40.8167479,-73.9405878
40.7954361,-73.9324735
40.8166435,-73.9403387
40.8164621,-73.9399089
40.8167836,-73.9406673
40.7953993,-73.935157
40.8022743,-73.9446751
40.798356,-73.9364182
40.8092536,-73.943647
40.8089242,-73.9436075
40.8110571,-73.9440501
40.8104808,-73.9389064
40.8105412,-73.938863
40.808354,-73.939555
40.813405,-73.9408762
40.8079384,-73.9373988
40.806292,-73.9434797
40.8064321,-73.9438155
40.8075216,-73.9433956
40.8063579,-73.9436386
40.8052308,-73.94019
40.8049342,-73.9397929
40.7958485,-73.9335349
40.7942294,-73.9341144
40.7935488,-73.9447329
40.7929099,-73.9460914
40.7932032,-73.945293
40.7931648,-73.9453219
40.7960253,-73.9308151
40.796105,-73.9310101
40.803457,-73.9337476
40.8001986,-73.9379732
40.8116231,-73.9514516
40.8121249,-73.9503422
40.8154684,-73.951344
40.8081685,-73.9418092
40.8036521,-73.9391655
40.8018514,-73.938853
40.8059414,-73.939633
40.7802352,-73.9535254
40.7764814,-73.9637171
40.8157873,-73.9463546
40.7687341,-73.9589523
40.7791266,-73.9541653
40.7765499,-73.9634138
40.7653609,-73.9520954
40.8081492,-73.9537335
40.8152125,-73.9538929
40.8117831,-73.9533119
40.8184953,-73.9439788
40.800878,-73.9357043
40.800933,-73.9358378
40.8004964,-73.9355312
40.8003894,-73.9356108
40.742838,-73.9826346
40.7711185,-73.9649981
40.7918359,-73.938808
40.8030661,-73.9475135
40.8158369,-73.9466255
40.8003478,-73.9585897
40.8023484,-73.9578119
40.8079338,-73.950497
40.8060909,-73.9421362
40.798527,-73.937935
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
40.7466244,-73.9648919
40.7587367,-73.9950873
40.8032238,-73.9339682
40.80349,-73.9338235
40.8211013,-73.9603941
40.7922611,-73.9335674
40.8202945,-73.960951
40.8185384,-73.962296
40.7849224,-73.9397893
40.7854875,-73.9391533
40.7880226,-73.9372731
40.7900036,-73.9360217
40.8616506,-73.9171211
40.8627092,-73.9159051
40.7091908,-73.9899727
40.821965,-73.9579259
40.779717,-73.9881458
40.775003,-73.9907297
40.7730593,-73.9900154
40.7764042,-73.9894101
40.7738436,-73.9901844
40.7760996,-73.9896774
40.7744148,-73.9914842
40.7568841,-73.9996679
,
40.8020374,-73.9327124
40.8008582,-73.9298494
40.7992852,-73.9294718
40.8026026,-73.9323615
40.7466212,-73.9734415
40.7458774,-73.9735465
40.7457437,-73.9770653
40.7463227,-73.976549
40.7475741,-73.9756282
40.7448484,-73.974976
40.8151744,-73.9505422
40.8158227,-73.9518929
40.8154084,-73.9521605
40.815197,-73.9521318
40.8156609,-73.9522615
40.815062,-73.9509469
40.81554,-73.9457732
40.81401,-73.943307
40.8013964,-73.9516577
40.8031008,-73.9399968
40.8033388,-73.9335635
40.8032757,-73.9336069
40.8034623,-73.9334731
40.8089142,-73.9455149
40.8091692,-73.9395579
40.8014321,-73.9517372
40.7929613,-73.9445239
40.8234731,-73.9418862
40.8255967,-73.9402692
40.7213544,-73.9803854
40.8235386,-73.9410045
40.813612,-73.9431159
40.7921986,-73.9395805
40.7909693,-73.921922
40.8023797,-73.9361543
40.8153154,-73.9410443
40.811387,-73.9513904
40.8081933,-73.947607
40.8024894,-73.9360747
40.8013394,-73.941277
40.8222607,-73.9381116
40.7967719,-73.9357191
40.8554561,-73.9299074
40.8479765,-73.9391322
40.7937636,-73.9406806
40.8689198,-73.9113668
40.7298945,-73.9727988
40.7174257,-73.9755779
40.8307589,-73.9341577
40.7590799,-73.9972494
40.8468038,-73.9328225
40.7399979,-74.0113311
40.7576964,-74.0065622
40.7570239,-74.0069989
40.8483379,-73.9428042
40.8659404,-73.9338879
40.8656519,-73.9333205
40.8550398,-73.9362953
40.8205492,-73.9591841
40.8026754,-73.934897
40.800397,-73.929727
40.8023407,-73.9352766
40.8024851,-73.9383359
40.8027029,-73.934962
40.8027881,-73.9351642
40.8027304,-73.9350234
40.8024301,-73.9379675
40.8024082,-73.9381517
40.8024522,-73.93826
40.8027551,-73.9350884
40.7151665,-73.994921
40.7281063,-73.979449
40.7805047,-73.9872611
40.7773896,-73.9889045
40.7777326,-73.988695
40.7749797,-73.9889013
40.7114913,-74.0036431
40.7593626,-74.0034111
40.7133879,-73.9937307
40.762392,-73.9617827
40.7963102,-73.945034
40.7957031,-73.9439655
40.8695208,-73.9112648
40.7913405,-73.9472049
40.7638885,-73.9928199
40.8019553,-73.9561073
40.8208073,-73.9405625
40.7196704,-73.9909632
40.8736087,-73.9091441
40.8141163,-73.941627
40.8210415,-73.9480666
40.8205821,-73.945704
40.8132437,-73.9422455
40.7564779,-74.0002094
40.8035124,-73.9346542
40.8029953,-73.9376094
40.8029595,-73.9375227
40.8026183,-73.9359337
40.7468632,-73.9756068
40.8716045,-73.9194119
,
,
,
40.7150839,-73.9903109
,
,
40.8165665,-73.9401581
40.8415177,-73.9381045
,
,
40.8031961,-73.9336034
,
40.7243572,-73.9807634
40.7127155,-73.9968834
40.8033934,-73.9377824
40.7285665,-73.9954467
40.81745,-73.9510355
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
40.7948882,-73.9296353
40.7935143,-73.9315978
40.7522203,-73.9725153
40.8540935,-73.9426475
40.7816525,-73.9932152
40.8641496,-73.9152055
40.7273471,-74.0133313
40.7533486,-74.0089042
40.754043,-74.0086733
40.783724,-73.941827
40.7844397,-73.9405986
40.7829258,-73.9428749
40.7912052,-73.9349877
40.7906346,-73.9355697
40.7372723,-74.0119043
40.7390509,-74.011883
,
40.8420226,-73.9490802
,
,
40.800447,-73.9355674
40.8009577,-73.9358956
,
40.7352521,-74.0121999
40.7866782,-73.9381916
,
40.7942875,-73.9302824
40.8090571,-73.9458543
,
40.8634638,-73.9153119
40.8090442,-73.9419566
40.8082383,-73.9500525
40.8510698,-73.9294783
,
,
,
40.8008127,-73.9475297
,
,
,
40.7629207,-73.9673777
40.7554163,-73.9664646
40.7093858,-74.0095729
,
,
,
,
,
,
,
,
40.8123636,-73.9440273
40.7962754,-73.9314108
40.8033992,-73.9335165
40.7165273,-73.9871182
