borough,Tax block,Tax lot,community board,council district,postcode,policeprct,address,state,bldgclass,landuse,ownertype,ownername,lotarea,unitstotal,lotfront,lotdepth,lottype,assessland,yearbuilt,histdist,landmark,borocode,x,y,latitude,longitude,zonemap,notes,city
MN,79,3,101.0,1.0,10038.0,1.0,83 NASSAU STREET,NY,V1,11,,"LEXIN NASSAU PARTNERS, LLC",2625,0,25.0,109.73,5,3219300,0,,,1,981972.0,197974.0,40.7100693,-74.0082167,12b,,New York
MN,1395,25,108.0,4.0,10022.0,19.0,153 EAST 60 STREET,NY,V1,11,,PARKVIEW TOWER OWNER LLC,2008,0,20.0,100.42,5,1026000,0,,,1,993380.0,217192.0,40.7628136,-73.967042,8c,,New York
MN,1723,53,110.0,9.0,10027.0,28.0,38 WEST 126 STREET,NY,V1,11,,38 WEST 126TH OWNER LLC,1998,0,20.0,99.92,5,146250,0,,,1,999920.0,233484.0,40.8075216,-73.9433956,6a,,New York
MN,1395,120,108.0,4.0,10022.0,19.0,143 EAST 60 STREET,NY,V1,11,,PARKVIEW TOWER OWNER LLC,1608,0,20.0,80.42,5,1227600,0,,,1,993287.0,217231.0,40.7629207,-73.9673777,8c,,New York
MN,2170,32,112.0,10.0,10040.0,34.0,667 WEST 187 STREET,NY,V1,11,,187 STREET MAZAL LLC,4496,0,50.0,89.92,5,562950,0,,,1,1002810.0,250466.0,40.8541267,-73.9329091,3a,,New York
MN,434,48,103.0,2.0,10009.0,9.0,419 EAST 6 STREET,NY,V1,11,,"BFAB, LLC",1703,0,18.75,90.83,5,445500,0,,,1,988366.0,203852.0,40.7262024,-73.98515,12c,,New York
MN,1213,128,107.0,6.0,10024.0,20.0,103 WEST 82 STREET,NY,V1,11,,103-105 WEST 82ND ST,1283,0,50.0,258.0,5,199800,0,,,1,991346.0,224969.0,40.7841613,-73.9743763,5d,,New York
MN,515,14,102.0,1.0,10012.0,1.0,477 WEST BROADWAY,NY,V1,11,,BLDG 03 LLC,925,0,18.5,50.0,5,224550,0,,,1,984283.0,204019.0,40.7266617,-73.9998809,12c,,New York
MN,2126,14,112.0,10.0,10032.0,33.0,550 WEST 170 STREET,NY,V1,11,C,NYC DEPARTMENT OF PARKS AND RECREATION,28527,0,176.58,175.08,3,2998350,0,,,1,1001376.0,245871.0,40.8415177,-73.9381045,3b,,New York
MN,372,11,103.0,2.0,10009.0,9.0,276 EAST 3 STREET,NY,V1,11,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,2021,0,23.25,86.92,5,688050,0,,,1,989687.0,202086.0,40.7213544,-73.9803854,12c,,New York
MN,1828,56,110.0,9.0,10026.0,28.0,270 WEST 113 STREET,NY,V1,11,C,NYC DEPARTMENT OF EDUCATION,1817,0,18.0,100.92,5,160200,0,,,1,996402.0,231454.0,40.8019553,-73.9561073,6b,,New York
MN,220,14,101.0,1.0,10013.0,1.0,63 VARICK STREET,NY,V1,11,C,NYC DEPARTMENT OF TRANSPORTATION,11053,0,175.0,62.25,3,2738250,0,,,1,982402.0,202378.0,40.7221573,-74.0066669,12a,,New York
MN,1599,69,110.0,9.0,10026.0,28.0,68 WEST 116 STREET,NY,V1,11,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,3028,0,30.0,100.92,5,623700,0,,,1,998252.0,231330.0,40.8016122,-73.9494254,6b,,New York
MN,2045,89,110.0,9.0,10039.0,32.0,2803 FREDRICK DOUGLASS BL,NY,V1,11,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,2000,0,25.0,80.0,3,257850,0,,,1,1000781.0,240070.0,40.8255967,-73.9402692,6a,,New York
MN,1918,16,110.0,9.0,10030.0,32.0,131 WEST 133 STREET,NY,V1,11,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,3324,0,33.27,99.92,5,370800,0,,,1,999996.0,235703.0,40.813612,-73.9431159,6a,,New York
MN,2152,1,112.0,10.0,10033.0,33.0,260 AUDUBON AVENUE,NY,V1,11,X,PORT AUTHORITY OF NY AND NJ,74000,0,200.0,370.0,3,8639100,0,,,1,1002836.0,247798.0,40.8468038,-73.9328225,3b,,New York
MN,1704,2,111.0,8.0,,,1 AVENUE,NY,V1,11,C,NYC DEPARTMENT OF SMALL BUSINESS SERVICES,73303,0,272.0,268.0,9,423450,0,,,1,1002252.0,227541.0,40.7912052,-73.9349877,6b,,New York
MN,2045,13,110.0,9.0,10039.0,32.0,2735 FREDRICK DOUGLASS BL,NY,V1,11,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,2813,0,25.0,112.5,5,568350,0,,,1,1000334.0,239296.0,40.8234731,-73.9418862,6a,,New York
MN,1790,20,111.0,8.0,10035.0,25.0,249 EAST 125 STREET,NY,V1,11,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,5296,0,53.0,99.92,5,1153800,0,,,1,1002531.0,231920.0,40.8032238,-73.9339682,6b,,New York
MN,1220,49,107.0,6.0,10024.0,24.0,136 WEST 90 STREET,NY,V1,11,C,NYC DEPARTMENT OF PARKS AND RECREATION,10070,0,100.0,100.0,5,1336950,0,,,1,991996.0,226920.0,40.7895157,-73.9720269,5d,,New York
MN,1051,8,104.0,3.0,10018.0,10.0,429 WEST 41 STREET,NY,V7,11,X,PORT AUTHORITY OF NY AND NJ,10068,0,400.0,25.17,3,652500,0,,,1,985611.0,215705.0,40.7587367,-73.9950873,8d,,New York
MN,1171,163,107.0,6.0,10069.0,20.0,53 WEST END AVENUE,NY,V1,11,C,NYC DEPARTMENT OF TRANSPORTATION,14800,0,40.1,370.0,5,450,0,,,1,987324.0,221623.0,40.7749797,-73.9889013,8c,,New York
MN,1790,12,111.0,8.0,10035.0,25.0,225 EAST 125 STREET,NY,V1,11,,NYC ECONOMIC DEVELOPMENT CORPORATION,1665,0,16.67,99.92,5,323550,0,,,1,1002341.0,232025.0,40.8035124,-73.9346542,6b,,New York
MN,415,1,103.0,1.0,10002.0,5.0,154 ELDRIDGE STREET,NY,V9,11,C,NYC DEPARTMENT OF ENVIRONMENTAL PROTECTION,3201,0,47.0,68.0,3,1482300,0,,,1,986755.0,201472.0,40.7196704,-73.9909632,12c,,New York
MN,1754,68,111.0,9.0,10037.0,25.0,2 EAST 130 STREET,NY,V1,11,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,1665,0,16.67,99.92,5,146700,0,,,1,1000982.0,234085.0,40.8091692,-73.9395579,6a,,New York
MN,282,34,103.0,1.0,10002.0,5.0,85 EAST BROADWAY,NY,V9,11,C,NYC DEPARTMENT OF TRANSPORTATION,54,0,5.57,18.42,8,1508,0,,,1,985948.0,199272.0,40.7136321,-73.993875,12d,,New York
MN,686,29,104.0,3.0,10011.0,10.0,65 11 AVENUE,NY,V9,11,X,NYS DEPARTMENT OF TRANSPORTATION,24700,0,206.5,79.67,3,8298900,0,,,1,981952.0,209860.0,40.7426935,-74.0082929,8b,,New York
MN,241,10,103.0,1.0,10002.0,7.0,260 SOUTH STREET,NY,V9,11,C,NYC DEPARTMENT OF SMALL BUSINESS SERVICES,292250,0,691.92,425.42,5,9966150,0,,,1,987030.0,197654.0,40.7091908,-73.9899727,12d,,New York
MN,707,56,104.0,3.0,10018.0,10.0,542 WEST 36 STREET,NY,V1,11,X,NYS CONVENTION CENTER DEVELOPMENT CORPORATION,2043,0,99.38,26.25,3,785250,0,,,1,984192.0,214882.0,40.7564779,-74.0002094,8d,,New York
MN,707,13,104.0,3.0,10001.0,10.0,537 WEST 35 STREET,NY,V1,11,X,NYS CONVENTION CENTER DEVELOPMENT CORPORATION,945,0,99.38,15.13,3,203400,0,,,1,984142.0,214800.0,40.7562528,-74.0003898,8d,,New York
MN,405,29,103.0,2.0,10009.0,9.0,544 EAST 12 STREET,NY,V1,11,C,NYC DEPARTMENT OF PARKS AND RECREATION,1581,0,25.0,63.25,5,544500,0,,,1,989946.0,204546.0,40.7281063,-73.979449,12c,,New York
MN,1771,27,111.0,8.0,10035.0,25.0,167 EAST 122 STREET,NY,V1,11,C,NYC DEPARTMENT OF PARKS AND RECREATION,6700,0,44.5,201.83,5,837000,0,,,1,1001424.0,231630.0,40.8024301,-73.9379675,6b,,New York
MN,1790,30,111.0,8.0,10035.0,25.0,238 EAST 126 STREET,NY,V1,11,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,2498,0,25.0,99.92,5,532350,0,,,1,1002592.0,232005.0,40.803457,-73.9337476,6b,,New York
MN,1790,29,111.0,8.0,10035.0,25.0,2459 2 AVENUE,NY,V1,11,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,2616,0,24.92,105.0,3,585450,0,,,1,1002668.0,232007.0,40.8034623,-73.9334731,6b,,New York
MN,1790,26,111.0,8.0,10035.0,25.0,2453 2 AVENUE,NY,V1,11,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,2625,0,25.0,105.0,5,556650,0,,,1,1002631.0,231939.0,40.8032757,-73.9336069,6b,,New York
MN,665,1,104.0,3.0,10018.0,10.0,331 12 AVENUE,NY,V9,11,X,NYS DEPARTMENT OF TRANSPORTATION,197075,0,976.58,330.0,9,962550,0,,,1,982432.0,215326.0,40.7576964,-74.0065622,8b,,New York
MN,1788,46,111.0,8.0,10035.0,25.0,204 EAST 124 STREET,NY,V1,11,X,NYC ADMINISTRATION FOR CHILDRENS SERVICES,2800,0,27.75,100.92,5,200700,0,,,1,1001987.0,231699.0,40.8026183,-73.9359337,6b,,New York
MN,1828,10,110.0,9.0,10026.0,28.0,255 WEST 112 STREET,NY,V1,11,C,NYC DEPARTMENT OF EDUCATION,12312,0,122.0,100.92,5,1512900,0,,,1,996418.0,231326.0,40.801604,-73.9560497,6b,,New York
MN,917,34,106.0,4.0,10016.0,17.0,675 2 AVENUE,NY,V7,11,C,MTA - BRIDGES AND TUNNELS,50075,0,84.25,435.0,3,6829200,0,,,1,991009.0,211380.0,40.7468632,-73.9756068,8d,,New York
MN,1279,23,105.0,4.0,10017.0,14.0,343 MADISON AVENUE,NY,V1,11,X,MTA - METRO NORTH,22595,0,200.84,100.0,3,13063500,0,,,1,990401.0,214090.0,40.7543019,-73.9777986,8d,,New York
MN,1681,15,111.0,8.0,10029.0,23.0,329 EAST 109 STREET,NY,V1,11,C,NYC DEPARTMENT OF HEALTH AND MENTAL HYGIENE,2523,0,25.0,100.92,5,236700,0,,,1,1000980.0,227902.0,40.7921986,-73.9395805,6b,,New York
MN,1639,1,111.0,8.0,10029.0,23.0,111 EAST 111 STREET,NY,V1,11,C,NYC DEPARTMENT OF EDUCATION,10147,0,47.88,201.83,3,1144350,0,,,1,999469.0,229399.0,40.7963102,-73.945034,6b,,New York
MN,1771,23,111.0,8.0,10035.0,25.0,159 EAST 122 STREET,NY,V1,11,C,NYC DEPARTMENT OF PARKS AND RECREATION,2523,0,25.0,100.92,5,286650,0,,,1,1001322.0,231650.0,40.8024851,-73.9383359,6b,,New York
MN,1772,28,111.0,8.0,10035.0,25.0,163 EAST 123 STREET,NY,V1,11,C,NYC DEPARTMENT OF SANITATION,2809,0,27.83,100.92,5,235350,0,,,1,1001547.0,231823.0,40.8029595,-73.9375227,6b,,New York
MN,1772,26,111.0,8.0,10035.0,25.0,161 EAST 123 STREET,NY,V1,11,C,NYC DEPARTMENT OF SANITATION,2632,0,26.08,100.92,5,220500,0,,,1,1001523.0,231836.0,40.8029953,-73.9376094,6b,,New York
MN,1771,24,111.0,8.0,10035.0,25.0,161 EAST 122 STREET,NY,V1,11,C,NYC DEPARTMENT OF PARKS AND RECREATION,2523,0,25.0,100.92,5,234900,0,,,1,1001343.0,231638.0,40.8024522,-73.93826,6b,,New York
MN,1772,22,111.0,8.0,10035.0,25.0,151 EAST 123 STREET,NY,V1,11,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,3532,0,35.0,100.92,5,481500,0,,,1,1001428.0,231888.0,40.8031382,-73.9379524,6b,,New York
MN,1824,21,110.0,9.0,10026.0,28.0,113 WEST 114 STREET,NY,V1,11,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,2649,0,26.25,100.92,5,195750,0,,,1,997657.0,231239.0,40.8013634,-73.9515747,6b,,New York
MN,1911,26,110.0,9.0,10027.0,28.0,109 WEST 126 STREET,NY,V1,11,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,1782,0,17.83,99.92,5,238050,0,,,1,999333.0,233991.0,40.8089142,-73.9455149,6a,,New York
MN,1941,27,110.0,9.0,10030.0,32.0,203 WEST 135 STREET,NY,V1,11,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,2498,0,25.0,99.92,5,184050,0,,,1,999717.0,236496.0,40.815789,-73.944122,6a,,New York
MN,1921,49,110.0,9.0,10030.0,32.0,136 WEST 137 STREET,NY,V1,11,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,2498,0,25.0,99.92,5,209700,0,,,1,1000439.0,236511.0,40.8158289,-73.9415135,6a,,New York
MN,1940,1,110.0,9.0,10030.0,32.0,2510 FREDRICK DOUGLASS BL,NY,V1,11,C,NYC POLICE DEPARTMENT,6000,0,60.0,100.0,3,585450,0,,,1,999024.0,236513.0,40.8158369,-73.9466255,6a,,New York
MN,581,45,102.0,3.0,10014.0,6.0,388 HUDSON STREET,NY,V9,11,C,NYC DEPARTMENT OF ENVIRONMENTAL PROTECTION,25000,0,200.0,125.0,3,8202600,0,,,1,982405.0,204906.0,40.7290961,-74.0066568,12a,,New York
MN,1632,15,111.0,8.0,10029.0,23.0,1650 LEXINGTON AVENUE,NY,V5,11,C,NYC DEPARTMENT OF EDUCATION,11101,0,201.83,55.0,3,1381050,0,,,1,998869.0,227588.0,40.7913405,-73.9472049,6b,,New York
MN,1635,43,111.0,8.0,10029.0,23.0,174 EAST 108 STREET,NY,V1,11,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,1716,0,17.0,100.92,5,200700,0,,,1,999611.0,228179.0,40.7929613,-73.9445239,6b,,New York
MN,2015,1,110.0,9.0,10039.0,32.0,2521 ADAM C POWELL BLVD,NY,V1,11,C,NYC DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,4040,0,40.0,101.0,3,409050,0,,,1,1001379.0,238855.0,40.8222607,-73.9381116,6a,,New York
MN,1645,32,111.0,8.0,10035.0,25.0,183 EAST 117 STREET,NY,V1,11,,CITY LIGHTS PROPERTIES LLC,1529,0,19.0,90.0,5,164700,0,,,1,1000878.0,230386.0,40.7990167,-73.9399427,6b,,New York
MN,556,24,103.0,2.0,10003.0,9.0,54 3 AVENUE,NY,V1,11,,62-64 THIRD AVE L.P.,3150,0,31.5,100.0,5,193050,0,,,1,987250.0,205643.0,40.7311187,-73.9891756,12c,,New York
MN,374,34,103.0,2.0,10009.0,9.0,55 AVENUE D,NY,V1,11,,"RASH, LLC.",3294,0,41.17,80.0,3,323550,0,,,1,990437.0,202272.0,40.7218644,-73.9776796,12c,,New York
MN,2238,35,112.0,10.0,10034.0,34.0,4849 BROADWAY,NY,V1,11,,RITA S SKLAR,15000,0,100.0,150.0,5,1861650,0,,,1,1005109.0,255108.0,40.8668624,-73.9245842,3a,,New York
MN,1069,1,104.0,3.0,10018.0,10.0,514 11 AVENUE,NY,V1,11,,SILVERSTEIN MB  LLC,41849,0,436.7,197.6,3,25907850,0,,,1,984653.0,216029.0,40.7596261,-73.9985453,8d,,New York
MN,286,35,103.0,1.0,10002.0,7.0,225 EAST BROADWAY,NY,V1,11,X,YOUNG ISRAEL SYNAGOGUE,8375,0,94.33,90.0,5,2158200,0,,,1,987928.0,199448.0,40.7141146,-73.9867327,12d,,New York
MN,1689,130,111.0,8.0,10035.0,25.0,312 EAST 118 STREET,NY,V1,11,,BRIJA FRANK,832,0,16.5,50.42,5,129150,0,,,1,1002247.0,229786.0,40.7973671,-73.9349997,6b,,New York
MN,1683,50,111.0,8.0,10029.0,23.0,2174 2 AVENUE,NY,V1,11,,"COAKLEY, SEAN P.",1875,0,25.0,75.0,5,376200,0,,,1,1001004.0,228618.0,40.7941637,-73.939492,6b,,New York
MN,1830,56,110.0,9.0,10026.0,28.0,270 WEST 115 STREET,NY,V1,11,O,NYC HOUSING AUTHORITY,2523,0,25.0,100.92,5,222750,0,,,1,996661.0,231908.0,40.8032011,-73.9551709,6b,,New York
MN,763,46,104.0,3.0,10018.0,14.0,308 WEST 40 STREET,NY,V1,11,,308 REALTY HOLDING LLC,2469,0,25.0,98.75,5,729450,0,,,1,986572.0,214735.0,40.7560741,-73.9916188,8d,,New York
MN,641,5,102.0,3.0,10014.0,6.0,497 WEST STREET,NY,V1,11,,134 JANE STREET LLC,10255,0,146.5,70.0,3,828000,0,,,1,981665.0,208146.0,40.7379889,-74.009328,8b,,New York
MN,2108,71,112.0,10.0,10032.0,33.0,467 WEST 157 STREET,NY,V1,11,,"467 WEST 157 HOLDING, LLC",4996,0,50.0,99.92,5,479700,0,,,1,1000481.0,242702.0,40.8328214,-73.9413468,3b,,New York
MN,1675,1,111.0,8.0,10029.0,23.0,2000 2 AVENUE,NY,V1,11,,NAB 2000 REALTY LLC,1896,0,25.42,74.58,3,307350,0,,,1,999893.0,226618.0,40.7886763,-73.9435091,6b,,New York
MN,1608,56,111.0,8.0,10029.0,23.0,1514 MADISON AVENUE,NY,V1,11,X,THE MOUNT SINAI HOSPITAL,2018,0,20.0,100.92,3,491850,0,,,1,997761.0,227662.0,40.7915453,-73.9512062,6b,,New York
MN,2045,14,110.0,9.0,10039.0,32.0,2737 8 AVENUE,NY,V1,11,,2737 TRADING,3488,1,31.0,112.5,3,447750,0,,,1,1000347.0,239320.0,40.823539,-73.9418392,6a,,New York
MN,1795,49,111.0,8.0,10035.0,25.0,308 EAST 119 STREET,NY,V1,11,,308 EAST 119TH STREET LLC,2018,0,20.0,100.92,5,214650,0,,,1,1001987.0,230200.0,40.798504,-73.9359377,6b,,New York
MN,528,186,102.0,3.0,10014.0,6.0,49 DOWNING STREET,NY,V1,11,,UNAVAILABLE OWNER,40,0,8.8,10.0,8,1305,0,,,1,983060.0,204946.0,40.729206,-74.0042936,12a,,New York
MN,171,7,101.0,1.0,10013.0,5.0,360 BROADWAY,NY,V1,11,,SKY 65 FRANKLIN LLC,6443,0,56.0,115.08,3,4462200,0,,,1,983323.0,200567.0,40.7171867,-74.003344,12a,,New York
MN,1730,7,110.0,9.0,10037.0,32.0,73 WEST 132 STREET,NY,V1,11,,"73-77 WEST 132ND STREET HOLDINGS, LLC",5620,0,56.25,99.92,5,648900,0,,,1,1000478.0,235138.0,40.8120603,-73.941376,6a,,New York
MN,1918,54,110.0,9.0,10030.0,32.0,132 WEST 134 STREET,NY,V1,11,,132 W LLC,2998,0,30.0,99.92,5,154350,0,,,1,999917.0,235862.0,40.8140485,-73.9434009,6a,,New York
MN,95,35,101.0,1.0,10038.0,1.0,50-58 CLIFF STREET,NY,V1,11,,SMH DEVELOPMENT LLC,6172,0,82.13,77.25,3,1566450,0,,,1,983132.0,197409.0,40.7085187,-74.0040325,12b,,New York
MN,2069,28,109.0,9.0,10032.0,30.0,89 ST NICHOLAS PLACE,NY,V1,11,,GETTY PETROLEUM CORP,12,0,1.92,9.75,8,1305,0,,,1,1000503.0,241927.0,40.8306942,-73.9412692,3b,,New York
MN,389,55,103.0,2.0,10009.0,9.0,611 EAST 6 STREET,NY,V1,11,,611 EAST 6TH STREET LLC,2271,0,25.0,90.83,5,544500,0,,,1,989582.0,203180.0,40.7243572,-73.9807634,12c,,New York
MN,1829,111,110.0,9.0,10026.0,28.0,261 WEST 113 STREET,NY,V1,11,O,NYC HOUSING AUTHORITY,1817,0,18.0,100.92,5,160200,0,,,1,996533.0,231561.0,40.8022488,-73.9556339,6b,,New York
MN,970,1,106.0,4.0,10016.0,17.0,666 1 AVENUE,NY,V1,11,,"700 FIRST REALTY COMPANY, LLC",193528,0,515.0,336.86,3,118869831,0,,,1,992449.0,211320.0,40.7466973,-73.97041,8d,,New York
MN,735,60,104.0,3.0,10018.0,10.0,438 WEST 38 STREET,NY,V1,11,,LOCKWOOD LTD,2913,0,29.5,98.75,5,849150,0,,,1,985249.0,214879.0,40.7564696,-73.9963941,8d,,New York
MN,1622,35,111.0,9.0,10035.0,25.0,1644 PARK AVENUE,NY,V1,11,,SPANISH CHRISTIAN CHURCH,2273,0,25.25,90.0,5,372600,0,,,1,999921.0,230645.0,40.7997293,-73.9433986,6b,,New York
MN,1754,167,111.0,9.0,10037.0,25.0,4 EAST 130 STREET,NY,V1,11,,PHILADELPHIA COMM. SE,1665,0,16.67,99.92,5,146700,0,,,1,1000996.0,234077.0,40.8091472,-73.9395073,6a,,New York
MN,1815,12,111.0,8.0,10035.0,25.0,519 EAST 118 STREET,NY,V1,11,,"TIAGO PARKING HOLDINGS, LLC",2077,0,20.58,100.92,5,157500,0,,,1,1003352.0,229327.0,40.796105,-73.9310101,6b,,New York
MN,1950,55,109.0,9.0,10027.0,26.0,4 HANCOCK PLACE,NY,V1,11,,"FAISON, GEORGE",3051,0,39.42,83.58,5,206100,0,,,1,997048.0,234405.0,40.8100541,-73.9537683,6a,,New York
MN,1785,29,111.0,8.0,10035.0,25.0,2357 2 AVENUE,NY,V1,11,X,ODYSSEY HOUSE INC,2013,0,25.17,80.0,3,633600,0,,,1,1002028.0,230822.0,40.8002111,-73.935788,6b,,New York
MN,1722,24,110.0,9.0,10027.0,28.0,27 WEST 124 STREET,NY,V1,11,,HANDYMDS MOST PURE HE,3784,0,37.5,100.92,5,298350,0,,,1,999804.0,233087.0,40.8064321,-73.9438155,6a,,New York
MN,1749,46,111.0,9.0,10035.0,25.0,62 EAST 125 STREET,NY,V1,11,,BRUKHA ASSETS LLC,5046,0,50.0,100.92,5,521100,0,,,1,1000808.0,232650.0,40.8052308,-73.94019,6a,,New York
MN,1426,120,108.0,5.0,10021.0,19.0,257 EAST 71 STREET,NY,V1,11,,259 EAST 72 OWNER LLC,1890,0,18.5,102.17,5,454050,0,,,1,995560.0,219264.0,40.7684981,-73.9591691,8c,,New York
MN,571,27,102.0,2.0,10003.0,6.0,126 REAR UNIVERSITY PLACE,NY,V1,11,,THE NEW SCHOOL,546,0,25.0,21.83,5,17550,0,,,1,986323.0,207068.0,40.7350302,-73.9925199,12c,,New York
MN,645,21,102.0,3.0,10014.0,6.0,51 LITTLE WEST 12 ST,NY,V1,11,,LITTLE W 12TH ST INC.,2581,0,25.0,103.25,5,536400,0,,,1,981954.0,209132.0,40.7406953,-74.0082855,8b,,New York
MN,1622,36,111.0,9.0,10035.0,25.0,1646 PARK AVENUE,NY,V1,11,,"MURAMATSU, KAORU DEMLER",2272,0,25.25,90.0,5,68400,0,,,1,999933.0,230668.0,40.7997924,-73.9433552,6b,,New York
MN,1729,61,110.0,9.0,10037.0,32.0,64 WEST 132 STREET,NY,V1,11,,EAST 132ND ST LLC,1874,0,18.75,99.92,5,219600,0,,,1,1000496.0,234948.0,40.8115388,-73.9413114,6a,,New York
MN,2064,34,109.0,9.0,10031.0,30.0,793 ST NICHOLAS AVENUE,NY,V1,11,,FLORENCE WHEELER,1000,0,25.5,42.0,5,107550,0,,,1,1000000.0,240645.0,40.8271764,-73.9430898,3b,,New York
MN,1643,33,111.0,8.0,10029.0,25.0,2102 3 AVENUE,NY,V1,11,,"STARWOOD GROUP,",3420,0,47.67,71.75,3,103950,0,,,1,1000673.0,229836.0,40.7975074,-73.9406845,6b,,New York
MN,918,4,106.0,4.0,10016.0,17.0,567 3 AVENUE,NY,V1,11,,MIDTOWN 3RD AVENUE LLC,2590,0,24.67,105.0,5,405000,0,,,1,990840.0,211711.0,40.7477719,-73.9762164,8d,,New York
MN,293,30,103.0,1.0,10002.0,5.0,6 1/2 ELDRIDGE STREET,NY,V1,11,,DAI FUNG RLTY CORP,131,0,3.0,43.67,8,1004,0,,,1,986011.0,199614.0,40.7145708,-73.9936476,12d,,New York
MN,2154,18,112.0,10.0,10033.0,34.0,552 WEST 182 STREET,NY,V1,11,,KASSAB OF W 182 LLC,1260,0,18.0,70.0,5,71550,0,,,1,1002989.0,248691.0,40.8492544,-73.932267,3a,,New York
MN,1313,63,105.0,4.0,10022.0,18.0,120 EAST 59 STREET,NY,V1,11,,118 EAST 59TH STREET REALTY LLC,5021,0,50.0,100.42,5,2805300,0,,,1,992827.0,217019.0,40.7623393,-73.9690385,8c,,New York
MN,1921,124,110.0,9.0,10030.0,32.0,113 WEST 136 STREET,NY,V1,11,C,NYC DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,1665,0,16.67,99.92,5,222300,0,,,1,1000569.0,236324.0,40.8153154,-73.9410443,6a,,New York
MN,1953,24,110.0,9.0,10027.0,28.0,317 WEST 126 STREET,NY,V1,11,C,NYC DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,1665,0,16.67,99.92,5,222300,0,,,1,997706.0,234891.0,40.811387,-73.9513904,6a,,New York
MN,2050,4,109.0,9.0,10031.0,30.0,287 CONVENT AVENUE,NY,V1,11,X,UNITED STATES OF AMERICA,4675,0,46.75,100.0,5,522000,0,,,1,998757.0,238871.0,40.8223094,-73.947585,6a,,New York
MN,2007,18,110.0,9.0,10030.0,32.0,119 WEST 138 STREET,NY,V1,11,,119 WEST 138TH STREET LLC,2598,0,26.0,99.92,5,241650,0,,,1,1000695.0,236846.0,40.8167479,-73.9405878,6a,,New York
MN,1095,39,104.0,3.0,10036.0,18.0,608 WEST 48 STREET,NY,V1,11,,MANHATTAN WEST 48 LLC,2510,0,25.0,100.42,5,252339,0,,,1,985260.0,217885.0,40.7647203,-73.9963539,8c,,New York
MN,784,4,105.0,3.0,10001.0,14.0,486 8 AVENUE,NY,V1,11,,265 WEST 34TH STREET OWNER LLC,1178,0,19.64,60.0,5,494550,0,,,1,986187.0,213385.0,40.7523688,-73.9930088,8d,,New York
MN,595,9,101.0,1.0,10013.0,1.0,536I CANAL STREET,NY,V1,11,,290 WEST VE LLC,538,0,24.0,22.0,6,50400,0,,,1,981304.0,203344.0,40.7248085,-74.0106286,12a,,New York
MN,553,44,102.0,2.0,10011.0,6.0,127 WAVERLY PLACE,NY,V1,11,,378 SIXTH LLC,51,0,0.05,50.92,8,1305,0,,,1,984367.0,206277.0,40.7328593,-73.9995778,12c,,New York
MN,1426,121,108.0,5.0,10021.0,19.0,259 EAST 71 STREET,NY,V1,11,,259 EAST 72 OWNER LLC,1890,0,18.5,102.17,5,454050,0,,,1,995576.0,219254.0,40.7684707,-73.9591113,8c,,New York
MN,1426,27,108.0,5.0,10021.0,19.0,252 EAST 72 STREET,NY,V1,11,,259 EAST 72 OWNER LLC,4148,0,40.58,102.17,5,1390050,0,,,1,995620.0,219350.0,40.7687341,-73.9589523,8c,,New York
MN,2007,17,110.0,9.0,10030.0,32.0,121 WEST 138 STREET,NY,V1,11,,THE LAMB'S CENTER FOR URBAN MINISTRY,2598,0,26.0,99.92,5,241650,0,,,1,1000673.0,236859.0,40.8167836,-73.9406673,6a,,New York
MN,2123,36,112.0,10.0,10032.0,33.0,506 WEST 166 STREET,NY,V1,11,,TRUSTEES OF COLUMBIA UNIVERSITY,2625,0,25.0,107.83,5,215550,0,,,1,1001257.0,244847.0,40.8387073,-73.9385372,3b,,New York
MN,2179,154,112.0,10.0,10033.0,34.0,205 CABRINI BOULEVARD,NY,V1,11,,GOLD CHIP VENTURES LLC,5258,0,68.67,88.0,5,672750,0,,,1,1001222.0,250526.0,40.8542946,-73.9386493,3a,,New York
MN,2170,31,112.0,10.0,10033.0,34.0,663 WEST 187 STREET,NY,V1,11,,187 STREET MAZAL LLC,1582,0,16.67,94.92,5,176850,0,,,1,1002840.0,250452.0,40.8540882,-73.9328007,3a,,New York
