borough,Tax block,Tax lot,community board,census tract 2010,cb2010,schooldist,council district,postcode,firecomp,policeprct,healtharea,sanitboro,sanitsub,address,zonedist1,zonedist2,zonedist3,zonedist4,overlay1,overlay2,spdist1,spdist2,spdist3,ltdheight,splitzone,bldgclass,landuse,easements,ownertype,ownername,lotarea,bldgarea,comarea,resarea,officearea,retailarea,garagearea,strgearea,factryarea,otherarea,areasource,numbldgs,numfloors,unitsres,unitstotal,lotfront,lotdepth,bldgfront,bldgdepth,ext,proxcode,irrlotcode,lottype,bsmtcode,assessland,assesstot,exempttot,yearbuilt,yearalter1,yearalter2,histdist,landmark,builtfar,residfar,commfar,facilfar,borocode,BBL,condono,tract2010,xcoord,ycoord,latitude,longitude,zonemap,zmcode,sanborn,taxmap,edesignum,appbbl,appdate,plutomapid,version,sanitdistrict,healthcenterdistrict,firm07_flag,pfirm15_flag,rpaddate,dcasdate,zoningdate,landmkdate,basempdate,masdate,polidate,edesigdate,geom,dcpedited,notes,bct2020,bctcb2020
MN,784,17,105,109,1005,2,3,10001,E026,14,5200,1,1H,245 WEST 34 STREET,C6-4M,,,,,,,,,,false,V1,11,0,,HW W 34TH ST LLC,4509,0,,,,,,,,,7,0,,0,0,45.66,98.75,0,0,,0,false,5,5,2502900,2502900,0,0,0,0,,,0,10,10,10,1,1007840017,,109,986422,213232,40.7519488,-73.9921607,8d,,105N033,10304,,1007840017,04/03/2017,1,24v3,5,15,,,,,,,,,,,,,,1010900,10109001005
MN,784,1,105,109,1005,2,3,10001,E026,14,5200,1,1H,480 8 AVENUE,C6-4M,,,,,,,,,,false,V1,11,0,,VORNADO NEW YORK RRONE,3505,0,,,,,,,,,7,1,,0,0,58.42,60,0,0,,0,false,3,5,2062350,2062350,0,0,0,0,,,0,10,10,10,1,1007840001,,109,986166,213348,40.7522673,-73.9930846,8d,,105N033,10304,,,,1,24v3,5,15,,,,,,,,,,,,,,1010900,10109001005
MN,784,7,105,109,1005,2,3,10001,E026,14,5200,1,1H,265 WEST 34 STREET,C6-4M,,,,,,,,,,false,V1,11,0,,265 WEST 34TH STREET OWNER LLC,1690,0,,,,,,,,,7,1,,0,0,21.67,78,0,0,,0,false,5,5,1092600,1092600,0,0,0,0,,,0,10,10,10,1,1007840007,,109,986227,213327,40.7522096,-73.9928645,8d,,105N033,10304,,,,1,24v3,5,15,,,,,,,,,,,,,,1010900,10109001005
MN,784,4,105,109,1005,2,3,10001,E026,14,5200,1,1H,486 8 AVENUE,C6-4M,,,,,,,,,,false,V1,11,0,,486 8TH AVENUE OWNER LLC,1178,0,,,,,,,,,7,1,,0,0,19.64,60,0,0,,0,true,5,5,424350,424350,0,0,0,0,,,0,10,10,10,1,1007840004,,109,986187,213385,40.7523688,-73.9930088,8d,,105N033,10304,,,,1,24v3,5,15,,,,,,,,,,,,,,1010900,10109001005
MN,882,126,106,68,6001,2,2,10016,E016,13,5300,1,1B,LEXINGTON AVENUE,C6-2A,R8B,,,,,,,,,true,V1,11,0,,DR NAGEL,63,0,,,,,,,,,7,0,,0,0,3.33,19,0,0,,0,false,6,5,450,450,0,0,0,0,,,0,6.02,6,6.5,1,1008820126,,68,989038,209429,40.7415095,-73.9827215,8d,,104 006,10307,,,,1,24v3,6,14,,,,,,,,,,,,,,1006800,10068006001
MN,884,18,105,72,3002,2,2,10016,E016,13,5300,1,1B,122 LEXINGTON AVENUE,C6-2A,,,,,,,,,,false,V1,11,0,,120 LEXINGTON AVE. CORP.,1517,0,,,,,,,,,7,0,,0,0,19.33,78.5,0,0,,0,false,5,5,558450,558450,0,0,0,0,,,0,6.02,6,6.5,1,1008840018,,72,989072,209931,40.7428874,-73.9825985,8d,,104 019,10307,,,,1,24v3,5,14,,,,,,,,,,,,,,1007200,10072003002
MN,884,19,105,72,3002,2,2,10016,E016,13,5300,1,1B,124 LEXINGTON AVENUE,C6-2A,,,,,,,,,,false,V1,11,0,,120 LEXINGTON AVE. CORP.,1540,0,,,,,,,,,7,0,,0,0,19.5,78.5,0,0,,0,false,5,5,558450,558450,0,0,0,0,,,0,6.02,6,6.5,1,1008840019,,72,989081,209948,40.742934,-73.982566,8d,,104 019,10307,,,,1,24v3,5,14,,,,,,,,,,,,,,1007200,10072003002
MN,477,57,102,37,3011,2,1,10013,L008,1,6800,1,1B,6 AVENUE,M1-6,,,,,,HSQ,,,,false,V1,11,0,,ARTHUR BLASOF,253,0,,,,,,,,,7,0,,0,0,3.75,67.58,0,0,,0,true,8,5,2250,2250,0,0,0,0,,,0,0,10,10,1,1004770057,,37,982866,203043,40.7239827,-74.0049931,12a,,101N067,10206,E-288,,,1,24v3,2,15,,,,,,,,,,,,,,1003700,10037003013
MN,831,49,105,76,2005,2,3,10001,E001,14,5200,1,1A,16 WEST 30 STREET,M1-6,,,,,,,,,,false,V1,11,0,,HFZ KIK 30TH STREET OWNER LLC,2666,0,,,,,,,,,7,0,,0,0,27,98.75,0,0,,0,false,5,5,1027350,1027350,0,0,0,0,,,0,0,10,10,1,1008310049,,76,987708,211120,40.7461515,-73.9875202,8d,,104 015,10306,,,,1,24v3,5,15,,,,,,,,,,,,,,1007600,10076002005
MN,581,45,102,67,4006,2,3,10014,E024,6,6400,1,1B,388 HUDSON STREET,M1-5,,,,,,,,,,false,V9,11,0,C,NYC DEPARTMENT OF ENVIRONMENTAL PROTECTION,25000,0,,,,,,,,,7,1,,0,0,200,125,0,0,,0,false,3,5,8634150,8634150,8634150,0,0,0,,,0,0,5,6.5,1,1005810045,,67,982405,204906,40.7290961,-74.0066568,12a,,103 003,10208,,,,1,24v3,2,15,,,,,,,,,,,,t,,1006700,10067004006
MN,732,50,104,111,2005,2,3,10001,L021,10,5500,1,2A,WEST 35 STREET,R8A,,,,C2-5,,HY,,,,false,V1,11,0,,419 WEST 34TH STREET DII LLC,4937,0,,,,,,,,,7,0,,0,0,50,98.75,0,0,,0,true,5,5,1456200,1456200,0,0,0,0,,,0,6.02,0,6.5,1,1007320050,,111,985130,214064,40.7542327,-73.9968237,8d,,105S029,10302,E-137,,,1,24v3,4,15,,,,,,,,,,,,,,1011100,10111002005
MN,731,22,104,103,1001,2,3,10001,L021,10,5500,1,2B,431 WEST 33 STREET,C6-4,,,,,,HY,,,,false,V1,11,0,X,PORT AUTHORITY OF NY AND NJ,7406,0,,,,,,,,,7,1,,0,0,75,98.75,0,0,,0,false,5,5,1665450,1665450,1665450,0,2018,0,,,0,10,10,10,1,1007310022,,103,984772,213808,40.75353,-73.9981159,8d,,105S018,10302,E-137,,,1,24v3,4,15,,,,,,,,,,,,,,1010300,10103001000
MN,731,40,104,103,1001,2,3,10001,L021,10,5500,1,2B,413 9TH AVENUE,C6-4,,,,,,HY,,,,false,V1,11,0,,ROMEO-KILO CORP,9480,0,,,,,,,,,7,0,,0,0,98.75,100,0,0,,0,true,5,5,186750,186750,0,0,2022,2023,,,0,10,10,10,1,1007310040,,103,985101,213646,40.7530854,-73.9969285,8d,,105S018,10302,E-137,1007310040,02/24/2023,1,24v3,4,15,,,,,,,,,,,,,,1010300,10103001000
MN,731,164,104,103,1001,2,3,10001,L021,10,5500,1,2B,WEST 34 STREET,C6-4,,,,,,HY,,,,false,V1,11,0,C,NYC DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,25,0,,,,,,,,,7,0,,0,0,0.25,98.75,0,0,,0,true,8,5,1350,1350,1350,0,0,0,,,0,10,10,10,1,1007310164,,103,984851,213880,40.7537277,-73.9978308,8d,,105S018,10302,,,,1,24v3,4,15,,,,,,,,,,,,t,,1010300,10103001000
MN,455,52,103,40,6000,1,2,10003,E005,9,6200,1,4B,327 EAST 13 STREET,C1-6A,,,,,,,,,,false,V1,11,0,,"NYEEI HOUSING COMPANY\, INC.",14255,0,,,,,,,,,7,1,,0,0,138,103.25,0,0,,0,false,5,5,5190300,5190300,0,0,0,0,,,0,4,2,4,1,1004550052,,40,988616,205747,40.7314035,-73.9842468,12c,,102 027,10205,,,,1,24v3,3,14,,,,,,,,,,,,,,1004001,10040012000
MN,434,48,103,32,2000,1,2,10009,L011,9,6600,1,3B,419 EAST 6 STREET,R8B,,,,,,,,,,false,V1,11,0,,"BFAB\, LLC",1703,0,,,,,,,,,7,0,,0,0,18.75,90.83,0,0,,0,false,5,5,468900,468900,0,0,0,0,,,0,4,0,4,1,1004340048,,32,988366,203852,40.7262024,-73.98515,12c,,102 020,10205,E-216,,,1,24v3,3,14,,,,,,,,,,,,,,1003200,10032002000
MN,489,25,102,47,1001,2,1,10012,L008,1,6800,1,1A,83 THOMPSON STREET,R7-2,,,,C1-5,,,,,,false,V1,11,0,,SPRING STREET OWNER LLC,4535,0,,,,,,,,,7,0,,0,0,66.92,100,0,0,,0,true,3,5,1134321,1134321,0,0,0,0,Sullivan-Thompson Historic District,,0,3.44,0,6.5,1,1004890025,,47,983439,203345,40.7248117,-74.0029259,12a,,101N069,10206,,1004890022,05/03/2024,1,24v3,2,15,,,,,,,,,,,,,,1004700,10047001001
MN,609,39,102,71,1000,2,3,10011,Q018,6,6100,1,3B,525 AVENUE OF THE AMERICAS,C6-3A,C6-2A,,,,,,,,,true,V1,11,0,,525 6TH AVE LLC,12900,0,,,,,,,,,7,0,,0,0,125,106.5,0,0,,0,false,5,5,3146850,3146850,0,0,0,0,,,0,7.52,6,7.5,1,1006090039,,71,984979,207883,40.7372674,-73.9973694,12c,,103 027,10209,,1006090035,11/04/2022,1,24v3,2,15,,,,,,,,,,,,,,1007100,10071001000
MN,707,13,104,99,1039,2,3,10001,E034,10,5500,1,2A,537 WEST 35 STREET,C6-4,,,,,,HY,,,,false,V1,11,0,X,NYS CONVENTION CENTER DEVELOPMENT CORPORATION,945,0,,,,,,,,,7,1,,0,0,99.38,15.13,0,0,,0,false,3,5,156600,156600,156600,0,0,0,,,0,10,10,10,1,1007070013,,99,984142,214800,40.7562528,-74.0003898,8d,,105S027,10302,E-137,1007070013,03/07/2012,1,24v3,4,15,,,,,,,,,,,,t,,1009903,10099032016
MN,863,128,105,74,2000,2,4,10016,L007,14,5200,1,1A,EAST 33 STREET,C5-2,,,,,,,,,,false,V1,11,0,,MARK T FISHMAN,50,0,,,,,,,,,7,0,,0,0,0.5,98.75,0,0,,0,true,8,5,1350,1350,0,0,0,0,,,0,10,10,10,1,1008630128,,74,989015,211454,40.7470676,-73.9828031,8d,,104 018,10306,,,,1,24v3,5,15,,,,,,,,,,,,,,1007400,10074001000
MN,864,59,106,74,1000,2,4,10016,L007,17,5200,1,2B,EAST 35 STREET,R9X,,,,,,,,,,false,V1,11,0,,JOHN M ANDERSON&KAREN FULBRIGHT-ANDERSON  REV TRUST,45,0,,,,,,,,,7,0,,0,0,0.33,98.75,0,0,,0,true,8,5,1350,1350,0,0,0,0,,,0,9,0,9,1,1008640059,,74,989206,211807,40.7480364,-73.9821135,8d,,104 029,10306,,,,1,24v3,6,15,,,,,,,,,,,,,,1007400,10074004000
MN,539,70,102,65,5000,2,2,10012,L009,6,5700,1,2A,THOMPSON STREET,R7-2,,,,C1-5,,,,,,false,V1,11,0,,UNAVAILABLE OWNER,25,0,,,,,,,,,7,0,,0,0,0.92,25,0,0,,0,true,8,5,1170,1170,0,0,0,0,,,0,3.44,0,6.5,1,1005390070,,65,984549,205053,40.7294998,-73.9989212,12c,,103 007,10207,,,,1,24v3,2,15,,,,,,,,,,,,,,1006500,10065005000
MN,866,71,105,82,2001,2,4,10016,E065,14,5200,1,2B,6 EAST 37 STREET,C5-2,,,,,,,,,,false,V1,11,0,,9 EAST 36TH,4938,0,,,,,,,,,7,0,,0,0,50,98.75,0,0,,0,false,5,5,2538000,2538000,0,0,0,0,,,0,10,10,10,1,1008660071,,82,989074,212469,40.7498535,-73.9825895,8d,,104 029,10306,,,,1,24v3,5,15,,,,,,,,,,,,,,1008200,10082002006
MN,763,46,104,115,1002,2,3,10018,L021,14,4500,1,2A,308 WEST 40 STREET,C6-4,,,,,,HY,,,,false,V1,11,0,,308 REALTY HOLDING LLC,2469,0,,,,,,,,,7,1,,0,0,25,98.75,0,0,,0,false,5,5,561150,561150,0,0,0,0,,,0,10,10,10,1,1007630046,,115,986572,214735,40.7560741,-73.9916188,8d,,105N032,10304,E-137,,,1,24v3,4,15,,,,,,,,,,,,,,1011500,10115001002
MN,763,17,104,115,1002,2,3,10018,L021,14,4500,1,2A,335 WEST 39 STREET,C6-4,,,,,,HY,,,,false,V1,11,0,,"335 WEST 39TH STREETREALTY COMPANY\,",2475,0,,,,,,,,,7,1,,0,0,25,98.75,0,0,,0,false,5,5,137700,137700,0,0,0,0,,,0,10,10,10,1,1007630017,,115,986259,214794,40.7562361,-73.9927485,8d,,105N032,10304,E-137,,,1,24v3,4,15,,,,,,,,,,,,,,1011500,10115001002
MN,708,1,104,99,1006,2,3,10018,E034,10,5500,1,2B,438 11 AVENUE,C6-4,,,,,,HY,,,,false,V1,11,2,,"438-444 ELEVENTH AVENUE\, LLC",40809,0,,,,,,,,,7,0,,0,0,98.75,283.01,0,0,,0,true,3,0,10208700,10208700,0,0,0,0,,,0,10,10,10,1,1007080001,,99,984205,215085,40.7570351,-74.0001624,8d,,105S027,10302,E-137,1007080001,09/15/2017,1,24v3,4,15,,,,,,,,,,,,,,1009903,10099032012
MN,707,1,104,99,1005,2,3,10018,E034,10,5500,1,2B,418 11 AVENUE,C6-4,,,,,,HY,,,,false,V1,11,2,X,NEW YORK CONVENTION CENTER,49375,0,,,,,,,,,7,1,,0,0,197.5,250,0,0,,0,false,3,0,21676500,21676500,21676500,0,0,0,,,0,10,10,10,1,1007070001,,99,984048,214899,40.7565246,-74.0007291,8d,true,105S027,10302,E-137,,,1,24v3,4,15,,,,,,,,,,,,,,1009903,10099032011
MN,831,29,105,76,2005,2,3,10001,E001,14,5200,1,1A,9 WEST 29 STREET,M1-6,,,,,,,,,,false,V1,11,0,,HFZ KIK 30TH STREET OWNER LLC,2765,0,,,,,,,,,7,1,,0,0,28,98.75,0,0,,0,false,5,5,1169550,1169550,0,0,0,0,,,0,0,10,10,1,1008310029,,76,987681,211019,40.7458743,-73.9876177,8d,,104 015,10306,,,,1,24v3,5,15,,,,,,,,,,,,,,1007600,10076002005
MN,834,68,105,76,1004,2,4,10001,L024,14,5200,1,1A,WEST 33 STREET,C6-6,C6-4,,,,,MiD,,,,true,V1,11,0,,LOT 68 WEST 33 STREET LLC,890,0,,,,,,,,,7,0,,0,0,26.01,67.98,0,0,,0,true,5,5,598050,598050,0,0,0,0,,,0,10,15,15,1,1008340068,,76,987763,211938,40.7483967,-73.9873213,8d,,104 016,10306,,1008340069,11/10/2015,1,24v3,5,15,,,,,,,,,,,,,,1007600,10076001003
MN,831,28,105,76,2005,2,3,10001,E001,14,5200,1,1A,11 WEST 29 STREET,M1-6,,,,,,,,,,false,V1,11,0,,HFZ KIK 30TH STREET OWNER LLC,2469,0,,,,,,,,,7,1,,0,0,25,98.75,0,0,,0,false,5,5,2073150,2073150,0,0,0,0,,,0,0,10,10,1,1008310028,,76,987658,211031,40.7459072,-73.9877007,8d,,104 015,10306,,,,1,24v3,5,15,,,,,,,,,,,,,,1007600,10076002005
MN,571,27,102,61,1000,2,2,10003,L003,6,5700,1,3A,126 REAR UNIVERSITY PLACE,C6-1,,,,,,,,,,false,V1,11,0,,THE NEW SCHOOL,546,0,,,,,,,,,7,0,,0,0,25,21.83,0,0,,0,false,5,5,13500,13500,0,0,0,0,,,0,3.44,6,6.5,1,1005710027,,61,986323,207068,40.7350302,-73.9925199,12c,,103 022,10207,,,,1,24v3,2,15,,,,,,,,,,,,,,1006100,10061001000
MN,2215,680,207,309,1004,10,10,10463,E081,52,110,2,1A,HARLEM RIVER DRIVE,M1-1,,,,,,,,,,false,V1,11,0,C,NYC DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,5971,0,,,,,,,,,7,0,,0,0,500,78,0,0,,0,true,2,5,346050,346050,346050,0,0,0,,,0,0,1,2.4,1,1022150680,,309,1009410,257061,40.8722116,-73.9090267,1d,,112 081,10804,,,,1,24v3,7,17,1,1,,,,,,,,,,t,,1030900,10309001000
MN,2189,25,112,299,2006,6,10,10034,L036,34,110,1,4A,WEST 215 STREET,M1-1,,,,,,,,,,false,V1,11,0,C,NYC DEPARTMENT OF SMALL BUSINESS SERVICES,4297,0,,,,,,,,,7,0,,0,0,69.5,100.25,0,0,N,0,true,9,0,42750,42750,42750,0,0,0,,,0,0,1,2.4,1,1021890025,,299,1008643,255453,40.8678003,-73.9118058,3c,true,112 061,10804,,,,1,24v3,12,17,1,1,,,,,,,,,,t,,1029900,10299002006
MN,2215,65,208,309,4002,10,10,10463,E081,50,110,2,2A,170 WEST 225 STREET,R7-1,,,,,,,,,,false,V1,11,0,,168 W. 225TH LLC,24550,0,,,,,,,,,7,0,,0,0,189.47,100,0,0,,0,false,5,5,2406150,2406150,0,0,0,0,,,0,3.44,0,4.8,1,1022150065,,309,1008283,258297,40.8756072,-73.9130972,1b,,112 079,10804,,1022150062,02/24/2023,1,24v3,8,17,,,,,,,,,,,,,,1030900,10309005000
MN,2214,1,112,307,1000,6,10,10034,E095,34,110,1,4A,5094 BROADWAY,C6-2,M1-5,,,,,IN,,,,true,V1,11,0,,THE TRUSTEES OF COLUMBIA UNIV. IN THE CI TY OF NY,17655,0,,,,,,,,,7,0,,0,0,129.5,141.92,0,0,,0,true,3,5,186300,186300,0,0,1965,0,,,0,6.02,6,6.5,1,1022140001,,307,1008193,256697,40.8712159,-73.9134284,1b,true,112 068,10804,E-459,,,1,24v3,12,17,,,,,,,,,,,,,,1030700,10307001000
MN,572,41,102,63,4000,2,2,10011,E033,6,5700,1,3A,14 5 AVENUE,R10,,,,,,,,,,false,V1,11,0,,FIFTH AVENUE OWNERS GROUP LLC,5255,0,,,,,,,,,7,0,,0,0,52.5,100,0,0,,0,false,5,5,760500,760500,0,0,1984,0,Greenwich Village Historic District,,0,10,0,10,1,1005720041,,63,985229,206202,40.7326534,-73.9964676,12c,,103 019,10207,,,,1,24v3,2,15,,,,,,,,,,,,,,1006300,10063004000
MN,944,9,106,78,7001,2,4,10016,E021,17,5000,1,2B,EAST 38 STREET,C1-9,,,,,,,,,,false,V9,11,0,X,MTA - BRIDGES AND TUNNELS,8200,0,,,,,,,,,7,0,,0,0,41.58,197.5,0,0,,0,true,5,5,2277900,2277900,2277900,0,0,0,,,0,10,2,10,1,1009440009,,78,991741,211522,40.7472524,-73.9729649,8d,,104 035,10309,,,,1,24v3,6,13,,,,,,,,,,,,t,,1007800,10078007001
MN,920,28,106,88,2001,2,4,10016,E021,17,5000,1,2B,729 2ND AVENUE,C1-9,,,,,,,,,,false,V1,11,0,,NEW SECOND AVENUE OWNER LLC,10763,0,,,,,,,,,7,0,,0,0,123.44,105,0,0,,0,false,3,5,2245500,2245500,0,0,0,0,,,0,10,2,10,1,1009200028,,88,991532,211889,40.7482599,-73.9737188,8d,,104 033,10308,,1009200028,07/06/2023,1,24v3,6,13,,,,,,,,,,,,,,1008800,10088002001
MN,944,53,106,78,7001,2,4,10016,E021,17,5000,1,2B,EAST 39 STREET,C1-9,,,,,,,,,,false,V1,11,0,,ARCHSTONE EAST 39TH STREET LAND LLC,467,0,,,,,,,,,7,0,,0,0,10.5,44.5,0,0,,0,true,8,5,2250,2250,0,0,0,0,,,0,10,2,10,1,1009440053,,78,991589,211696,40.7477301,-73.9735133,8d,,104 035,10309,,1009440045,11/08/2001,1,24v3,6,13,,,,,,,,,,,,,,1007800,10078007001
MN,919,12,106,78,1000,2,4,10016,E021,17,5000,1,2B,EAST 38 STREET,C1-9,,,,,,,,,,false,V9,11,0,X,MTA - BRIDGES AND TUNNELS,8596,0,,,,,,,,,7,0,,0,0,42.83,197.5,0,0,,0,true,4,5,2535750,2535750,2535750,0,0,0,,,0,10,2,10,1,1009190012,,78,991123,211864,40.7481916,-73.9751949,8d,,104 033,10308,,,,1,24v3,6,13,,,,,,,,,,,,t,,1007800,10078001000
MN,917,32,106,78,2005,2,4,10016,L007,17,5000,1,2B,2 AVENUE,C1-9,,,,,,,,,,false,V9,11,0,,S & M ENTERPRISES,2247,0,,,,,,,,,7,0,,0,0,6.75,333,0,0,,0,true,8,5,25200,25200,0,0,0,0,,,0,10,2,10,1,1009170032,,78,990963,211361,40.7468111,-73.9757729,8d,,104 022,10308,,1009170034,12/20/1986,1,24v3,6,13,,,,,,,,,,,,,,1007800,10078002003
MN,632,1,102,75,1000,2,3,10014,L005,6,6400,1,2K,685 WASHINGTON STREET,C1-6A,,,,,,,,,,false,V1,11,0,,"WASHINGTON 685\,",2217,0,,,,,,,,,7,0,,0,0,51,61.17,0,0,,0,true,3,5,627750,627750,0,0,0,0,,,0,4,2,4,1,1006320001,,75,981959,206786,40.7342561,-74.0082666,12a,,103 011,10210,,,,1,24v3,2,15,,,,,,,,,,,,,,1007500,10075001000
MN,735,35,104,111,3000,2,3,10018,L021,10,5500,1,2A,9 AVENUE,C1-7A,,,,,,HY,,,,false,V1,11,0,,ZDJ HUDSON YARDS LLC,7922,0,,,,,,,,,7,1,,0,0,74.08,93.83,0,0,,0,true,0,5,2253150,2253150,0,0,2023,0,,,0,6.02,2,6.5,1,1007350035,,111,985658,214660,40.7558685,-73.9949179,8d,,105S030,10302,E-137,1007350030,02/12/2024,1,24v3,4,15,,,,,,,,,,,,,,1011100,10111003000
MN,515,14,102,49,1000,2,1,10012,L020,1,6800,1,1A,477 WEST BROADWAY,M1-5/R7X,,,,,,SNX,,,,false,V1,11,0,,BLDG 03 LLC,925,0,,,,,,,,,7,0,,0,0,18.5,50,0,0,,0,false,5,5,236250,236250,0,0,0,0,,,0,5,5,5,1,1005150014,,49,984283,204019,40.7266617,-73.9998809,12c,,101N071,10206,,,,1,24v3,2,15,,,,,,,,,,,,,,1004900,10049001000
MN,709,14,104,99,1004,2,3,10018,E034,10,5500,1,2A,545 WEST 37 STREET,C6-4,,,,,,HY,,,,false,V1,11,0,,PANORAMIC HUDSON LLC,17281,0,,,,,,,,,7,0,,0,0,75,98.75,0,0,,0,false,5,5,6558300,6558300,0,0,0,0,,,0,10,10,10,1,1007090014,,99,984404,215299,40.7576225,-73.9994441,8d,,105S028,10302,E-137,1007090014,09/09/2016,1,24v3,4,15,,,,,,,,,,,,,,1009903,10099032013
MN,641,1,102,79,2000,2,3,10014,L005,6,6100,1,3B,489 WEST STREET,C1-7A,,,,,,,,,,false,V1,11,0,,489 WEST STREET PARTNERS LLC,1826,0,,,,,,,,,7,1,,0,0,22.58,80,0,0,,0,false,3,5,591300,591300,0,0,0,0,,,0,6.02,2,6.5,1,1006410001,,79,981626,208029,40.7376678,-74.0094687,12a,,103 014,10210,,,,1,24v3,2,15,1,1,,,,,,,,,,,,1007900,10079002000
MN,407,39,103,34,1000,1,2,10009,L011,9,6200,1,4A,543 EAST 13 STREET,C1-6A,,,,,,,,,,false,V1,11,0,,DORA COLLAZO PLAZA IMITED PARTNERSHIP,2581,0,,,,,,,,,7,0,,0,0,25,103.25,0,0,,0,false,5,5,678150,678150,0,0,0,0,,,0,4,2,4,1,1004070039,,34,990117,204915,40.729119,-73.9788317,12c,,102 029,10203,,,,1,24v3,3,14,,,,,,,,,,,,,,1003400,10034001000
MN,1262,30,105,96,1003,2,4,10036,L004,18,4800,1,2B,11 WEST 46 STREET,C6-4.5,,,,,,MiD,,,,false,V1,11,0,,46/47 OWNER LLC,2151,0,,,,,,,,,7,0,,0,0,21.42,100.42,0,0,,0,false,5,5,1195650,1195650,0,0,0,0,,,0,10,12,10,1,1012620030,,96,989883,214908,40.7565475,-73.9796676,8d,,104 045,10501,,,,1,24v3,5,13,,,,,,,,,,,,,,1009600,10096002002
MN,1262,130,105,96,1003,2,4,10036,L004,18,4800,1,2B,9 WEST 46 STREET,C6-4.5,,,,,,MiD,,,,false,V1,11,0,,9 WEST 46TH OWNER LLC,2151,0,,,,,,,,,7,0,,0,0,21.42,100.42,0,0,,0,false,5,5,1195650,1195650,0,0,0,0,,,0,10,12,10,1,1012620130,,96,989902,214897,40.7565173,-73.979599,8d,,100 000,10501,,,,1,24v3,5,13,,,,,,,,,,,,,,1009600,10096002002
MN,1262,45,105,96,1003,2,4,10036,L004,18,4800,1,2B,10 WEST 47 STREET,C6-4.5,,,,,,MiD,,,,false,V1,11,0,,46/47 OWNER LLC,6451,0,,,,,,,,,7,0,,0,0,64.25,100.42,0,0,,0,false,5,5,6412500,6412500,0,0,2020,0,,,0,10,12,10,1,1012620045,,96,989913,215008,40.7568219,-73.9795592,8d,,104 045,10501,,,,1,24v3,5,13,,,,,,,,,,,,,,1009600,10096002002
MN,92,10,101,15.01,1007,2,1,10038,E006,1,7700,1,1B,57 ANN STREET,C6-4,,,,,,LM,,,,false,V1,11,0,,57 ANN ST RLTY ASSOCS,10925,0,,,,,,,,,7,0,,0,0,53.42,115.5,0,0,,0,true,5,5,1134450,1134450,0,0,0,0,,,0,10,10,10,1,1000920010,,1501,982469,198098,40.7104098,-74.0064241,12b,,101S021,10103,,,,1,24v3,1,15,,,,,,,,,,,,,,1001501,10015011011
MN,30,4,101,9,1012,2,1,10004,L015,1,7700,1,1B,78 PEARL STREET,C5-5,,,,,,LM,,,,false,V1,11,0,,SHAA ASSOCIATES LLC,2291,0,,,,,,,,,7,1,,0,0,29.5,77.67,0,0,,0,false,5,5,2676150,2676150,0,0,0,0,,,0,10,15,15,1,1000300004,,9,981405,195674,40.7037562,-74.0102609,12b,,101S002,10101,,,,1,24v3,1,15,1,1,,,,,,,,,,,,1000900,10009001013
MN,25,7,101,9,1000,2,1,10004,L015,1,7700,1,1B,43 BROAD STREET,C5-5,,,,,,LM,,,,false,V1,11,0,,MADISON 45 BROAD DEVELOPMENT LLC,13202,0,,,,,,,,,7,0,,0,0,63.44,128.12,0,0,,0,true,5,5,15075000,15075000,0,2012,0,0,,,0,10,15,15,1,1000250007,,9,981208,196324,40.7055402,-74.0109717,12b,,101S005,10101,,1000250007,04/25/2013,1,24v3,1,15,,1,,,,,,,,,,,,1000900,10009001001
MN,751,20,104,97,1002,2,3,10001,L024,10,5500,1,2A,341 8TH AVENUE,C4-5,,,,,,,,,,false,V1,11,0,,MUTUAL REDEVELOPMENT HOUSES INC,40261,0,,,,,,,,,7,0,,0,0,163,247,0,0,,0,false,0,5,690300,690300,0,0,0,0,,,0,3.44,3.4,6.5,1,1007510020,,97,984966,211686,40.7477057,-73.9974159,8d,,1,1,,1007510001,10/18/2022,1,24v3,4,15,,,,,,,,,,,,,,1009700,10097001002
MN,774,173,104,91,2002,2,3,10001,E001,10,5200,1,2A,WEST 25 STREET,R8A,,,,,,,,,,false,V1,11,0,,"CHABAD YOUNG PROFESSIONALS\, INC.",161,0,,,,,,,,,7,0,,0,0,15,10.75,0,0,,0,false,6,5,900,900,0,0,0,0,,,0,6.02,0,6.5,1,1007740173,,91,985111,211022,40.7458831,-73.9968927,8d,,105S009,10304,,,,1,24v3,4,15,,,,,,,,,,,,,,1009100,10091001000
MN,171,5,101,31,1009,2,1,10013,L001,5,7700,1,3B,358 BROADWAY,C6-4A,,,,,,,,,,false,V1,11,0,,FRANKLIN BROADWAY HOLDINGS LLC,9555,48180,20880,27300,8595,12285,0,0,0,0,2,0,,12,20,28,175,0,0,N,0,true,5,2,603000,603000,0,1900,0,0,,,5.04,10,10,10,1,1001710005,,31,983366,200513,40.7170385,-74.0031889,12a,,101S034,10105,,,,1,24v3,1,15,,,,,,,,,,,,,,1003100,10031001008
