borough,Tax block,Tax lot,community board,census tract 2010,cb2010,schooldist,council district,postcode,firecomp,policeprct,healtharea,sanitboro,sanitsub,address,zonedist1,zonedist2,zonedist3,zonedist4,overlay1,overlay2,spdist1,spdist2,spdist3,ltdheight,splitzone,bldgclass,landuse,easements,ownertype,ownername,lotarea,bldgarea,comarea,resarea,officearea,retailarea,garagearea,strgearea,factryarea,otherarea,areasource,numbldgs,numfloors,unitsres,unitstotal,lotfront,lotdepth,bldgfront,bldgdepth,ext,proxcode,irrlotcode,lottype,bsmtcode,assessland,assesstot,exempttot,yearbuilt,yearalter1,yearalter2,histdist,landmark,builtfar,residfar,commfar,facilfar,borocode,BBL,condono,tract2010,xcoord,ycoord,latitude,longitude,zonemap,zmcode,sanborn,taxmap,edesignum,appbbl,appdate,plutomapid,version,sanitdistrict,healthcenterdistrict,firm07_flag,pfirm15_flag,rpaddate,dcasdate,zoningdate,landmkdate,basempdate,masdate,polidate,edesigdate,geom,dcpedited,notes,bct2020,bctcb2020
MN,1998,1,109,219,1008,5,7,10027,E080,26,1100,1,2A,2301 JOE DIMAGGIO HIGHWAY,C6-1,,,,,,MMU,,,,false,V1,11,0,X,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,3000,0,,,,,,,,,7,1,,0,0,30,100,0,0,,0,false,3,5,298800,298800,298800,0,0,0,,,0,3.44,6,6.5,1,1019980001,,219,995489,237567,40.818735,-73.9593948,5c,,111S002,10707,R-145,,,1,24v3,9,16,,,,,,,,,,,,,,1021900,10219001005
MN,1996,14,109,219,1010,5,7,10027,E037,26,1100,1,2A,637 WEST 125 STREET,C6-1,,,,,,MMU,,,,false,V1,11,0,,THE TRUSTEES OF COLUMBIA UNIVERSITY,23707,0,,,,,,,,,7,0,,0,0,166.73,195.2,0,0,,0,false,4,5,3324600,3324600,3191616,0,0,0,,,0,3.44,6,6.5,1,1019960014,,219,995516,237077,40.8173901,-73.959298,5c,,107N092,10707,R-144,1019960014,07/15/2015,1,24v3,9,16,,,,,,,,,,,,,,1021900,10219001011
MN,1994,59,109,211,1009,5,7,10027,E047,26,1400,1,2A,179 CLAREMONT AVENUE,R8,,,,,,,,,,false,V1,11,0,,TRUSTEES OF COLUMBIA UNIVERSITY,2500,0,,,,,,,,,7,0,,0,0,25,100,0,0,,0,false,5,5,382050,382050,0,0,0,0,,,0,6.02,0,6.5,1,1019940059,,211,995075,235993,40.8144153,-73.960893,5c,,107N078,10707,,,,1,24v3,9,16,,,,,,,,,,,,,,1021100,10211001006
MN,1807,5,111,192,1005,4,8,10035,E035,25,1700,1,2B,EAST 119 STREET,R7-2,,,,,,,,,,false,V1,11,0,,"MALU PROPERTIES\, INC.",8569,0,,,,,,,,,7,2,,0,0,85,100.92,0,0,,0,true,5,5,768150,768150,0,0,0,0,,,0,3.44,0,6.5,1,1018070005,,192,1002723,229975,40.7978849,-73.93328,6b,,108N085,10611,E-114,,,1,24v3,11,12,,1,,,,,,,,,,,,1019200,10192001004
MN,1754,141,111,206,2002,5,9,10037,L030,25,1600,1,3A,68 EAST 130 STREET,R7B,,,,,,,,,,false,V1,11,0,,"MS II TP4 HOUSING DEVELOPMENT FUND COMPA NY\, INC.",1665,0,,,,,,,,,7,0,,0,0,16.67,99.92,0,0,,0,false,5,5,153900,153900,0,0,0,0,,,0,3,0,3,1,1017540141,,206,1001567,233760,40.808276,-73.9374455,6a,,108N088,10608,,,,1,24v3,11,11,,,,,,,,,,,,,,1020600,10206002002
MN,1754,142,111,206,2002,5,9,10037,L030,25,1600,1,3A,64 EAST 130 STREET,R7B,,,,,,,,,,false,V1,11,0,,"MS II TP4 HOUSING DEVELOPMENT FUND COMPA NY\, INC.",1665,0,,,,,,,,,7,0,,0,0,16.67,99.92,0,0,,0,false,5,5,153900,153900,0,0,0,0,,,0,3,0,3,1,1017540142,,206,1001537,233776,40.80832,-73.9375538,6a,,108N088,10608,,,,1,24v3,11,11,,,,,,,,,,,,,,1020600,10206002002
MN,2071,53,109,225,3002,6,7,10031,E080,30,900,1,2B,HAMILTON PLACE,R7A,,,,,,,,,,false,V1,11,0,,"ROGERS\, MATT C/DEPRA FERNANDES THE ROGERS FERNANDES FAMILY TRUST ET AL",1040,0,,,,,,,,,7,0,,0,0,17.67,61.67,0,0,,0,true,5,5,117900,117900,0,0,0,0,,,0,4,0,4,1,1020710053,,225,997603,238981,40.8226131,-73.9517543,6a,,111S031,10710,,,,1,24v3,9,17,,,,,,,,,,,,,,1022500,10225003002
MN,1957,27,109,217.03,1002,5,9,10027,E080,26,900,1,2B,ST NICHOLAS AVENUE,R7-2,,,,,,,,,,false,V5,11,0,X,NY STATE DORM AUTH,6919,0,,,,,,,,,7,0,,0,0,58,122,0,0,,0,true,6,5,792450,792450,792450,0,0,0,,,0,3.44,0,6.5,1,1019570027,,21703,997621,236962,40.8170715,-73.9516933,6a,,111S023,10706,,,,1,24v3,9,17,,,,,,,,,,,,,,1021703,10217031006
MN,1959,53,110,221.02,2006,5,9,10030,L028,32,8510,1,3A,316 WEST 135 STREET,C4-6,R8,,,C1-4,,,,,,true,V1,11,0,,MT ARARAT BAPTIST CH,2068,0,,,,,,,,,7,1,,0,0,24.83,99.92,0,0,,0,true,5,5,147150,147150,0,0,2018,0,,,0,10,3.4,10,1,1019590053,,22102,998748,236813,40.8166607,-73.947622,6a,,111S014,10706,,,,1,24v3,10,11,,,,,,,,,,,,,,1022102,10221022006
MN,1830,56,110,218,3001,3,9,10026,L040,28,1900,1,1A,270 WEST 115 STREET,R7A,,,,,,,,,,false,V1,11,0,O,NYC HOUSING AUTHORITY,2523,0,,,,,,,,,7,0,,0,0,25,100.92,0,0,,0,false,5,5,234450,234450,234450,0,0,0,,,0,4,0,4,1,1018300056,,218,996661,231908,40.8032011,-73.9551709,6b,,107N058,10701,,,,1,24v3,10,11,,,,,,,,,,,,,,1021800,10218003001
MN,885,6,105,72,3001,2,2,10016,E016,14,5300,1,1A,103 EAST 29 STREET,C6-4A,,,,,,,,,,false,V1,11,0,,"MONTANA REAL ESTATE\, INC.",3761,0,,,,,,,,,7,0,,0,0,45,98.75,0,0,,0,true,5,5,945000,945000,0,0,1985,0,,,0,10,10,10,1,1008850006,,72,988956,210304,40.7439112,-73.9830169,8d,,104 019,10307,,,,1,24v3,5,14,,,,,,,,,,,,,,1007200,10072003001
MN,1967,5,109,213.03,2003,5,7,10027,E037,26,1100,1,2B,WEST 126 STREET,M1-5/R7-2,,,,,,MX-15,,,,false,V1,11,0,,FACTORY ACQUISITION LLC,1608,0,,,,,,,,,7,0,,0,0,29.75,61.92,0,0,,0,true,4,5,315000,315000,0,0,0,0,,,0,3.44,5,6.5,1,1019670005,,21303,996823,235524,40.8131258,-73.954579,6a,,107N095,10707,,1019670006,10/24/2014,1,24v3,9,16,,,,,,,,,,,,,,1021303,10213032003
MN,1969,104,109,213.03,2000,5,7,10027,E037,26,1100,1,2B,AMSTERDAM AVENUE,R7A,,,,C1-4,,,,,,false,V1,11,0,,"AMSTERDAM CONVENT REALTY ASSOCIATES\, LIM ITED",342,0,,,,,,,,,7,0,,0,0,19.08,36.17,0,0,,0,true,6,5,450,450,0,0,0,0,,,0,4,0,4,1,1019690104,,21303,996885,236287,40.8152199,-73.9543536,6a,,107N096,10707,,,,1,24v3,9,16,,,,,,,,,,,,,,1021303,10213032000
MN,884,59,106,72,4002,2,2,10016,E016,13,5300,1,2A,132 EAST 29 STREET,C6-2A,,,,,,,,,,false,V1,11,0,,WEXINGTON ROSEHILL LLC,1975,0,,,,,,,,,7,1,,0,0,20,98.75,0,0,,0,false,5,5,414450,414450,0,0,0,0,,,0,6.02,6,6.5,1,1008840059,,72,989308,209936,40.7429009,-73.9817468,8d,,104 019,10307,,,,1,24v3,6,14,,,,,,,,,,,,,,1007200,10072004002
MN,1847,33,110,197.02,1002,3,9,10026,E047,28,8520,1,1A,WEST 113 STREET,R7A,,,,,,,,,,false,V1,11,0,,YAKUT LLC,1682,0,,,,,,,,,7,0,,0,0,16.67,100.92,0,0,,0,false,5,5,303750,303750,0,0,0,0,,,0,4,0,4,1,1018470033,,19702,995950,231703,40.8026394,-73.9577394,5d,,107N069,10702,,,,1,24v3,10,11,,,,,,,,,,,,,,1019702,10197021002
MN,1828,10,110,216,4001,3,9,10026,E047,28,2400,1,1A,255 WEST 112 STREET,R7A,,,,,,,,,,false,V1,11,0,C,NYC DEPARTMENT OF EDUCATION,12312,0,,,,,,,,,7,0,,0,0,122,100.92,0,0,,0,false,5,5,1163700,1163700,1163700,0,0,0,,,0,4,0,4,1,1018280010,,216,996418,231326,40.801604,-73.9560497,6b,,107N057,10701,,,,1,24v3,10,11,,,,,,,,,,,,t,,1021600,10216004001
MN,1829,111,110,216,4000,3,9,10026,L040,28,2400,1,1A,261 WEST 113 STREET,R7A,,,,,,,,,,false,V1,11,0,O,NYC HOUSING AUTHORITY,1817,0,,,,,,,,,7,0,,0,0,18,100.92,0,0,,0,false,5,5,168750,168750,168750,0,0,0,,,0,4,0,4,1,1018290111,,216,996533,231561,40.8022488,-73.9556339,6b,,107N058,10701,,,,1,24v3,10,11,,,,,,,,,,,,,,1021600,10216004000
MN,1976,19,109,203,1000,3,7,10027,E047,26,1800,1,1A,517 WEST 121 STREET,R8,,,,,,,,,,false,V1,11,0,X,TEACHERS COLLEGE COLUMBIA UNIVERITY,12000,0,,,,,,,,,7,1,,0,0,50,191.83,0,0,,0,true,5,5,1780650,1780650,1780650,0,0,0,,,0,6.02,0,6.5,1,1019760019,,203,995398,234696,40.810855,-73.9597283,5c,,107N079,10707,,,,1,24v3,9,16,,,,,,,,,,,,,,1020300,10203001005
MN,2101,130,109,223.01,3003,6,7,10027,E080,30,900,1,2A,WEST 155 STREET,M1-1,,,,,,,,,,false,V9,11,0,C,NYC DEPARTMENT OF ENVIRONMENTAL PROTECTION,1870,0,,,,,,,,,7,0,,0,0,60.5,137,0,0,,0,true,5,5,450,450,450,0,0,0,,,0,0,1,2.4,1,1021010130,,22301,996086,239009,40.8226921,-73.9572353,5c,,111S019,10710,,,,1,24v3,9,17,,1,,,,,,,,,,t,,1022301,10223013002
MN,2001,2,109,223.02,1000,5,7,10031,E080,30,900,1,2Q,RIVERSIDE DRIVE,C6-2,,,,,,MMU,,,,false,V1,11,0,C,NYC DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,666,0,,,,,,,,,7,0,,0,0,9.25,75,0,0,,0,true,8,5,7650,7650,7650,0,0,0,,,0,6.02,6,6.5,1,1020010002,,22302,995880,238283,40.8206997,-73.9579809,5c,,111S011,10707,,,,1,24v3,9,17,,,,,,,,,,,,t,,1022302,10223022000
MN,1952,41,110,257,1000,5,9,10027,E037,28,8520,1,1A,WEST 126 STREET,C4-4D,,,,,,125th,,,,false,V1,11,0,,313-315 WEST 125TH STREET L.L.C.,4162,0,,,,,,,,,7,0,,0,0,46.33,89.83,0,0,,0,false,5,5,903150,903150,0,0,0,0,,,0,6.02,3.4,6.5,1,1019520041,,257,997623,234761,40.8110304,-73.9516905,6a,,107N097,10706,E-201,,,1,24v3,10,11,,,,,,,,,,,,,,1025700,10257001000
MN,1953,123,110,215,1002,5,9,10027,E037,28,8520,1,1A,WEST 126 STREET,R8,R7-2,,,,,,,,,true,V1,11,0,,319 W 126 LLC,1665,0,,,,,,,,,7,0,,0,0,16.67,99.92,0,0,,0,false,5,5,287100,287100,0,0,0,0,,,0,6.02,0,6.5,1,1019530123,,215,997691,234899,40.811409,-73.9514445,6a,,107N097,10706,,,,1,24v3,10,11,,,,,,,,,,,,,,1021500,10215001002
MN,1950,128,110,257,1002,5,9,10027,L040,28,8520,1,1A,WEST 123 STREET,C4-4D,,,,,,,,,,false,V1,11,0,,"258 SAINT NICHOLAS AVENUE\,",836,0,,,,,,,,,7,0,,0,0,16.67,50.17,0,0,,0,false,5,5,187650,187650,0,0,0,0,,,0,6.02,3.4,6.5,1,1019500128,,257,997405,234087,40.8091807,-73.9524793,6a,,107N084,10706,,,,1,24v3,10,11,,,,,,,,,,,,,,1025700,10257001002
MN,1958,58,110,215,2001,5,9,10027,E037,32,8520,1,3A,ST NICHOLAS AVENUE,R8,,,,,,,,,,false,V1,11,0,X,"HP GENESIS Y15 HOUSING DEVELOPMENT FUND  CO.\, INC.",3063,0,,,,,,,,,7,0,,0,0,24.5,125,0,0,,0,false,5,5,435600,435600,435600,0,0,0,,,0,6.02,0,6.5,1,1019580058,,215,998390,236014,40.8144683,-73.9489171,6a,,111S005,10706,,,,1,24v3,10,11,,,,,,,,,,,,,,1021500,10215002001
MN,1831,63,110,218,3000,3,9,10026,L040,28,1900,1,1A,2140 FREDRICK DOUGLASS BL,R8A,,,,C1-4,,,,,,false,V1,11,0,,BATIA REALTY CORP,2546,0,,,,,,,,,7,0,,0,0,25.46,100,0,0,,0,false,5,5,324900,324900,0,0,0,0,,,0,6.02,0,6.5,1,1018310063,,218,996637,232204,40.8040135,-73.9552571,6b,,107N058,10701,,,,1,24v3,10,11,,,,,,,,,,,,,,1021800,10218003000
MN,1998,38,109,219,1008,5,7,10027,E080,26,1100,1,2A,602 WEST 132 STREET,C6-1,,,,,,MMU,,,,false,V1,11,0,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,4996,0,,,,,,,,,7,1,,0,0,50,99.92,0,0,,0,false,5,5,181800,181800,0,0,0,0,,,0,3.44,6,6.5,1,1019980038,,219,996082,237391,40.8182512,-73.9572526,5c,,111S002,10707,E-188,,,1,24v3,9,16,,,,,,,,,,,,,,1021900,10219001005
MN,1683,50,111,180,2000,4,8,10029,L026,23,2100,1,2B,2174 2 AVENUE,R9A,,,,C2-5,,EHC,,,,false,V1,11,0,,"COAKLEY\, SEAN P.",1875,0,,,,,,,,,7,0,,0,0,25,75,0,0,,0,false,5,5,325350,325350,0,0,0,0,,,0,7.52,0,7.5,1,1016830050,,180,1001004,228618,40.7941637,-73.939492,6b,,108N066,10605,E-422,,,1,24v3,11,12,,,,,,,,,,,,,,1018000,10180001000
MN,1896,38,109,205,3000,3,7,10025,E047,26,8800,1,1A,WEST 114 STREET,R8,,,,,,,,,,false,V1,11,0,X,ST. HILDA'S AND ST. HUGH'S SCHOOL,1542,0,,,,,,,,,7,0,,0,0,22,70.11,0,0,,0,false,5,5,430650,430650,430650,0,0,0,,,0,6.02,0,6.5,1,1018960038,,205,993713,233559,40.8077363,-73.9658169,5c,,107N063,10703,,1018960009,01/07/1993,1,24v3,9,16,,,,,,,,,,,,,,1020500,10205003001
MN,1927,3,110,220,5000,3,9,10027,L040,28,1500,1,1A,2262 8 AVENUE,R8A,,,,C2-4,,,,,,false,V1,11,0,,"SUN STAR REAL ESTATE DEVELOPMENT 2021B\, LLC",2400,0,,,,,,,,,7,1,,0,0,24.25,100,0,0,,0,true,5,5,354600,354600,0,0,0,0,,,0,6.02,0,6.5,1,1019270003,,220,997381,233549,40.8077041,-73.952567,6a,,107N072,10705,,,,1,24v3,10,11,,,,,,,,,,,,,,1022000,10220005000
MN,1944,42,110,201.02,1000,3,9,10026,L040,28,8520,1,1A,314 WEST 118 STREET,R7A,,,,,,,,,,false,V1,11,0,,2173 EQUITIES LLC,2018,0,,,,,,,,,7,1,,0,0,20,100.92,0,0,,0,false,5,5,187200,187200,0,0,0,0,,,0,4,0,4,1,1019440042,,20102,996585,232893,40.8059047,-73.9554436,6a,,107N070,10706,E-120,,,1,24v3,10,11,,,,,,,,,,,,,,1020102,10201021000
MN,1947,41,110,257,2004,3,9,10027,L040,28,8520,1,1A,310 WEST 121 STREET,R7A,,,,,,,,,,false,V1,11,0,,MLMG ASSOCIATES LLC,2725,0,,,,,,,,,7,0,,0,0,27,100.92,0,0,,0,false,5,5,223200,223200,0,0,0,0,,,0,4,0,4,1,1019470041,,257,996967,233580,40.8077898,-73.9540625,6a,,107N083,10706,,,,1,24v3,10,11,,,,,,,,,,,,,,1025700,10257002003
MN,1912,61,110,224,2000,5,9,10027,L030,32,1200,1,3B,2159 ADAM C POWELL BLVD,R7-2,,,,C1-4,,,,,,false,V1,11,0,,FAMOUS INDUSTRIES INC,2319,0,,,,,,,,,7,0,,0,0,30.92,75,0,0,,0,false,3,5,243450,243450,0,0,0,0,,,0,3.44,0,6.5,1,1019120061,,224,999017,234617,40.8106329,-73.946655,6a,,107N088,10704,,,,1,24v3,10,11,,,,,,,,,,,,,,1022400,10224002000
MN,1845,50,107,193,1001,3,7,10025,E076,24,2320,1,5A,CATHEDRAL PARKWAY,C1-9,,,,,,,,,,false,V1,11,0,,UNAVAILABLE OWNER,1548,0,,,,,,,,,7,0,,0,0,192,15,0,0,,0,true,8,5,900,900,0,0,0,0,,,0,10,2,10,1,1018450050,,193,995619,230992,40.8006883,-73.9589362,5d,,107S055,10702,,,,1,24v3,7,16,,,,,,,,,,,,,,1019300,10193001001
MN,1955,7,110,215,1000,5,9,10027,E037,32,8520,1,3A,305 WEST 128 STREET,R8,R8A,,,C2-4,,,,,,true,V1,11,0,,ORANGE BRICK GARAGECORP,9992,0,,,,,,,,,7,0,,0,0,50,199.84,0,0,,0,true,4,5,1248750,1248750,0,0,0,0,,,0,6.02,0,6.5,1,1019550007,,215,998076,235342,40.8126243,-73.9500528,6a,,107N098,10706,E-394,1019550007,01/27/2016,1,24v3,10,11,,,,,,,,,,,,,,1021500,10215001000
MN,1831,2,110,218,3000,3,9,10026,L040,28,1900,1,1A,2136 FREDERICK DOUGLASS BOULEVARD,R8A,,,,C1-4,,,,,,false,V1,11,0,,"2136 FREDERICK DOUGLASS BOULEVARD\, LLC",10000,0,,,,,,,,,7,3,,0,0,100,100,0,0,,0,false,5,5,319050,319050,0,0,0,0,,,0,6.02,0,6.5,1,1018310002,,218,996588,232116,40.8037721,-73.9554342,6b,,107N058,10701,,1018310002,08/09/2024,1,24v3,10,11,,,,,,,,,,,,,,1021800,10218003000
MN,1943,127,110,201.02,1001,3,9,10026,L040,28,8520,1,1A,WEST 116 STREET,R7A,,,,C1-4,,,,,,false,V1,11,0,,"SINGLETON\, MARCHALLJR",2,0,,,,,,,,,7,0,,0,0,3.14,1.42,0,0,,0,false,8,5,1305,1305,0,0,0,0,,,0,4,0,4,1,1019430127,,20102,996502,232581,40.8050485,-73.955744,6a,,107N070,10706,,,,1,24v3,10,11,,,,,,,,,,,,,,1020102,10201021001
MN,1944,5,110,201.02,4000,3,9,10026,L040,28,8520,1,1A,WEST 117 STREET,R7A,,,,,,,,,,false,V1,11,0,X,"MORNINGSIDE PARC HOMEOWNERS ASSOCIATION\,  INC",2523,0,,,,,,,,,7,0,,0,0,25,100.92,0,0,,0,false,5,5,0,0,0,0,0,0,,,0,4,0,4,1,1019440005,,20102,996136,233025,40.8062676,-73.9570653,5c,,107N070,10706,,,,1,24v3,10,11,,,,,,,,,,,,,,1020102,10201024000
MN,2050,164,109,227,2000,6,9,10031,L023,30,720,1,3B,ST NICHOLAS AVENUE,R6A,,,,,,,,,,false,V1,11,0,,"O'BRYAN\, CHARLES ELLIOTT",2001,0,,,,,,,,,7,0,,0,0,86.92,25.5,0,0,,0,true,6,5,22050,22050,0,0,0,0,,,0,3,0,3,1,1020500164,,227,999091,238850,40.8222512,-73.9463783,6a,,111S039,10709,,,,1,24v3,9,17,,,,,,,,,,,,,,1022700,10227002000
MN,1895,68,109,199,1000,3,7,10025,E047,26,2310,1,1A,618 WEST 114 STREET,R8,,,,,,,,,,false,V1,11,0,,TRUSTEES OF COLUMBIA UNIVERSITY,2523,0,,,,,,,,,7,0,,0,0,25,100.92,0,0,,0,false,5,5,652950,652950,0,0,0,0,,,0,6.02,0,6.5,1,1018950068,,199,993669,233268,40.8069376,-73.9659763,5c,,107N063,10703,,,,1,24v3,9,16,,,,,,,,,,,,,,1019900,10199001000
MN,2089,14,109,229,5005,6,7,10031,L023,30,620,1,3A,RIVERSIDE DRIVE,R6A,,,,,,,,,,false,V1,11,0,,SOMA 142 LLC,1680,0,,,,,,,,,7,0,,0,0,91.42,41.92,0,0,,0,true,5,5,141300,141300,0,0,0,0,,,0,3,0,3,1,1020890014,,229,997151,239969,40.8253256,-73.9533855,6a,,111S036,10710,,,,1,24v3,9,17,,,,,,,,,,,,,,1022900,10229005004
MN,1940,126,110,228,3001,5,9,10030,L028,32,1000,1,3A,209 WEST 134 STREET,R7-2,,,,,,,,,,false,V1,11,0,,ABYSSINIAN CULTURAL BUILDING CORP,1699,0,,,,,,,,,7,0,,0,0,17,99.92,0,0,,0,false,5,5,238500,238500,0,0,0,0,,,0,3.44,0,6.5,1,1019400126,,228,999559,236240,40.8150867,-73.9446933,6a,,111S015,10705,,,,1,24v3,10,11,,,,,,,,,,,,,,1022800,10228003001
MN,1940,8,110,228,3001,5,9,10030,L028,32,1000,1,3A,261 WEST 134 STREET,R7-2,,,,,,,,,,false,V4,11,0,C,NYC POLICE DEPARTMENT,4696,0,,,,,,,,,7,0,,0,0,47,99.92,0,0,,0,false,5,5,381600,381600,381600,0,0,0,,,0,3.44,0,6.5,1,1019400008,,228,999168,236457,40.8156829,-73.9461054,6a,,111S015,10705,,,,1,24v3,10,11,,,,,,,,,,,,t,,1022800,10228003001
MN,1969,6,109,213.03,2000,5,7,10027,E037,26,1100,1,2B,487 WEST 129 STREET,R7A,,,,,,,,,,false,V1,11,0,,487 W 129TH ST PERMANENT HOUSING DEV FUN D CORP,9878,0,,,,,,,,,7,1,,0,0,97.5,99.92,0,0,,0,true,0,5,2338650,2338650,0,0,0,0,,,0,4,0,4,1,1019690006,,21303,996986,236237,40.8150825,-73.9539888,6a,,17N 096,10707,R-158,1019690006,08/20/2024,1,24v3,9,16,,,,,,,,,,,,,,1021303,10213032000
MN,1967,89,109,213.03,2002,5,7,10027,E037,26,1100,1,2B,460 WEST 128 STREET,M1-5/R7-2,,,,,,MX-15,,,,false,V1,11,0,,J128 LLC,24366,0,,,,,,,,,7,0,,0,0,200.33,99,0,0,,0,true,5,5,1696050,1696050,0,0,0,0,,,0,3.44,5,6.5,1,1019670089,,21303,996850,235776,40.8138174,-73.954481,6a,,107N095,10707,E-284,,,1,24v3,9,16,,,,,,,,,,,,,,1021303,10213032002
MN,1969,78,109,213.03,2000,5,7,10027,E037,26,1100,1,2B,498 WEST 130 STREET,R7A,,,,C1-4,,,,,,false,V1,11,0,,"130 LENOX\, INC.",1246,0,,,,,,,,,7,0,,0,0,25,49.83,0,0,,0,false,5,5,141300,141300,0,0,0,0,,,0,4,0,4,1,1019690078,,21303,996925,236361,40.8154229,-73.9542089,6a,,107N096,10707,,,,1,24v3,9,16,,,,,,,,,,,,,,1021303,10213032000
MN,1950,55,109,209.01,1004,5,9,10027,L040,26,1400,1,1B,4 HANCOCK PLACE,C4-4D,R7B,,,,,,,,,true,V1,11,0,,"FAISON\, GEORGE",3051,0,,,,,,,,,7,0,,0,0,39.42,83.58,0,0,,0,true,5,5,216900,216900,0,0,0,0,,,0,6.02,3.4,6.5,1,1019500055,,20901,997048,234405,40.8100541,-73.9537683,6a,,107N084,10706,,,,1,24v3,9,16,,,,,,,,,,,,,,1020901,10209011004
MN,1996,61,109,219,1010,5,7,10027,E037,26,1100,1,2A,663 WEST 125 STREET,C6-1,,,,,,MMU,,,,false,V1,11,0,X,THE TRUSTEES OF COLUMBIA UNIVERSITY,5025,0,,,,,,,,,7,1,,0,0,139.42,71.25,0,0,,0,true,3,5,760050,760050,760050,0,0,0,,,0,3.44,6,6.5,1,1019960061,,219,995343,237237,40.8178294,-73.9599228,5c,,107N092,10707,E-188,,,1,24v3,9,16,,,,,,,,,,,,,,1021900,10219001011
MN,1220,49,107,173,3000,3,6,10024,L022,24,3220,1,3A,136 WEST 90 STREET,R7-2,,,,,,,,,,false,V1,11,0,C,NYC DEPARTMENT OF PARKS AND RECREATION,10070,0,,,,,,,,,7,0,,0,0,100,100,0,0,,0,false,5,5,1028250,1028250,1028250,0,0,0,,,0,3.44,0,6.5,1,1012200049,,173,991996,226920,40.7895157,-73.9720269,5d,,107S022,10409,,1012200019,12/24/1988,1,24v3,7,16,,,,,,,,,,,,t,,1017300,10173003000
MN,1754,67,111,206,1002,5,9,10037,L030,25,1600,1,3A,6 EAST 130 STREET,R7B,,,,,,,,,,false,V1,11,0,,PHILADELPHIA COMM. SE,1665,0,,,,,,,,,7,1,,0,0,16.67,99.92,0,0,,0,false,5,5,154350,154350,0,0,0,0,,,0,3,0,3,1,1017540067,,206,1001012,234069,40.8091252,-73.9394495,6a,,108N088,10608,,,,1,24v3,11,11,,,,,,,,,,,,,,1020600,10206001002
MN,1754,61,111,206,1002,5,9,10037,L030,25,1600,1,3A,24 EAST 130 STREET,R7B,,,,,,,,,,false,V1,11,0,,PHILADEPHIA COMMUNITY,1665,0,,,,,,,,,7,0,,0,0,16.67,99.92,0,0,,0,false,5,5,154350,154350,0,0,0,0,,,0,3,0,3,1,1017540061,,206,1001142,233995,40.8089219,-73.9389801,6a,,108N088,10608,,,,1,24v3,11,11,,,,,,,,,,,,,,1020600,10206001002
MN,1753,108,111,206,1003,5,9,10035,L030,25,1600,1,3A,13 EAST 128 STREET,R7B,,,,,,,,,,false,V1,11,0,,128 STREET DEVELOPERS LLC,1932,0,,,,,,,,,7,1,,0,0,19.33,99.92,0,0,,0,false,5,5,134100,134100,0,0,0,0,,,0,3,0,3,1,1017530108,,206,1000886,233724,40.8081785,-73.9399055,6a,,108N087,10608,,,,1,24v3,11,11,,,,,,,,,,,,,,1020600,10206001003
MN,1754,167,111,206,1002,5,9,10037,L030,25,1600,1,3A,4 EAST 130 STREET,R7B,,,,,,,,,,false,V1,11,0,,PHILADELPHIA COMM. SE,1665,0,,,,,,,,,7,1,,0,0,16.67,99.92,0,0,,0,false,5,5,154350,154350,0,0,0,0,,,0,3,0,3,1,1017540167,,206,1000996,234077,40.8091472,-73.9395073,6a,,108N088,10608,,,,1,24v3,11,11,,,,,,,,,,,,,,1020600,10206001002
MN,1122,37,107,153,5000,3,6,10023,L035,20,4000,1,1A,8 WEST 70 STREET,R8B,R10A,,,,,,,,,true,V1,11,0,X,TRUST CONG SHEARITH I,6427,0,,,,,,,,,7,1,,0,0,64,100.42,0,0,,0,false,3,5,1484550,1484550,1484550,0,2013,2015,Upper West Side / Central Park West Historic District,,0,4,0,4,1,1011220037,,153,990442,221620,40.7749698,-73.9776437,8c,,106W026,10406,,,,1,24v3,7,15,,,,,,,,,,,,,,1015301,10153012000
MN,1966,141,109,209.01,1000,5,7,10027,E037,26,1400,1,2B,461 WEST 125 STREET,R7A,,,,C2-4,,125th,,,,false,V1,11,0,,TSTY 125TH STREET LLC,2500,0,,,,,,,,,7,0,,0,0,25,100,0,0,,0,false,0,5,342000,342000,0,0,0,0,,,0,4,0,4,1,1019660141,,20901,996538,235515,40.8131015,-73.9556086,6a,,107N095,10707,,1019660095,11/01/2016,1,24v3,9,16,,,,,,,,,,,,,,1020901,10209011000
MN,1967,9,109,213.03,2003,5,7,10027,E037,26,1100,1,2B,429 WEST 126 STREET,M1-5/R7-2,,,,,,MX-15,,,,false,V1,11,0,,423 COLUMBIA REALTY LLC,1200,0,,,,,,,,,7,1,,0,0,28.17,75,0,0,,0,true,5,5,198000,198000,0,0,0,0,,,0,3.44,5,6.5,1,1019670009,,21303,996859,235462,40.8129555,-73.9544491,6a,,107N095,10707,E-284,,,1,24v3,9,16,,,,,,,,,,,,,,1021303,10213032003
