borough,Tax block,Tax lot,community board,council district,postcode,policeprct,address,state,bldgclass,landuse,ownertype,ownername,lotarea,unitstotal,lotfront,lotdepth,lottype,assessland,yearbuilt,histdist,landmark,borocode,x,y,latitude,longitude,zonemap,notes
MN,2179,152,112.0,10.0,10033.0,34.0,CABRINI BOULEVARD,,V1,11,,"MAZZELLA, MATTHEW",642,0,7.12,90.12,8,7200,0,,,1,1001208.0,250492.0,40.8542013,-73.9387,3a,
MN,2238,35,112.0,10.0,10034.0,34.0,4849 BROADWAY,,V1,11,,RITA S SKLAR,15000,0,100.0,150.0,5,1431900,0,,,1,1005109.0,255108.0,40.8668624,-73.9245842,3a,
MN,394,5,103.0,2.0,10009.0,9.0,183 AVENUE B,,V1,11,,TOMPKINS 183 LLC,1779,0,17.17,93.0,5,379800,0,,,1,990069.0,204382.0,40.7276561,-73.9790053,12c,
MN,384,21,103.0,2.0,10009.0,9.0,EAST 2 STREET,,V1,11,,ALTADINO 1 LLC,3989,0,50.0,80.08,5,1994400,0,,,1,989129.0,202088.0,40.7213602,-73.9823985,12c,
MN,374,34,103.0,2.0,10009.0,9.0,55 AVENUE D,,V1,11,,"RASH, LLC.",3294,0,41.17,80.0,3,248850,0,,,1,990437.0,202272.0,40.7218644,-73.9776796,12c,
MN,374,36,103.0,2.0,10009.0,9.0,53 AVENUE D,,V1,11,,"RASH, LLC",1760,0,22.0,80.0,5,132750,0,,,1,990421.0,202245.0,40.7217903,-73.9777373,12c,
MN,336,25,103.0,1.0,10002.0,7.0,31 BIALYSTOKER PLACE,,V1,11,,UNAVAILABLE OWNER,4731,0,63.08,75.0,3,1354500,0,,,1,989006.0,200261.0,40.7163456,-73.9828435,12c,
MN,384,40,103.0,2.0,10009.0,9.0,EAST HOUSTON STREET,,V1,11,,PACO EAST HOUSTON LLC,471,0,7.85,120.38,8,2250,0,,,1,989098.0,202053.0,40.7212642,-73.9825103,12c,
MN,372,64,103.0,2.0,10009.0,9.0,270 EAST 2 STREET,,V1,11,,FREEDOM VILLAGE HOUSING DEVELOPMENT FUND  CORPORATI,8162,0,77.0,105.92,5,4447350,0,,,1,989693.0,201946.0,40.7209701,-73.9803639,12c,
MN,784,6,105.0,3.0,10001.0,14.0,267 WEST 34 STREET,,V1,11,,CANING RLTY CORP,1644,0,21.67,78.0,5,922050,0,,,1,986208.0,213337.0,40.7522371,-73.992933,8d,
MN,293,30,103.0,1.0,10002.0,5.0,6 1/2 ELDRIDGE STREET,,V1,11,,DAI FUNG RLTY CORP,131,0,3.0,43.67,8,900,0,,,1,986011.0,199614.0,40.7145708,-73.9936476,12d,
MN,544,68,102.0,2.0,10003.0,9.0,35 EAST 4 STREET,,V1,11,M,10-12 COOPER SQUAREINC,9835,0,75.0,132.25,5,3719250,0,,,1,986433.0,204386.0,40.7276687,-73.9921238,12c,
MN,240,6,103.0,1.0,10038.0,5.0,SOUTH STREET,,V9,11,C,NYC DEPARTMENT OF SMALL BUSINESS SERVICES,924750,0,1938.17,540.0,5,71091000,0,,,1,985706.0,197428.0,40.7085709,-73.9947483,12d,
MN,764,120,104.0,3.0,10011.0,10.0,WEST 14 STREET,,V1,11,,WALTER E SCHMIDT,100,0,3.5,28.25,6,450,0,,,1,983988.0,208737.0,40.7396114,-74.0009455,8d,
MN,281,36,103.0,1.0,10002.0,5.0,MARKET STREET,,V1,11,,BING KING REALTY CORP,8,0,4.48,1.27,5,1755,0,,,1,985680.0,199395.0,40.7139698,-73.9948417,12d,
MN,162,41,103.0,1.0,10038.0,5.0,6 CHATHAM SQUARE,,V1,11,,H W C C REALTY CORP,3190,7,24.08,135.83,5,342450,1913,,,1,984712.0,199407.0,40.7140028,-73.9983335,12d,
MN,764,75,104.0,3.0,10011.0,10.0,92 8 AVENUE,,V1,11,,GO 8TH AVENUE LLC,2407,0,25.75,93.5,5,344700,0,,,1,983715.0,208887.0,40.7400231,-74.0019306,8b,
MN,475,61,102.0,1.0,10013.0,1.0,72 GRAND STREET,,V1,11,,72 GRAND PARTNERS,2500,0,25.0,100.0,3,1062000,0,,,1,983496.0,202360.0,40.7221081,-74.0027202,12a,
MN,593,48,102.0,3.0,10014.0,6.0,14 GAY STREET,,V1,11,,GAY STREET REVIVAL INITIATIVE 1 LLC,990,0,22.0,45.0,5,122400,0,Greenwich Village Historic District,,1,984096.0,206564.0,40.7336471,-74.0005557,12c,
MN,818,56,105.0,3.0,10011.0,13.0,8 WEST 17 STREET,,V1,11,,10 WEST 17TH STREET FEE LLC,4140,0,45.0,92.0,5,1887750,0,Ladies' Mile Historic District,,1,986151.0,208175.0,40.7380687,-73.9931402,8d,
MN,410,13,103.0,1.0,10002.0,7.0,89 RIVINGTON STREET,,V1,11,,FIRST ROUMANIAN AMER CNG,7653,0,76.0,100.0,5,1989900,0,,,1,987345.0,201593.0,40.7200024,-73.9888347,12c,
MN,2215,235,208.0,10.0,10463.0,50.0,106 TERRACE VIEW AVENUE,,V1,11,,TERRACE DEVELOPERS LLC,2267,0,25.67,93.41,5,243450,0,,,1,1008443.0,258648.0,40.8765701,-73.9125174,1b,
MN,2215,234,208.0,10.0,10463.0,50.0,108 TERRACE VIEW AVENUE,,V1,11,,TERRACE DEVELOPERS LLC,2098,0,26.16,87.63,0,188550,0,,,1,1008428.0,258627.0,40.8765125,-73.9125717,1b,
MN,309,27,103.0,1.0,10002.0,7.0,39 LUDLOW STREET,,V5,11,C,NYC DEPARTMENT OF EDUCATION,2195,0,25.08,87.5,5,1127700,0,,,1,986864.0,200236.0,40.7162779,-73.9905704,12c,
MN,426,35,103.0,1.0,10002.0,5.0,183 CHRYSTIE STREET,,V1,11,,185 CHRYSTIE STREET LLC,4875,0,50.0,99.33,5,501750,0,,,1,986369.0,202220.0,40.7217236,-73.9923554,12c,
MN,784,5,105.0,3.0,10001.0,14.0,488 8 AVENUE,,V1,11,,488 EIGHTH AVENUE OWNER LLC,2368,0,23.67,100.0,5,851850,0,,,1,986214.0,213395.0,40.7523963,-73.9929114,8d,
MN,1069,30,104.0,3.0,10018.0,10.0,11 AVENUE,,V1,11,,UNAVAILABLE OWNER,50007,0,270.83,119.58,5,15875550,0,,,1,984860.0,215924.0,40.7593379,-73.9977981,8d,
MN,1074,63,104.0,3.0,10036.0,18.0,616 11 AVENUE,,V1,11,,ELEVEN W46 REALTY LLC,27019,0,119.0,200.0,5,562500,0,,,1,985301.0,217206.0,40.7628566,-73.996206,8c,
MN,282,34,103.0,1.0,10002.0,5.0,85 EAST BROADWAY,,V9,11,C,NYC DEPARTMENT OF TRANSPORTATION,54,0,5.57,18.42,8,1350,0,,,1,985948.0,199272.0,40.7136321,-73.993875,12d,
MN,804,171,105.0,3.0,10001.0,13.0,WEST 29 STREET,,V1,11,,BRO PLUS LLC,99,0,2.0,98.75,8,1350,0,,,1,986313.0,211612.0,40.7475023,-73.9925546,8d,
MN,1095,39,104.0,3.0,10036.0,18.0,608 WEST 48 STREET,,V1,11,,MANHATTAN WEST 48 LLC,2510,0,25.0,100.42,5,225900,0,,,1,985260.0,217885.0,40.7647203,-73.9963539,8c,
MN,349,33,103.0,1.0,10002.0,7.0,156 RIVINGTON STREET,,V1,11,X,"ABC NO RIO, INC.",2300,0,23.0,100.0,5,588150,0,,,1,988312.0,201367.0,40.7193817,-73.9853463,12c,
MN,447,32,103.0,2.0,10003.0,9.0,89 1 AVENUE,,V1,11,,89 FIRST AVENUE LLC,2425,0,24.25,100.0,5,667800,0,,,1,987927.0,203852.0,40.7262025,-73.9867339,12c,
MN,273,29,103.0,1.0,10002.0,7.0,140 HENRY STREET,,V1,11,,RUI FEN XIA,2383,0,23.83,100.0,5,521550,0,,,1,986871.0,199088.0,40.7131269,-73.9905456,12d,
MN,542,6,102.0,2.0,10014.0,6.0,6 AVENUE,,V1,11,,290 TENANTS CORP.,12,0,5.67,3.92,8,900,0,,,1,983767.0,205296.0,40.7301667,-74.0017427,12a,
MN,209,21,102.0,1.0,10013.0,5.0,126 LAFAYETTE STREET,,V1,11,,YEE TAI ENTERPRISESCORP,6295,5,74.5,89.0,5,305550,1915,,,1,984133.0,201208.0,40.7189462,-74.0004221,12c,
MN,1077,29,104.0,3.0,10036.0,18.0,509 WEST 48 STREET,,V1,11,C,ACTORS HK HOUSING DEVELOPMENT FUND CORPO RATION,21924,0,100.0,200.83,3,8719650,0,,,1,986137.0,217643.0,40.7640559,-73.9931881,8c,
MN,831,30,105.0,3.0,10001.0,14.0,3 WEST 29 STREET,,V1,11,,HFZ KIK 30TH STREET OWNER LLC,7357,0,74.5,98.75,5,3512250,0,,,1,987726.0,210994.0,40.7458057,-73.9874554,8d,
MN,831,48,105.0,3.0,10001.0,14.0,8 WEST 30 STREET,,V1,11,,HFZ KIK 30TH STREET OWNER LLC,9875,0,100.0,98.75,5,4714650,0,,,1,987764.0,211090.0,40.7460691,-73.9873182,8d,
MN,286,35,103.0,1.0,10002.0,7.0,225 EAST BROADWAY,,V1,11,X,YOUNG ISRAEL SYNAGOGUE,8375,0,94.33,90.0,5,2271600,0,,,1,987928.0,199448.0,40.7141146,-73.9867327,12d,
MN,1637,25,111.0,8.0,10029.0,23.0,159 EAST 109 STREET,,V1,11,,CARITAS DEVELOPMENT L,2523,0,25.0,100.92,5,259200,0,,,1,999685.0,228618.0,40.7941661,-73.9442557,6b,
MN,1637,24,111.0,8.0,10029.0,23.0,157 EAST 109 STREET,,V1,11,,CARITAS DEVELOPMENT L,2523,0,25.0,100.92,5,256500,0,,,1,999663.0,228631.0,40.7942019,-73.9443351,6b,
MN,1675,1,111.0,8.0,10029.0,23.0,2000 2 AVENUE,,V1,11,,NAB 2000 REALTY LLC,1896,0,25.42,74.58,3,274950,0,,,1,999893.0,226618.0,40.7886763,-73.9435091,6b,
MN,344,157,103.0,1.0,10002.0,7.0,ATTORNEY STREET,,V1,11,,139 ATTORNEY STREET LLC,1390,0,18.75,74.92,5,490050,0,,,1,988690.0,201516.0,40.7197904,-73.9839826,12c,
MN,344,158,103.0,1.0,10002.0,7.0,ATTORNEY STREET,,V1,11,C,NYC DEPARTMENT OF PARKS AND RECREATION,1405,0,18.75,74.92,5,495000,0,,,1,988683.0,201499.0,40.7197438,-73.9840079,12c,
MN,1533,28,108.0,5.0,10128.0,19.0,1695 2ND AVENUE,,V1,11,,ALCHEMY-ABR UES LLC,6057,0,75.71,80.0,5,544950,0,,,1,997767.0,223142.0,40.7791391,-73.9511936,9a,
MN,1483,120,108.0,5.0,10021.0,19.0,FDR DRIVE,,V1,11,,NY SOCIETY FOR THE RELIEF OF THE RUPTURE D & CRIPPL,47,0,13.01,3.58,0,4050,0,,,1,997617.0,218087.0,40.7652647,-73.9517453,9a,
MN,1483,113,108.0,5.0,10021.0,19.0,FDR DRIVE,,V1,11,,NY SOCIETY FOR THE RELIEF OF THE RUPTURE D & CRIPPL,17,0,5.5,3.0,0,1755,0,,,1,997534.0,218144.0,40.7654213,-73.9520448,9a,
MN,1483,122,108.0,5.0,10021.0,19.0,FDR DRIVE,,V1,11,,NY SOCIETY FOR THE RELIEF OF THE RUPTURE D & CRIPPL,73,0,20.38,3.58,0,5850,0,,,1,997643.0,218125.0,40.765369,-73.9516514,9a,
MN,1629,57,111.0,8.0,10029.0,23.0,1602 LEXINGTON AVENUE,,V1,11,,K1600 LEXINGTON LLC,1243,0,16.58,75.0,5,177300,0,,,1,998485.0,226913.0,40.7894884,-73.9485931,6b,
MN,1629,16,111.0,8.0,10029.0,23.0,1600 LEXINGTON AVENUE,,V1,11,,K1600 LEXINGTON LLC,1243,0,16.58,75.0,5,177300,0,,,1,998477.0,226898.0,40.7894472,-73.9486221,6b,
MN,1583,114,108.0,5.0,10028.0,19.0,HENDERSON PLACE,,V1,11,,TAFFNER DONALD J,94,0,10.0,56.0,8,1350,0,,,1,999486.0,221753.0,40.7753239,-73.9449899,9a,
MN,1628,57,111.0,8.0,10029.0,23.0,1578 LEXINGTON AVENUE,,V1,11,,LEXINGTON TWO HOLDINGS LLC,19605,0,48.5,75.42,5,394200,0,,,1,998327.0,226751.0,40.789044,-73.9491641,6b,
MN,1645,32,111.0,8.0,10035.0,25.0,183 EAST 117 STREET,,V1,11,,CITY LIGHTS PROPERTIES LLC,1529,0,19.0,90.0,5,173250,0,,,1,1000878.0,230386.0,40.7990167,-73.9399427,6b,
MN,1644,42,111.0,8.0,10035.0,25.0,180 EAST 117 STREET,,V1,11,,ROBERT ANAZAGASTI JR,1802,0,25.0,72.08,5,166950,0,,,1,1000798.0,230278.0,40.7987204,-73.9402319,6b,
MN,2078,55,109.0,7.0,10031.0,30.0,538 WEST 147 STREET,,V1,11,,553 WEST 146TH STREET LLC,4992,0,50.0,99.1,5,428400,0,,,1,998426.0,240641.0,40.827168,-73.9487772,3b,
MN,1676,35,111.0,8.0,10029.0,23.0,336 EAST 105 STREET,,V1,11,,105 REALTY 2018 LLC,3784,0,37.5,100.92,5,391050,0,,,1,1000441.0,226775.0,40.7891063,-73.9415298,6b,
MN,2045,14,110.0,9.0,10039.0,32.0,2737 8 AVENUE,,V1,11,,2737 TRADING,3488,1,31.0,112.5,3,344250,0,,,1,1000347.0,239320.0,40.823539,-73.9418392,6a,
MN,2034,16,110.0,9.0,10039.0,32.0,WEST 148 STREET,,V1,11,X,HARLEM CONGREGATIONS FOR COMMUN ITY IMRO VEMENT INC,2498,0,25.0,99.92,5,193950,0,,,1,1001134.0,239620.0,40.8243609,-73.9389949,6a,
MN,2046,127,110.0,9.0,10039.0,32.0,303 WEST 151 STREET,,V1,11,X,HARLEM URBAN DEV CORP,1948,0,19.5,99.92,5,239400,0,,,1,1001005.0,240582.0,40.8270016,-73.9394586,3b,
MN,2047,10,110.0,9.0,10039.0,32.0,8 AVENUE,,V1,11,,BETHANY II HOUSING DEVELOPMENT FUND CORP .,2500,0,25.08,100.0,5,190800,0,,,1,1001315.0,241051.0,40.8282883,-73.9383372,3b,
MN,1526,108,108.0,5.0,10075.0,19.0,215A EAST 80 STREET,,V1,11,X,UNAVAILABLE OWNER,35,0,21.33,1.67,6,0,0,,,1,996416.0,221672.0,40.7751063,-73.9560744,9a,
MN,1213,128,107.0,6.0,10024.0,20.0,103 WEST 82 STREET,,V1,11,,103-105 WEST 82ND ST,1283,0,50.0,258.0,5,210150,0,,,1,991346.0,224969.0,40.7841613,-73.9743763,5d,
MN,1232,14,107.0,6.0,10024.0,20.0,2326 BROADWAY,,V1,11,,211 WEST 84TH ST OWNER LLC,22102,0,81.0,102.17,3,5361300,0,,,1,990668.0,225989.0,40.7869614,-73.9768236,5d,
MN,1218,129,107.0,6.0,10024.0,24.0,WEST 87 STREET,,V1,11,,110W88 TOWNHOUSE LLC,1253,0,16.0,100.71,5,553950,0,,,1,992049.0,226310.0,40.7878413,-73.9718362,5d,
MN,1635,48,111.0,8.0,10029.0,23.0,156 EAST 108 STREET,,V1,11,,"152-156 REALTY ASSOCIATES,",3718,0,17.0,100.92,5,401400,0,,,1,999464.0,228252.0,40.793162,-73.9450547,6b,
MN,1635,149,111.0,8.0,10029.0,23.0,1733 LEXINGTON AVENUE,,V1,11,,108 LEXINGTON OPERATING LLC,1143,0,17.58,65.0,3,134100,0,,,1,999431.0,228327.0,40.7933679,-73.9451737,6b,
MN,1631,133,111.0,8.0,10029.0,23.0,169 EAST 103 STREET,,V1,11,,PEOPLE'S BAPTIST CHRUCH,1782,0,35.0,50.92,5,275400,0,,,1,999089.0,227079.0,40.789943,-73.9464116,6b,
MN,1629,59,111.0,8.0,10029.0,23.0,1612 LEXINGTON AVENUE,,V1,11,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,1350,0,18.0,75.0,3,172800,0,,,1,998526.0,226987.0,40.7896914,-73.9484449,6b,
MN,1548,23,108.0,5.0,10028.0,19.0,1637 FIRST AVENUE,,V1,11,,350 EAST 86 LLC,26575,0,25.0,75.0,3,4802850,0,,,1,998081.0,222263.0,40.776726,-73.9500617,9a,
MN,1631,30,111.0,8.0,10029.0,23.0,163 EAST 103 STREET,,V1,11,,PEOPLES BAPTIST CHRCH IN,3028,0,30.0,100.92,5,226350,0,,,1,999029.0,227140.0,40.7901106,-73.9466281,6b,
MN,1072,135,104.0,3.0,10036.0,18.0,605 10 AVENUE,,V1,11,,ALONZO RUDOLPH B,1600,0,25.0,63.75,5,484650,0,,,1,985663.0,216482.0,40.7608694,-73.9948994,8c,
MN,1042,24,104.0,3.0,10019.0,18.0,WEST 51 STREET,,V8,11,X,UNITED STATES POSTAL SERVICE,4183,0,41.67,100.42,5,1102050,0,,,1,988042.0,217421.0,40.763446,-73.9863113,8c,
MN,1041,39,104.0,3.0,10019.0,18.0,WEST 51 STREET,,V1,11,,BLOCK 138 CORP,100,0,0.5,100.42,8,1350,0,,,1,987987.0,217272.0,40.7630371,-73.9865099,8c,
MN,1042,53,104.0,3.0,10019.0,18.0,WEST 52 STREET,,V1,11,,352-52 REALTY LLC,2510,0,20.0,100.5,5,653850,0,,,1,987820.0,217659.0,40.7640993,-73.9871126,8c,
MN,2045,90,110.0,9.0,10039.0,32.0,2805 FREDRICK DOUGLASS BL,,V1,11,,FDB GROUP LLC,1993,0,24.92,80.0,5,202050,0,,,1,1000792.0,240091.0,40.8256543,-73.9402294,6a,
MN,2064,149,109.0,9.0,10031.0,30.0,449 CONVENT AVENUE,,V1,11,X,CREATIVE LOFTS LLC,1503,0,18.0,83.5,5,130950,0,,,1,999782.0,240733.0,40.8274183,-73.9438773,3b,
MN,1171,11,107.0,6.0,10069.0,20.0,WEST 70 STREET,,V1,11,C,CITY OF NEW YORK,20514,0,80.25,256.0,5,450,0,,,1,987652.0,223431.0,40.779942,-73.9877161,8c,
MN,1171,12,107.0,6.0,10069.0,20.0,WEST 70 STREET,,V1,11,C,CITY OF NEW YORK,38150,0,81.0,281.25,5,900,0,,,1,987583.0,223303.0,40.7795907,-73.9879653,8c,
MN,1262,35,105.0,4.0,10036.0,18.0,564 5 AVENUE,,V1,11,,46/47 OWNER LLC,4882,0,52.67,100.0,5,3367350,0,,,1,990023.0,214838.0,40.7563553,-73.9791623,8d,
MN,1262,38,105.0,4.0,10036.0,18.0,572 5 AVENUE,,V1,11,,46/47 OWNER LLC,2500,0,25.0,100.0,5,1736550,0,,,1,990043.0,214891.0,40.7565007,-73.9790901,8d,
MN,1262,37,105.0,4.0,10036.0,18.0,570 5 AVENUE,,V1,11,,46/47 OWNER LLC,2080,0,20.67,100.0,5,1444950,0,,,1,990033.0,214872.0,40.7564486,-73.9791262,8d,
MN,1262,33,105.0,4.0,10036.0,18.0,3 WEST 46 STREET,,V1,11,,"46/47 OWNER LLC, A DELAWARE LLC",2152,0,21.42,100.42,5,1494900,0,,,1,989958.0,214866.0,40.7564322,-73.9793969,8d,
MN,1262,22,105.0,4.0,10036.0,18.0,WEST 46 STREET,,V1,11,,PHAETON REALTY CORP,40,0,1.0,39.5,8,1350,0,,,1,989697.0,215046.0,40.7569264,-73.9803389,8d,
MN,1151,12,107.0,6.0,10019.0,20.0,537 WEST 59 STREET,,V1,11,X,W59TH SHELTER HOUSING DEVELOPMENT FUND C ORPORATION,7560,0,75.0,100.67,5,1035450,0,,,1,987249.0,220289.0,40.7713182,-73.9891727,8c,
MN,1132,22,107.0,6.0,10023.0,20.0,156 WEST 61 STREET,,V1,11,X,FORDHAM UNIVERSITY,10801,0,131.42,108.33,3,10511100,0,,,1,987986.0,220298.0,40.7713426,-73.9865119,8c,
MN,1026,21,105.0,6.0,10019.0,18.0,1708 BROADWAY,,V1,11,,BROADWAY PT 1710 LLC,8848,0,129.5,86.67,3,1552500,0,,,1,989210.0,217685.0,40.76417,-73.9820948,8c,
MN,1231,12,107.0,6.0,10024.0,20.0,WEST 84 STREET,,V1,11,,2307 HOLDINGS LLC,410,0,26.33,16.0,6,17550,0,,,1,990209.0,225997.0,40.7869837,-73.9784811,5d,
MN,1042,52,104.0,3.0,10019.0,18.0,350 WEST 52 STREET,,V1,11,,350 WEST 52 LLC,2510,0,25.0,100.42,5,773550,0,,,1,987842.0,217647.0,40.7640664,-73.9870332,8c,
MN,812,167,105.0,3.0,10018.0,14.0,WEST 37 STREET,,V1,11,,UNAVAILABLE OWNER,98,0,1.0,98.0,8,450,0,,,1,987387.0,213401.0,40.7524124,-73.9886777,8d,
MN,1095,11,104.0,3.0,10036.0,18.0,620 JOE DIMAGGIO HIGHWAY,,V1,11,,"VGLP PROPERTIES, LLC",22150,0,200.83,116.83,3,2925000,0,,,1,984943.0,218001.0,40.7650387,-73.9974983,8c,
MN,1069,1,104.0,3.0,10018.0,10.0,514 11 AVENUE,,V1,11,,SILVERSTEIN MB  LLC,41849,0,436.7,197.6,3,19929150,0,,,1,984653.0,216029.0,40.7596261,-73.9985453,8d,
MN,665,11,104.0,3.0,10018.0,10.0,12 AVENUE,,V1,11,,JMB PROPERTY LLC,43954,0,132.5,150.0,5,1598850,0,,,1,983178.0,216006.0,40.7595629,-74.0038696,8b,
MN,665,111,104.0,3.0,10018.0,10.0,12 AVENUE,,V1,11,X,PALATINE REALTY CORP.,4510,0,132.5,36.0,2,0,0,,,1,983328.0,215920.0,40.7593269,-74.0033281,8b,
MN,1262,31,105.0,4.0,10036.0,18.0,7 WEST 46 STREET,,V1,11,,7 WEST 46TH OWNER LLC,2152,0,21.42,100.42,5,1196100,0,,,1,989920.0,214887.0,40.7564898,-73.9795341,8d,
MN,911,29,106.0,2.0,10016.0,17.0,543 2 AVENUE,,V1,11,,543 2ND REALTY LLC,1540,0,20.0,77.0,3,406350,0,,,1,990366.0,209779.0,40.7424693,-73.9779289,8d,
MN,1347,21,106.0,4.0,10022.0,17.0,347 EAST 54 STREET,,V1,11,,"AURORA DEL MAR, LLC",2008,0,20.0,100.42,5,614250,0,,,1,994013.0,215004.0,40.7568074,-73.9647602,8d,
MN,695,3,104.0,3.0,10011.0,10.0,186 11 AVENUE,,V1,11,,NICK & DUKE,4937,0,4938.0,100.0,5,1539450,0,,,1,982453.0,212177.0,40.7490532,-74.0064856,8b,
MN,220,14,101.0,1.0,10013.0,1.0,63 VARICK STREET,,V1,11,C,NYC DEPARTMENT OF TRANSPORTATION,11053,0,175.0,62.25,3,2106450,0,,,1,982402.0,202378.0,40.7221573,-74.0066669,12a,
MN,226,24,102.0,1.0,10013.0,1.0,CANAL STREET,,V1,11,X,PORT AUTHORITY OF NY AND NJ,3595,0,77.0,22.58,3,684450,0,,,1,982142.0,202960.0,40.7237547,-74.0076051,12a,
MN,225,118,101.0,1.0,10013.0,1.0,CANAL STREET,,V1,11,X,UNAVAILABLE OWNER,105,0,23.67,7.83,3,900,0,,,1,981999.0,202927.0,40.7236641,-74.008121,12a,
MN,708,149,104.0,3.0,10018.0,10.0,WEST 36TH STREET,,V1,11,C,NYC DEPARTMENT OF PARKS AND RECREATION,1729,0,15.06,197.5,0,163350,0,,,1,984442.0,214949.0,40.7566618,-73.999307,8d,
MN,700,36,104.0,3.0,10001.0,10.0,327 10 AVENUE,,V1,11,,"PETER J. FILIBERTO, TRUSTEE",2470,0,24.67,100.0,3,1777050,0,,,1,983746.0,213060.0,40.751477,-74.0018191,8b,
MN,699,37,104.0,3.0,10001.0,10.0,311 10 AVENUE,,V1,11,,"311 10TH AVENUE ASSOCIATES, LLC",2467,0,24.67,100.0,3,210150,0,,,1,983621.0,212836.0,40.7508621,-74.0022702,8b,
MN,738,60,104.0,3.0,10011.0,10.0,336 WEST 15 STREET,,V1,11,,336 WEST 15TH STREET LLC,1528,0,18.75,81.5,5,317250,0,,,1,983254.0,209201.0,40.7408849,-74.0035942,8b,
MN,53,12,101.0,1.0,10006.0,1.0,111 WASHINGTON STREET,,V1,11,,"CARLISLE NEW YORK APARTMENTS, LLC",11255,0,136.92,98.25,3,8145450,0,,,1,980389.0,197506.0,40.7087842,-74.0139263,12b,
MN,176,118,101.0,1.0,10013.0,1.0,WEST BROADWAY,,V1,11,X,UNAVAILABLE OWNER,40,0,0.08,50.0,8,0,0,,,1,982286.0,200846.0,40.7179523,-74.007085,12a,
MN,52,16,101.0,1.0,10006.0,1.0,112 LIBERTY STREET,,V1,11,,HW LIBERTY LLC,6100,0,48.15,113.08,4,1638000,0,,,1,980896.0,197801.0,40.7095941,-74.0120978,12b,
MN,482,9,102.0,1.0,10012.0,5.0,57 CROSBY STREET,,V1,11,,"AKASA HOLDINGS, LLC",2508,0,25.0,100.0,5,775800,0,,,1,984761.0,202353.0,40.7220889,-73.9981565,12c,
MN,2030,38,110.0,9.0,10039.0,32.0,210 WEST 145 STREET,,V1,11,,GOSPEL SPREADING CHUR,12490,0,125.0,99.92,5,1058400,0,,,1,1000857.0,238651.0,40.8217018,-73.9399981,6a,
MN,476,56,102.0,1.0,10013.0,1.0,30 THOMPSON STREET,,V1,11,,30 THOMPSON VENTURES LLC,2726,0,29.0,94.0,5,175500,0,,,1,983155.0,202664.0,40.7229425,-74.0039504,12a,
MN,476,57,102.0,1.0,10013.0,1.0,32 THOMPSON STREET,,V1,11,,THOMPSON VENTURES LLC,2700,0,28.5,94.75,5,180900,0,,,1,983171.0,202689.0,40.7230111,-74.0038927,12a,
MN,595,9,101.0,1.0,10013.0,1.0,536I CANAL STREET,,V1,11,,290 WEST VE LLC,538,0,24.0,22.0,6,45000,0,,,1,981304.0,203344.0,40.7248085,-74.0106286,12a,
MN,162,43,103.0,1.0,10013.0,5.0,2 DOYERS STREET,,V1,11,X,HARRY&JANE FISCHEL FOUND,328,0,9.5,39.0,8,0,0,,,1,984855.0,199540.0,40.7143679,-73.9978176,12d,
MN,702,175,104.0,3.0,10001.0,10.0,530 WEST 33 STREET,,V1,11,X,UNAVAILABLE OWNER,148065,0,206.0,267.0,3,0,0,,,1,983687.0,213962.0,40.7539527,-74.0020321,8b,
MN,833,45,105.0,3.0,10001.0,14.0,316 5 AVENUE,,V1,11,,"5TH AVE GATEWAY LAND, LLC",4938,0,49.38,100.0,3,1381950,0,,,1,988155.0,211486.0,40.7471559,-73.9859068,8d,
MN,863,1,105.0,4.0,10016.0,14.0,335 5 AVENUE,,V1,11,,J.P.K. ASSOCIATES LLC,5628,0,59.25,95.0,3,2720250,0,,,1,988501.0,211716.0,40.747787,-73.984658,8d,
MN,517,14,102.0,1.0,10012.0,1.0,109 WEST HOUSTON STREET,,V1,11,X,CHURCH OF ST ANTHONY PADUA,2498,0,125.33,19.92,3,725850,0,,,1,983897.0,204275.0,40.7273643,-74.0012736,12a,
MN,735,60,104.0,3.0,10018.0,10.0,438 WEST 38 STREET,,V1,11,,LOCKWOOD LTD,2913,0,29.5,98.75,5,893700,0,,,1,985249.0,214879.0,40.7564696,-73.9963941,8d,
MN,735,59,104.0,3.0,10018.0,10.0,436 WEST 38 STREET,,V1,11,,LOCKWOOD LTD,2468,0,25.0,98.75,5,536850,0,,,1,985273.0,214866.0,40.7564339,-73.9963075,8d,
MN,734,10,104.0,3.0,10018.0,10.0,439 WEST 36 STREET,,V1,11,,ZDJ 36 LLC,7406,0,75.0,98.75,5,424800,0,,,1,985034.0,214588.0,40.7556709,-73.9971702,8d,
MN,553,44,102.0,2.0,10011.0,6.0,127 WAVERLY PLACE,,V1,11,,378 SIXTH LLC,51,0,0.05,50.92,8,1170,0,,,1,984367.0,206277.0,40.7328593,-73.9995778,12c,
MN,444,1,103.0,2.0,10003.0,9.0,42 SECOND AVENUE,,V1,11,,SECOND AND SECOND PROPERTY LLC,14019,0,161.92,100.0,3,1629900,0,,,1,987062.0,203444.0,40.725083,-73.9898548,12c,
MN,884,39,106.0,2.0,10016.0,13.0,EAST 28 STREET,,V1,11,,157-161 EAST 28TH STREET LLC,250,0,25.0,10.0,3,390600,0,,,1,989528.0,209658.0,40.7421378,-73.9809531,8d,
