borough,Tax block,Tax lot,community board,council district,postcode,policeprct,address,state,bldgclass,landuse,ownertype,ownername,lotarea,unitstotal,lotfront,lotdepth,lottype,assessland,yearbuilt,histdist,landmark,borocode,x,y,latitude,longitude,zonemap,notes
MN,509,22,102.0,1.0,10012.0,5.0,49 EAST HOUSTON STREET,,V1,11,,49 EAST HOUSTON LLC,2025,0,23.5,86.42,5,731700,0,,,1,985714.0,203255.0,40.7245646,-73.9947182,12c,
MN,464,31,103.0,2.0,10003.0,9.0,236 EAST 9 STREET,,V1,11,,DROBENKO BROS RLTY INC,1160,0,10.0,56.0,5,296100,0,,,1,987581.0,204985.0,40.7293125,-73.9879816,12c,
MN,487,29,102.0,1.0,10012.0,1.0,144 SPRING STREET,,V1,11,,144 SPRING STREET LLC,1600,0,20.0,80.0,3,554850,0,,,1,983874.0,203072.0,40.7240624,-74.0013565,12a,
MN,694,40,104.0,3.0,10011.0,10.0,512 WEST 23 STREET,,V4,11,P,NEW YORK CENTRAL LINES,12097,0,57.5,197.5,5,3516300,0,,,1,982868.0,211637.0,40.7475711,-74.0049877,8b,
MN,609,12,102.0,3.0,10011.0,6.0,152 WEST 14 STREET,,V1,11,,152 W 14 REALTY LLC,2581,0,25.0,103.25,5,1008000,0,,,1,984431.0,208185.0,40.7380963,-73.9993469,8d,
MN,279,70,103.0,1.0,10038.0,5.0,OLIVER STREET,,V9,11,,RED DOOR KIOSK INC.,198,0,4.62,42.92,5,900,0,,,1,984831.0,199068.0,40.7130724,-73.9979042,12d,
MN,279,72,103.0,1.0,10038.0,5.0,OLIVER STREET,,V1,11,,RED DOOR KIOSK INC.,115,0,4.62,24.79,8,2250,0,,,1,984865.0,199074.0,40.7130888,-73.9977816,12d,
MN,630,137,102.0,3.0,10014.0,6.0,GREENWICH STREET,,V1,11,X,"HINSCH, JONATHAN ADAM PARK",3402,0,20.0,82.92,8,0,0,Greenwich Village Historic District,,1,982299.0,206458.0,40.7333559,-74.0070397,12a,
MN,602,86,102.0,3.0,10014.0,6.0,GREENWICH STREET,,V1,11,,UNAVAILABLE OWNER,2525,0,0.0,0.0,0,503550,0,,,1,982166.0,205525.0,40.730795,-74.0075193,12a,
MN,603,53,102.0,3.0,10014.0,6.0,639 GREENWICH STREET,,V1,11,O,NYC SCHOOL CONSTRUCTION AUTHORITY,8166,0,75.25,105.75,3,3090600,0,,,1,982157.0,205806.0,40.7315663,-74.0075519,12a,
MN,641,5,102.0,3.0,10014.0,6.0,497 WEST STREET,,V1,11,,134 JANE STREET LLC,10255,0,146.5,70.0,3,741150,0,,,1,981665.0,208146.0,40.7379889,-74.009328,8b,
MN,662,7,104.0,3.0,10011.0,10.0,MARGINAL STREET,,V1,11,X,NYS DEPARTMENT OF TRANSPORTATION,319775,0,391.67,824.17,2,1546200,0,,,1,981356.0,210540.0,40.7445597,-74.0104441,8b,
MN,605,44,102.0,3.0,10014.0,6.0,465 HUDSON STREET,,V1,11,X,THE BOARD OF MANAGERS OF THE DIOCESAN MI SSIONARY ETC.,6880,0,79.92,86.0,3,1571850,0,,,1,982336.0,205926.0,40.7318957,-74.0069061,12a,
MN,686,29,104.0,3.0,10011.0,10.0,65 11 AVENUE,,V9,11,X,NYS DEPARTMENT OF TRANSPORTATION,24700,0,206.5,79.67,3,6383700,0,,,1,981952.0,209860.0,40.7426935,-74.0082929,8b,
MN,715,3,104.0,3.0,10011.0,10.0,118 TENTH AVENUE,,V1,11,,B&R TENTH AVENUE LLC,12172,0,124.0,100.0,5,1906650,0,,,1,982501.0,210408.0,40.7441977,-74.0063119,8b,
MN,645,21,102.0,3.0,10014.0,6.0,51 LITTLE WEST 12 ST,,V1,11,,LITTLE W 12TH ST INC.,2581,0,25.0,103.25,5,564750,0,,,1,981954.0,209132.0,40.7406953,-74.0082855,8b,
MN,757,20,104.0,3.0,10001.0,14.0,321 WEST 33 STREET,,V1,11,,BPREP 33/34 PARCEL LLC,2624,0,33.33,78.75,5,1456650,0,,,1,985650.0,213310.0,40.7521631,-73.994947,8d,
MN,735,25,104.0,3.0,10018.0,10.0,9 AVENUE,,V1,11,,ZDJ HUDSON YARDS LLC,8559,0,74.08,109.76,3,2434500,0,,,1,985594.0,214553.0,40.7555748,-73.9951489,8d,
MN,759,41,104.0,3.0,10018.0,14.0,8 AVENUE,,V1,11,,GORE INC C/O WOLFE R,40,0,0.5,80.0,8,450,0,,,1,986167.0,213701.0,40.7532362,-73.9930809,8d,
MN,784,17,105.0,3.0,10001.0,14.0,245 WEST 34 STREET,,V1,11,,HW W 34TH ST LLC,4509,0,45.66,98.75,5,2502900,0,,,1,986422.0,213232.0,40.7519488,-73.9921607,8d,
MN,784,1,105.0,3.0,10001.0,14.0,480 8 AVENUE,,V1,11,,VORNADO NEW YORK RRONE,3505,0,58.42,60.0,3,2062350,0,,,1,986166.0,213348.0,40.7522673,-73.9930846,8d,
MN,784,7,105.0,3.0,10001.0,14.0,265 WEST 34 STREET,,V1,11,,265 WEST 34TH STREET OWNER LLC,1690,0,21.67,78.0,5,1092600,0,,,1,986227.0,213327.0,40.7522096,-73.9928645,8d,
MN,784,4,105.0,3.0,10001.0,14.0,486 8 AVENUE,,V1,11,,486 8TH AVENUE OWNER LLC,1178,0,19.64,60.0,5,424350,0,,,1,986187.0,213385.0,40.7523688,-73.9930088,8d,
MN,882,126,106.0,2.0,10016.0,13.0,LEXINGTON AVENUE,,V1,11,,DR NAGEL,63,0,3.33,19.0,6,450,0,,,1,989038.0,209429.0,40.7415095,-73.9827215,8d,
MN,884,18,105.0,2.0,10016.0,13.0,122 LEXINGTON AVENUE,,V1,11,,120 LEXINGTON AVE. CORP.,1517,0,19.33,78.5,5,558450,0,,,1,989072.0,209931.0,40.7428874,-73.9825985,8d,
MN,884,19,105.0,2.0,10016.0,13.0,124 LEXINGTON AVENUE,,V1,11,,120 LEXINGTON AVE. CORP.,1540,0,19.5,78.5,5,558450,0,,,1,989081.0,209948.0,40.742934,-73.982566,8d,
MN,477,57,102.0,1.0,10013.0,1.0,6 AVENUE,,V1,11,,ARTHUR BLASOF,253,0,3.75,67.58,8,2250,0,,,1,982866.0,203043.0,40.7239827,-74.0049931,12a,
MN,831,49,105.0,3.0,10001.0,14.0,16 WEST 30 STREET,,V1,11,,HFZ KIK 30TH STREET OWNER LLC,2666,0,27.0,98.75,5,1027350,0,,,1,987708.0,211120.0,40.7461515,-73.9875202,8d,
MN,581,45,102.0,3.0,10014.0,6.0,388 HUDSON STREET,,V9,11,C,NYC DEPARTMENT OF ENVIRONMENTAL PROTECTION,25000,0,200.0,125.0,3,8634150,0,,,1,982405.0,204906.0,40.7290961,-74.0066568,12a,
MN,732,50,104.0,3.0,10001.0,10.0,WEST 35 STREET,,V1,11,,419 WEST 34TH STREET DII LLC,4937,0,50.0,98.75,5,1456200,0,,,1,985130.0,214064.0,40.7542327,-73.9968237,8d,
MN,731,22,104.0,3.0,10001.0,10.0,431 WEST 33 STREET,,V1,11,X,PORT AUTHORITY OF NY AND NJ,7406,0,75.0,98.75,5,1665450,0,,,1,984772.0,213808.0,40.75353,-73.9981159,8d,
MN,731,40,104.0,3.0,10001.0,10.0,413 9TH AVENUE,,V1,11,,ROMEO-KILO CORP,9480,0,98.75,100.0,5,186750,0,,,1,985101.0,213646.0,40.7530854,-73.9969285,8d,
MN,731,164,104.0,3.0,10001.0,10.0,WEST 34 STREET,,V1,11,C,NYC DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,25,0,0.25,98.75,8,1350,0,,,1,984851.0,213880.0,40.7537277,-73.9978308,8d,
MN,455,52,103.0,2.0,10003.0,9.0,327 EAST 13 STREET,,V1,11,,"NYEEI HOUSING COMPANY, INC.",14255,0,138.0,103.25,5,5190300,0,,,1,988616.0,205747.0,40.7314035,-73.9842468,12c,
MN,434,48,103.0,2.0,10009.0,9.0,419 EAST 6 STREET,,V1,11,,"BFAB, LLC",1703,0,18.75,90.83,5,468900,0,,,1,988366.0,203852.0,40.7262024,-73.98515,12c,
MN,489,25,102.0,1.0,10012.0,1.0,83 THOMPSON STREET,,V1,11,,SPRING STREET OWNER LLC,4535,0,66.92,100.0,3,1134321,0,Sullivan-Thompson Historic District,,1,983439.0,203345.0,40.7248117,-74.0029259,12a,
MN,609,39,102.0,3.0,10011.0,6.0,525 AVENUE OF THE AMERICAS,,V1,11,,525 6TH AVE LLC,12900,0,125.0,106.5,5,3146850,0,,,1,984979.0,207883.0,40.7372674,-73.9973694,12c,
MN,707,13,104.0,3.0,10001.0,10.0,537 WEST 35 STREET,,V1,11,X,NYS CONVENTION CENTER DEVELOPMENT CORPORATION,945,0,99.38,15.13,3,156600,0,,,1,984142.0,214800.0,40.7562528,-74.0003898,8d,
MN,863,128,105.0,4.0,10016.0,14.0,EAST 33 STREET,,V1,11,,MARK T FISHMAN,50,0,0.5,98.75,8,1350,0,,,1,989015.0,211454.0,40.7470676,-73.9828031,8d,
MN,864,59,106.0,4.0,10016.0,17.0,EAST 35 STREET,,V1,11,,JOHN M ANDERSON&KAREN FULBRIGHT-ANDERSON  REV TRUST,45,0,0.33,98.75,8,1350,0,,,1,989206.0,211807.0,40.7480364,-73.9821135,8d,
MN,539,70,102.0,2.0,10012.0,6.0,THOMPSON STREET,,V1,11,,UNAVAILABLE OWNER,25,0,0.92,25.0,8,1170,0,,,1,984549.0,205053.0,40.7294998,-73.9989212,12c,
MN,866,71,105.0,4.0,10016.0,14.0,6 EAST 37 STREET,,V1,11,,9 EAST 36TH,4938,0,50.0,98.75,5,2538000,0,,,1,989074.0,212469.0,40.7498535,-73.9825895,8d,
MN,763,46,104.0,3.0,10018.0,14.0,308 WEST 40 STREET,,V1,11,,308 REALTY HOLDING LLC,2469,0,25.0,98.75,5,561150,0,,,1,986572.0,214735.0,40.7560741,-73.9916188,8d,
MN,763,17,104.0,3.0,10018.0,14.0,335 WEST 39 STREET,,V1,11,,"335 WEST 39TH STREETREALTY COMPANY,",2475,0,25.0,98.75,5,137700,0,,,1,986259.0,214794.0,40.7562361,-73.9927485,8d,
MN,708,1,104.0,3.0,10018.0,10.0,438 11 AVENUE,,V1,11,,"438-444 ELEVENTH AVENUE, LLC",40809,0,98.75,283.01,3,10208700,0,,,1,984205.0,215085.0,40.7570351,-74.0001624,8d,
MN,707,1,104.0,3.0,10018.0,10.0,418 11 AVENUE,,V1,11,X,NEW YORK CONVENTION CENTER,49375,0,197.5,250.0,3,21676500,0,,,1,984048.0,214899.0,40.7565246,-74.0007291,8d,
MN,831,29,105.0,3.0,10001.0,14.0,9 WEST 29 STREET,,V1,11,,HFZ KIK 30TH STREET OWNER LLC,2765,0,28.0,98.75,5,1169550,0,,,1,987681.0,211019.0,40.7458743,-73.9876177,8d,
MN,834,68,105.0,4.0,10001.0,14.0,WEST 33 STREET,,V1,11,,LOT 68 WEST 33 STREET LLC,890,0,26.01,67.98,5,598050,0,,,1,987763.0,211938.0,40.7483967,-73.9873213,8d,
MN,831,28,105.0,3.0,10001.0,14.0,11 WEST 29 STREET,,V1,11,,HFZ KIK 30TH STREET OWNER LLC,2469,0,25.0,98.75,5,2073150,0,,,1,987658.0,211031.0,40.7459072,-73.9877007,8d,
MN,571,27,102.0,2.0,10003.0,6.0,126 REAR UNIVERSITY PLACE,,V1,11,,THE NEW SCHOOL,546,0,25.0,21.83,5,13500,0,,,1,986323.0,207068.0,40.7350302,-73.9925199,12c,
MN,2215,680,207.0,10.0,10463.0,52.0,HARLEM RIVER DRIVE,,V1,11,C,NYC DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,5971,0,500.0,78.0,2,346050,0,,,1,1009410.0,257061.0,40.8722116,-73.9090267,1d,
MN,2189,25,112.0,10.0,10034.0,34.0,WEST 215 STREET,,V1,11,C,NYC DEPARTMENT OF SMALL BUSINESS SERVICES,4297,0,69.5,100.25,9,42750,0,,,1,1008643.0,255453.0,40.8678003,-73.9118058,3c,
MN,2215,65,208.0,10.0,10463.0,50.0,170 WEST 225 STREET,,V1,11,,168 W. 225TH LLC,24550,0,189.47,100.0,5,2406150,0,,,1,1008283.0,258297.0,40.8756072,-73.9130972,1b,
MN,2214,1,112.0,10.0,10034.0,34.0,5094 BROADWAY,,V1,11,,THE TRUSTEES OF COLUMBIA UNIV. IN THE CI TY OF NY,17655,0,129.5,141.92,3,186300,0,,,1,1008193.0,256697.0,40.8712159,-73.9134284,1b,
MN,572,41,102.0,2.0,10011.0,6.0,14 5 AVENUE,,V1,11,,FIFTH AVENUE OWNERS GROUP LLC,5255,0,52.5,100.0,5,760500,0,Greenwich Village Historic District,,1,985229.0,206202.0,40.7326534,-73.9964676,12c,
MN,944,9,106.0,4.0,10016.0,17.0,EAST 38 STREET,,V9,11,X,MTA - BRIDGES AND TUNNELS,8200,0,41.58,197.5,5,2277900,0,,,1,991741.0,211522.0,40.7472524,-73.9729649,8d,
MN,920,28,106.0,4.0,10016.0,17.0,729 2ND AVENUE,,V1,11,,NEW SECOND AVENUE OWNER LLC,10763,0,123.44,105.0,3,2245500,0,,,1,991532.0,211889.0,40.7482599,-73.9737188,8d,
MN,944,53,106.0,4.0,10016.0,17.0,EAST 39 STREET,,V1,11,,ARCHSTONE EAST 39TH STREET LAND LLC,467,0,10.5,44.5,8,2250,0,,,1,991589.0,211696.0,40.7477301,-73.9735133,8d,
MN,919,12,106.0,4.0,10016.0,17.0,EAST 38 STREET,,V9,11,X,MTA - BRIDGES AND TUNNELS,8596,0,42.83,197.5,4,2535750,0,,,1,991123.0,211864.0,40.7481916,-73.9751949,8d,
MN,917,32,106.0,4.0,10016.0,17.0,2 AVENUE,,V9,11,,S & M ENTERPRISES,2247,0,6.75,333.0,8,25200,0,,,1,990963.0,211361.0,40.7468111,-73.9757729,8d,
MN,632,1,102.0,3.0,10014.0,6.0,685 WASHINGTON STREET,,V1,11,,"WASHINGTON 685,",2217,0,51.0,61.17,3,627750,0,,,1,981959.0,206786.0,40.7342561,-74.0082666,12a,
MN,735,35,104.0,3.0,10018.0,10.0,9 AVENUE,,V1,11,,ZDJ HUDSON YARDS LLC,7922,0,74.08,93.83,0,2253150,0,,,1,985658.0,214660.0,40.7558685,-73.9949179,8d,
MN,515,14,102.0,1.0,10012.0,1.0,477 WEST BROADWAY,,V1,11,,BLDG 03 LLC,925,0,18.5,50.0,5,236250,0,,,1,984283.0,204019.0,40.7266617,-73.9998809,12c,
MN,709,14,104.0,3.0,10018.0,10.0,545 WEST 37 STREET,,V1,11,,PANORAMIC HUDSON LLC,17281,0,75.0,98.75,5,6558300,0,,,1,984404.0,215299.0,40.7576225,-73.9994441,8d,
MN,641,1,102.0,3.0,10014.0,6.0,489 WEST STREET,,V1,11,,489 WEST STREET PARTNERS LLC,1826,0,22.58,80.0,3,591300,0,,,1,981626.0,208029.0,40.7376678,-74.0094687,12a,
MN,407,39,103.0,2.0,10009.0,9.0,543 EAST 13 STREET,,V1,11,,DORA COLLAZO PLAZA IMITED PARTNERSHIP,2581,0,25.0,103.25,5,678150,0,,,1,990117.0,204915.0,40.729119,-73.9788317,12c,
MN,1262,30,105.0,4.0,10036.0,18.0,11 WEST 46 STREET,,V1,11,,46/47 OWNER LLC,2151,0,21.42,100.42,5,1195650,0,,,1,989883.0,214908.0,40.7565475,-73.9796676,8d,
MN,1262,130,105.0,4.0,10036.0,18.0,9 WEST 46 STREET,,V1,11,,9 WEST 46TH OWNER LLC,2151,0,21.42,100.42,5,1195650,0,,,1,989902.0,214897.0,40.7565173,-73.979599,8d,
MN,1262,45,105.0,4.0,10036.0,18.0,10 WEST 47 STREET,,V1,11,,46/47 OWNER LLC,6451,0,64.25,100.42,5,6412500,0,,,1,989913.0,215008.0,40.7568219,-73.9795592,8d,
MN,92,10,101.0,1.0,10038.0,1.0,57 ANN STREET,,V1,11,,57 ANN ST RLTY ASSOCS,10925,0,53.42,115.5,5,1134450,0,,,1,982469.0,198098.0,40.7104098,-74.0064241,12b,
MN,30,4,101.0,1.0,10004.0,1.0,78 PEARL STREET,,V1,11,,SHAA ASSOCIATES LLC,2291,0,29.5,77.67,5,2676150,0,,,1,981405.0,195674.0,40.7037562,-74.0102609,12b,
MN,25,7,101.0,1.0,10004.0,1.0,43 BROAD STREET,,V1,11,,MADISON 45 BROAD DEVELOPMENT LLC,13202,0,63.44,128.12,5,15075000,2012,,,1,981208.0,196324.0,40.7055402,-74.0109717,12b,
MN,751,20,104.0,3.0,10001.0,10.0,341 8TH AVENUE,,V1,11,,MUTUAL REDEVELOPMENT HOUSES INC,40261,0,163.0,247.0,0,690300,0,,,1,984966.0,211686.0,40.7477057,-73.9974159,8d,
MN,774,173,104.0,3.0,10001.0,10.0,WEST 25 STREET,,V1,11,,"CHABAD YOUNG PROFESSIONALS, INC.",161,0,15.0,10.75,6,900,0,,,1,985111.0,211022.0,40.7458831,-73.9968927,8d,
MN,171,5,101.0,1.0,10013.0,5.0,358 BROADWAY,,V1,11,,FRANKLIN BROADWAY HOLDINGS LLC,9555,20,28.0,175.0,5,603000,1900,,,1,983366.0,200513.0,40.7170385,-74.0031889,12a,
MN,98,1,101.0,1.0,10038.0,1.0,304 PEARL STREET,,V1,11,,"250 SEAPORT DISTRICT, LLC",47880,0,333.0,190.42,1,8274150,0,,,1,983507.0,197296.0,40.7082086,-74.0026799,12b,
MN,95,35,101.0,1.0,10038.0,1.0,50-58 CLIFF STREET,,V1,11,,SMH DEVELOPMENT LLC,6172,0,82.13,77.25,3,1205100,0,,,1,983132.0,197409.0,40.7085187,-74.0040325,12b,
MN,377,71,103.0,2.0,10009.0,9.0,EAST 7 STREET,,V1,11,,7C GARDEN CORP,882,0,17.75,48.75,5,246150,0,,,1,990208.0,203085.0,40.7240961,-73.978505,12c,
MN,73,28,103.0,1.0,10002.0,,MARGINAL STREET,,V1,11,C,NYC DEPARTMENT OF SMALL BUSINESS SERVICES,9650,0,183.5,52.75,5,2366100,0,,,1,984495.0,197214.0,40.7079836,-73.9991163,12d,
MN,226,21,102.0,1.0,10013.0,1.0,CANAL STREET,,V1,11,,NEW REMAINDERMAN 1 HUDSON SQUARE LLC,861,0,23.17,71.08,5,162000,0,,,1,982172.0,202930.0,40.7236724,-74.0074969,12a,
MN,637,21,102.0,3.0,10014.0,6.0,156 PERRY STREET,,V1,11,,156 PERRY STREET PARTNERS LLC,6426,0,20.0,79.67,5,4421700,0,,,1,981752.0,206886.0,40.7345305,-74.0090136,12a,
MN,1483,121,108.0,5.0,10021.0,19.0,FDR DRIVE,,V1,11,,NY SOCIETY FOR THE RELIEF OF THE RUPTURE D & CRIPPL,57,0,15.93,3.58,0,4500,0,,,1,997629.0,218103.0,40.7653086,-73.951702,9a,
MN,1480,113,108.0,5.0,10065.0,19.0,F D R DRIVE,,V1,11,X,THE ROCKEFELLER UNIVERSITY,56,0,3.5,17.0,8,1350,0,,,1,997018.0,217211.0,40.7628612,-73.9539094,9a,
MN,1480,114,108.0,5.0,10065.0,19.0,F D R DRIVE,,V1,11,X,THE ROCKEFELLER UNIVERSITY,56,0,3.5,17.0,8,1350,0,,,1,996964.0,217132.0,40.7626444,-73.9541044,9a,
MN,1483,123,108.0,5.0,10021.0,19.0,FDR DRIVE,,V1,11,,NY SOCIETY FOR THE RELIEF OF THE RUPTURE D & CRIPPL,47,0,13.01,3.58,0,4050,0,,,1,997656.0,218143.0,40.7654184,-73.9516044,9a,
MN,1483,111,108.0,5.0,10021.0,19.0,FDR DRIVE,,V1,11,,NY SOCIETY FOR THE RELIEF OF THE RUPTURE D & CRIPPL,13,0,5.5,2.5,0,1170,0,,,1,997563.0,218187.0,40.7655393,-73.9519401,9a,
MN,1480,119,108.0,5.0,10065.0,19.0,F D R DRIVE,,V1,11,X,THE ROCKEFELLER UNIVERSITY,56,0,3.5,17.0,8,1350,0,,,1,996643.0,216745.0,40.7615827,-73.9552639,9a,
MN,1483,110,108.0,5.0,10021.0,19.0,FDR DRIVE,,V1,11,,NY SOCIETY FOR THE RELIEF OF THE RUPTURE D & CRIPPL,10,0,3.51,2.94,0,1170,0,,,1,997579.0,218208.0,40.7655969,-73.9518823,9a,
MN,1483,112,108.0,5.0,10021.0,19.0,FDR DRIVE,,V1,11,,NY SOCIETY FOR THE RELIEF OF THE RUPTURE D & CRIPPL,13,0,5.5,2.5,0,1170,0,,,1,997549.0,218165.0,40.7654789,-73.9519906,9a,
MN,479,50,102.0,1.0,10012.0,5.0,BROOME STREET,,V1,11,C,NYC DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,55,0,0.5,103.0,8,450,0,,,1,985541.0,201647.0,40.720151,-73.9953427,12c,
MN,923,35,106.0,2.0,10003.0,13.0,305 FIRST AVENUE,,V1,11,,305 FIRST AVE OWNER LLC,7360,0,92.0,80.0,3,2283300,0,,,1,989470.0,206616.0,40.7337883,-73.9811648,12c,
MN,124,9,101.0,1.0,10007.0,1.0,21 PARK PLACE,,V1,11,,"21 PARK PLACE, NY L.P.",1917,0,25.33,76.0,5,1311750,0,,,1,981861.0,199123.0,40.713223,-74.0086175,12b,
MN,79,6,101.0,1.0,10038.0,1.0,75 NASSAU STREET,,V1,11,,"LEXIN NASSAU PARTNERS, LLC",5240,0,51.67,105.95,5,2790450,0,,,1,981923.0,197902.0,40.7098717,-74.0083935,12b,
MN,79,4,101.0,1.0,10038.0,1.0,79 NASSAU STREET,,V1,11,,"LEXIN NASSAU PARTNERS, LLC",5320,0,51.25,105.95,5,2747700,0,,,1,981951.0,197943.0,40.7099842,-74.0082925,12b,
MN,79,3,101.0,1.0,10038.0,1.0,83 NASSAU STREET,,V1,11,,"LEXIN NASSAU PARTNERS, LLC",2625,0,25.0,109.73,5,3388500,0,,,1,981972.0,197974.0,40.7100693,-74.0082167,12b,
MN,79,27,101.0,1.0,10038.0,1.0,140 FULTON STREET,,V1,11,,140 FULTON ASSOCIATES LLC,5612,0,25.17,108.0,5,4156650,0,,,1,981903.0,198066.0,40.7103218,-74.0084657,12b,
MN,830,69,105.0,3.0,10001.0,13.0,36 WEST 29 STREET,,V1,11,,40 WEST 29 LLC,6419,0,65.0,98.75,5,1878300,0,,,1,987199.0,211106.0,40.7461133,-73.9893572,8d,
MN,64,106,101.0,1.0,10038.0,1.0,LIBERTY PLACE,,V1,11,C,NYC TRANSIT AUTHORITY,66,0,3.5,19.27,8,1350,0,,,1,981668.0,197590.0,40.7090152,-74.0093131,12b,
MN,64,21,101.0,1.0,10038.0,1.0,10 MAIDEN LANE,,V1,11,,"10-12 MLANE, LLC",3241,0,45.42,88.0,5,1498950,0,,,1,981622.0,197709.0,40.7093419,-74.0094791,12b,
MN,528,186,102.0,3.0,10014.0,6.0,49 DOWNING STREET,,V1,11,,UNAVAILABLE OWNER,40,0,8.8,10.0,8,1170,0,,,1,983060.0,204946.0,40.729206,-74.0042936,12a,
MN,171,7,101.0,1.0,10013.0,5.0,360 BROADWAY,,V1,11,,65 FRANKLIN LLC,6443,0,56.0,115.08,3,3432600,0,,,1,983323.0,200567.0,40.7171867,-74.003344,12a,
MN,174,135,101.0,1.0,10013.0,1.0,BROADWAY,,V1,11,,353-357 BROADWAY LLC,161,0,3.0,66.0,6,450,0,,,1,983009.0,200664.0,40.7174529,-74.0044768,12a,
MN,996,49,105.0,4.0,10036.0,14.0,136 WEST 44 STREET,,V1,11,,136 W44TH ST MIRROR LLC,3515,0,35.0,100.42,5,1892250,0,,,1,988472.0,214914.0,40.7565647,-73.9847606,8d,
MN,1262,39,105.0,4.0,10036.0,18.0,574 5 AVENUE,,V1,11,,46/47 OWNER LLC,2500,0,25.0,100.0,5,1736550,0,,,1,990056.0,214914.0,40.7565638,-73.9790432,8d,
MN,1262,42,105.0,4.0,10036.0,18.0,2 WEST 47 STREET,,V1,11,,"46/47 OWNER LLC, A DELAWARE LLC",8610,0,85.75,100.42,5,4598100,0,,,1,989979.0,214971.0,40.7567203,-73.979321,8d,
MN,800,9,104.0,3.0,10011.0,13.0,157 WEST 24 STREET,,V1,11,,157 WEST 24TH STREET LODGING LLC,2057,0,20.83,98.75,5,1032300,0,,,1,985787.0,210594.0,40.7447083,-73.9944532,8d,
MN,1260,4,105.0,4.0,10036.0,14.0,1150 AVENUE OF THE AMERICAS,,V1,11,,MONEAL 1150 OWNER LLC,7375,0,60.42,125.0,5,5126400,914,,,1,989076.0,214825.0,40.7563201,-73.9825805,8d,
MN,1260,45,105.0,4.0,10036.0,14.0,8 WEST 45TH STREET,,V1,11,,8-16 WEST 45TH STREET LLC,9239,0,92.0,100.42,5,1877850,0,,,1,989659.0,214554.0,40.755576,-73.9804764,8d,
MN,1676,48,111.0,8.0,10029.0,23.0,304 EAST 105 STREET,,V1,11,,304 E 105 ST LLC,2523,0,25.0,100.92,5,234450,0,,,1,1000157.0,226933.0,40.7895404,-73.942555,6b,
MN,1675,9,111.0,8.0,10029.0,23.0,311 EAST 103 STREET,,V1,11,X,EXODUS SCHOOL,2523,0,25.0,100.92,5,234450,0,,,1,1000069.0,226564.0,40.7885278,-73.9428737,6b,
MN,1622,35,111.0,9.0,10035.0,25.0,1644 PARK AVENUE,,V1,11,,SPANISH CHRISTIAN CHURCH,2273,0,25.25,90.0,5,362250,0,,,1,999921.0,230645.0,40.7997293,-73.9433986,6b,
MN,1635,49,111.0,8.0,10029.0,23.0,152 EAST 108 STREET,,V1,11,,"152-156 REALTY ASSOCIATES,",1430,0,22.75,73.5,5,170550,0,,,1,999458.0,228284.0,40.7932498,-73.9450763,6b,
MN,1635,150,111.0,8.0,10029.0,23.0,1731 LEXINGTON AVENUE,,V1,11,,108 LEXINGTON OPERATING LLC,1083,0,16.67,65.0,5,105300,0,,,1,999422.0,228312.0,40.7933267,-73.9452062,6b,
MN,1682,3,111.0,8.0,10029.0,23.0,2150 2 AVENUE,,V1,11,,HARLEM VISTA LLC,2500,0,25.0,100.0,5,491400,0,,,1,1000839.0,228296.0,40.7932803,-73.9400887,6b,
MN,1631,32,111.0,8.0,10029.0,23.0,167 EAST 103 STREET,,V1,11,,PEOPLES BAPTIST CHRCH IN,2523,0,25.0,100.92,5,194400,0,,,1,999075.0,227115.0,40.7900419,-73.946462,6b,
MN,1655,121,111.0,8.0,10029.0,23.0,2 AVENUE,,V1,11,,KAMELA PROPERTIES CORP,2354,0,24.42,94.0,3,53045,0,,,1,999990.0,227163.0,40.790172,-73.9431576,6b,
MN,1655,19,111.0,8.0,10029.0,23.0,249 EAST 105 STREET,,V1,11,,BFC 105TH STREET LLC,1640,0,16.25,100.92,5,191700,0,,,1,999935.0,227237.0,40.7903752,-73.943356,6b,
MN,1637,22,111.0,8.0,10029.0,23.0,153 EAST 109 STREET,,V1,11,,CARITAS DEVELOPMENT L,2523,0,25.0,100.92,5,256500,0,,,1,999619.0,228655.0,40.7942678,-73.9444939,6b,
MN,1674,104,111.0,8.0,10029.0,23.0,303 EAST 102 STREET,,V1,11,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,1898,0,25.0,75.92,5,264600,0,,,1,999824.0,226387.0,40.7880424,-73.9437588,6b,
MN,1643,33,111.0,8.0,10029.0,25.0,2102 3 AVENUE,,V1,11,,"STARWOOD GROUP,",3420,0,47.67,71.75,3,80100,0,,,1,1000673.0,229836.0,40.7975074,-73.9406845,6b,
MN,1819,100,111.0,8.0,,,F D R DRIVE,,V8,11,X,OGS BUREAU OF LAND MANAGEMENT,84000,0,40.0,2100.0,5,5080950,0,,,1,1008485.0,227580.0,40.7912974,-73.9124778,6b,
MN,1183,134,107.0,6.0,10023.0,20.0,WEST END AVENUE,,V1,11,,"ROMAW, ALAN",100,0,1.0,100.0,8,1350,0,,,1,988434.0,223319.0,40.7796343,-73.9848926,8c,
