borough,Tax block,Tax lot,community board,council district,postcode,policeprct,address,state,bldgclass,landuse,ownertype,ownername,lotarea,unitstotal,lotfront,lotdepth,lottype,assessland,yearbuilt,histdist,landmark,borocode,x,y,latitude,longitude,zonemap,notes,city
BK,1531,65,303.0,41.0,11233.0,81.0,1937 FULTON STREET,NY,V1,11,X,HABITAT MOSAIC HOUSING DEVELOPMENT FUND  CORP,1993,0,19.17,104.0,5,49500,0,,,3,1006841.0,186644.0,40.6789426,-73.9185524,17a,,New York
BK,1530,36,303.0,41.0,11233.0,81.0,44 MAC DOUGAL STREET,NY,V1,11,X,FULTON ST HOU LTD PTRSHP,1486,0,25.58,58.08,5,52650,0,,,3,1006526.0,186702.0,40.6791026,-73.9196878,17a,,New York
BK,1687,76,303.0,36.0,11233.0,81.0,187 CHAUNCEY STREET,NY,V0,11,X,RESTORED HOMES HOUSING DEVELOPMENT FUND  CORP.,2450,0,25.0,99.17,5,14700,0,,,3,1004342.0,187336.0,40.680848,-73.92756,17a,,New York
BK,3472,30,304.0,37.0,11206.0,83.0,2072 EASTERN PARKWAY,NY,V1,11,,SAN JOSE BROOKLYN LLC,688,0,27.5,57.08,5,10800,0,,,3,1010822.0,187399.0,40.6810038,-73.9041966,17c,,New York
BK,7081,11,311.0,43.0,11223.0,62.0,1914 WEST 7 STREET,NY,V0,11,X,NAME NOT ON FILE,805,0,14.0,57.5,5,0,0,,,3,989937.0,158098.0,40.6006169,-73.9795206,28c,,New York
BK,3448,30,304.0,37.0,11237.0,83.0,282 MOFFAT STREET,NY,V1,11,,LML REALTY EQUITIES LLC,31573,0,394.67,80.0,5,580500,0,,,3,1011060.0,190814.0,40.6903765,-73.903325,17c,,New York
BK,3443,37,304.0,37.0,11237.0,83.0,308 COOPER STREET,NY,V1,11,,308 COOPER LLC,2000,0,25.0,80.0,3,37350,0,,,3,1011234.0,191482.0,40.6922095,-73.9026948,17c,,New York
BK,1672,8,303.0,36.0,11233.0,81.0,267 MALCOLM X BOULEVARD,NY,V1,11,,JAM MXBLVD LLC,2080,0,26.0,80.0,5,131400,0,,,3,1003980.0,188219.0,40.6832724,-73.9288625,17a,,New York
BK,3433,4,304.0,37.0,11207.0,83.0,1379 BUSHWICK AVENUE,NY,V0,11,,"OLMO, MIGDALIA",2500,0,25.0,100.0,5,6000,0,,,3,1009143.0,188987.0,40.6853674,-73.9102443,17c,,New York
BK,3462,23,304.0,37.0,11207.0,83.0,88 GRANITE STREET,NY,V0,11,,"DAVIDSON, GEORGE A",1588,0,60.0,52.0,5,10500,0,,,3,1010293.0,188515.0,40.6840685,-73.9060996,17c,,New York
BK,3471,32,304.0,37.0,11207.0,83.0,103 VANDERVEER STREET,NY,V1,11,,ANJONIC OPPORTUNITY ZONE BUSINESS LLC,2500,0,25.0,100.0,5,111150,0,,,3,1010988.0,187918.0,40.6824278,-73.9035961,17c,,New York
BK,3440,35,304.0,37.0,11207.0,83.0,676 CENTRAL AVENUE,NY,V0,11,C,RESTORED HOMES HOUSING DEVELOPMENT FUND  CORP,1700,0,20.0,85.0,5,7980,0,,,3,1009998.0,189794.0,40.68758,-73.9071584,17c,,New York
BK,1098,51,306.0,39.0,11215.0,78.0,441 13 STREET,NY,V0,11,,SHEILA ROOPCHAND,2533,0,25.33,100.0,5,37500,0,Park Slope Historic District Extension,,3,989374.0,181099.0,40.6637501,-73.9815306,16d,,New York
BK,1030,55,306.0,39.0,11215.0,78.0,367 13 STREET,NY,V0,11,,367 13TH BUILD LLC,2500,0,25.0,100.0,5,29520,0,,,3,988592.0,181595.0,40.6651119,-73.984349,16d,,New York
BK,1642,24,303.0,36.0,11221.0,81.0,708 MONROE STREET,NY,V1,11,,PDG 708 MONROE LLC,2042,0,20.42,100.0,5,113400,0,,,3,1004111.0,189863.0,40.6877845,-73.9283854,17a,,New York
BK,6684,39,315.0,48.0,11223.0,61.0,1878 EAST 9 STREET,NY,V0,11,,"UZIEL, YVETTE",4000,0,40.0,100.0,5,60540,0,,,3,994427.0,159060.0,40.6032534,-73.9633503,28c,,New York
BK,5395,23,312.0,40.0,11218.0,66.0,656 EAST 2 STREET,NY,V0,11,,656 E2 LLC,5000,0,40.0,125.0,5,28920,0,,,3,990610.0,170601.0,40.6349346,-73.9770853,22c,,New York
BK,1120,19,302.0,35.0,11217.0,78.0,716 ATLANTIC AVENUE,NY,V1,11,,EMPIRE STATE DEVELOPMENT,60000,0,300.0,200.0,4,2132100,0,,,3,991940.0,187855.0,40.682292,-73.9722737,16c,,New York
BK,1136,35,308.0,35.0,11217.0,78.0,542 DEAN STREET,NY,V0,11,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,4730,0,43.0,110.0,5,42060,0,,,3,991929.0,187329.0,40.6808482,-73.972314,16c,,New York
BK,5485,16,312.0,44.0,11204.0,66.0,1618 54 STREET,NY,V0,11,,"KNG REALTY NY CO, LLC",4007,0,40.0,100.17,5,148680,0,,,3,987593.0,167953.0,40.627668,-73.9879567,22c,,New York
BK,5428,12,314.0,45.0,11230.0,70.0,200 PARKVILLE AVENUE,NY,V0,11,,THE PARKVILLE LOFT LLC,2504,0,25.0,100.17,5,54240,2020,,,3,992316.0,169126.0,40.6308846,-73.9709405,22c,,New York
BK,5479,22,312.0,44.0,11204.0,66.0,1736 53 STREET,NY,V0,11,,"ZYSKIND, ESTHER",2546,0,25.42,100.17,5,26100,0,,,3,988514.0,167559.0,40.6265862,-73.984639,22d,,New York
BK,5479,4,312.0,44.0,11204.0,66.0,5311 17 AVENUE,NY,V0,11,,"5311 17TH AVE, LLC",2310,0,33.0,69.42,5,20700,0,,,3,988269.0,167656.0,40.6268526,-73.9855216,22c,,New York
BK,5478,16,312.0,44.0,11204.0,66.0,1626 53 STREET,NY,V0,11,,"KNG REALTY NY CO., LLC",4000,0,40.0,100.0,5,45720,0,,,3,987770.0,168148.0,40.6282032,-73.9873189,22c,,New York
BK,5466,81,312.0,44.0,11204.0,66.0,1625 52 STREET,NY,V0,11,,"KLEIN, NUSEN D.",3656,0,36.5,100.17,5,32880,0,,,3,988040.0,168468.0,40.6290814,-73.9863461,22c,,New York
BK,5466,74,312.0,44.0,11204.0,66.0,1645 52 STREET,NY,V0,11,,1645 52ND STREET LLC,3005,0,30.0,100.17,5,102900,0,,,3,988154.0,168378.0,40.6288343,-73.9859354,22c,,New York
BK,5472,26,312.0,44.0,11204.0,66.0,1648 52 STREET,NY,V0,11,,"52 PROPERTIES, LLC",5008,0,50.0,100.17,5,58140,0,,,3,988093.0,168223.0,40.6284089,-73.9861553,22c,,New York
BK,5473,32,312.0,44.0,11204.0,66.0,5204 18TH AVENUE,NY,V1,11,,"LEV TOV CHALLENGE, INC.",14157,0,128.75,144.75,6,382050,0,,,3,988915.0,167578.0,40.6266381,-73.9831944,22d,,New York
BK,5473,51,312.0,44.0,11204.0,66.0,1769 53RD STREET,NY,V1,11,,"LEV TOV CHALLENGE, INC.",11920,0,197.0,108.0,3,321750,0,,,3,988866.0,167495.0,40.6264104,-73.983371,22d,,New York
BK,5454,82,312.0,44.0,11204.0,66.0,1617 50 STREET,NY,V1,11,,MAY RESIDENCE LLC,4007,0,40.0,100.17,5,343350,0,,,3,988299.0,168926.0,40.6303384,-73.9854127,22c,,New York
BK,5449,42,312.0,44.0,11204.0,66.0,1771 49 STREET,NY,V0,11,,1771 49TH STREET HOLDINGS LLC,3506,0,35.0,100.17,5,40140,0,,,3,989505.0,168303.0,40.6286278,-73.9810684,22c,,New York
BK,5456,9,312.0,44.0,11204.0,66.0,4901 18 AVENUE,NY,V1,11,,"CONGREGATION CHEMDAS YISROEL, INC.",2458,0,24.58,100.0,3,249750,0,,,3,989569.0,168099.0,40.6280678,-73.980838,22c,,New York
BK,5448,25,312.0,44.0,11204.0,66.0,1640 48 STREET,NY,V0,11,,ARNOLD FISCHMAN,4007,0,40.0,100.17,5,45780,0,,,3,988665.0,169099.0,40.6308131,-73.984094,22c,,New York
BK,3019,69,301.0,34.0,11206.0,90.0,325 MAUJER STREET,NY,V1,11,,"RIG ESTATE, INC.",1896,0,24.0,76.17,5,133650,0,,,3,1001791.0,198813.0,40.7123551,-73.9367275,13b,,New York
BK,3100,77,301.0,34.0,11206.0,90.0,177 MOORE STREET,NY,V1,11,,MT. CALVARY F.B.H. CHURCH,1650,0,22.0,75.0,5,50850,0,,,3,1001503.0,195872.0,40.7042833,-73.9377739,13b,,New York
BK,2866,56,301.0,34.0,11211.0,94.0,249 WITHERS STREET,NY,V0,11,,249 WITHERS LLC,2500,0,25.0,100.0,5,20100,0,,,3,1000404.0,200822.0,40.7178719,-73.9417257,13a,,New York
BK,2893,55,301.0,34.0,11211.0,94.0,241 CONSELYEA STREET,NY,V0,11,,241 CONSELYEA LLC,4700,0,22.42,100.0,5,13500,0,,,3,1000449.0,200045.0,40.7157392,-73.9415653,13a,,New York
BK,3021,15,301.0,34.0,11206.0,90.0,302 MAUJER STREET,NY,V1,11,,AMANT FOUNDATION PROPERTIES LLC,2375,0,25.0,95.0,5,158400,0,,,3,1001715.0,198636.0,40.7118694,-73.9370021,13b,,New York
BK,3056,140,301.0,34.0,11206.0,90.0,131 MORGAN AVENUE,NY,V1,11,,VERIZON NEW YORK INC.,65300,0,201.0,300.0,3,740250,0,,,3,1002695.0,197521.0,40.708807,-73.9334702,13b,,New York
BK,5309,56,312.0,39.0,11218.0,66.0,12 CLARA STREET,NY,V0,11,,THEONE THUY-NHI LUONG AS TRUSTEE,2000,0,20.0,100.0,5,31800,0,,,3,989444.0,174013.0,40.6443006,-73.9812837,22c,,New York
BK,2740,14,301.0,34.0,11211.0,94.0,176 FROST STREET,NY,V0,11,,URD 176 FROST LLC,2500,0,25.0,100.0,5,19140,0,,,3,999716.0,200839.0,40.7179198,-73.9442076,13a,,New York
BK,2745,22,301.0,34.0,11211.0,94.0,204 WITHERS STREET,NY,V0,11,,BSD 204 LLC,2500,0,25.0,100.0,5,20100,0,,,3,999947.0,200605.0,40.7172772,-73.9433748,13a,,New York
BK,5385,49,312.0,39.0,11218.0,66.0,121 DITMAS AVENUE,NY,V1,11,,125 DITMAS LLC,4650,0,46.5,100.0,5,83700,0,,,3,990559.0,170946.0,40.6358816,-73.9772688,22c,,New York
BK,2152,11,301.0,34.0,11211.0,90.0,342 BROADWAY,NY,V1,11,,DIVISION AVENUE HOUSING CORP,2150,0,26.0,90.17,5,293850,0,,,3,996395.0,197069.0,40.7075773,-73.9561947,13b,,New York
BK,2763,32,301.0,34.0,11211.0,90.0,109 DEVOE STREET,NY,V0,11,,DEVOE CONDOMINIUMS LLC,5000,0,25.0,100.0,5,46860,0,,,3,999071.0,199337.0,40.7137983,-73.9465377,13b,,New York
BK,2231,55,301.0,33.0,11206.0,90.0,61 LYNCH STREET,NY,V0,11,,61 LYNCH LLC,3900,0,39.0,100.0,5,37440,0,,,3,996424.0,194684.0,40.701031,-73.9560944,13b,,New York
BK,2245,62,301.0,33.0,11206.0,90.0,45 WALTON STREET,NY,V1,11,,KA 45 WALTON LLC,3929,0,39.0,100.0,5,446850,0,,,3,997819.0,194810.0,40.7013748,-73.951063,13b,,New York
BK,3032,18,301.0,34.0,11206.0,90.0,157 LEONARD STREET,NY,V0,11,,157 LEONARD ST LLC,3750,0,50.0,75.0,3,3960,0,,,3,998915.0,197590.0,40.7090035,-73.9471042,13b,,New York
BK,2199,22,301.0,33.0,11211.0,90.0,100 LEE AVENUE,NY,V1,11,,100 LEE DEVELOPMENT LLC,8200,0,84.67,216.75,3,258300,0,,,3,995639.0,195907.0,40.7043889,-73.9589234,12d,,New York
BK,2412,124,301.0,34.0,11211.0,90.0,371 HOOPER STREET,NY,V3,11,X,NEIGHBORHOOD RESTORE HOUSING DEVELOPMENT  FUND CORP,1188,0,47.6,25.0,1,22560,0,,,3,997443.0,197915.0,40.7098978,-73.952413,13b,,New York
BK,5387,85,312.0,39.0,11218.0,66.0,597 EAST 3 STREET,NY,V1,11,,597 E 3 MANAGEMENT CORP.,2000,0,20.0,100.0,5,192150,0,,,3,990891.0,171663.0,40.6378493,-73.9760719,22c,,New York
BK,2412,37,301.0,34.0,11211.0,90.0,349 SOUTH 2 STREET,NY,V1,11,,236-1 DEVELOPMENT ASSOCIATES,713,0,30.0,23.75,5,108000,0,,,3,997164.0,198036.0,40.7102304,-73.9534191,13b,,New York
BK,5390,60,312.0,39.0,11218.0,66.0,487 OCEAN PARKWAY,NY,V0,11,,PARK OCEAN CORP.,4500,0,30.0,150.0,5,75240,0,,,3,991973.0,171217.0,40.6366243,-73.9721738,22c,,New York
BK,2387,6,301.0,34.0,11211.0,90.0,150 HOPE STREET,NY,V1,11,,HOPE REALTY HOLDING LLC,1781,0,18.75,95.0,5,252900,0,,,3,997448.0,198572.0,40.7117011,-73.9523937,13b,,New York
BK,2314,22,301.0,33.0,11211.0,94.0,6 HAVEMEYER STREET,NY,V1,11,,6 HAVEMEYER STREET LLC,1676,0,50.0,33.5,5,152550,0,,,3,997275.0,200307.0,40.7164636,-73.9530144,13a,,New York
BK,2353,29,301.0,34.0,11211.0,94.0,275 METROPOLITAN AVENUE,NY,V1,11,,METROPOLITAN CORP.,1438,0,25.0,60.92,5,95400,0,,,3,995864.0,199711.0,40.7148296,-73.9581053,12d,,New York
BK,5199,37,314.0,40.0,11230.0,70.0,1305 NEWKIRK AVENUE,NY,V1,11,,1301 NEWKIRK REALTY LLC,5900,0,81.33,109.42,3,259200,0,,,3,993982.0,170624.0,40.6349947,-73.9649362,22c,,New York
BK,5156,39,314.0,40.0,11226.0,70.0,1315 DORCHESTER ROAD,NY,V0,11,,465 EAST 7TH STREET LLC,1480,0,40.0,37.0,5,14400,0,,,3,993866.0,172021.0,40.6388292,-73.9653521,22c,,New York
BK,3064,9,301.0,34.0,11206.0,90.0,244 MONTROSE AVENUE,NY,V1,11,,"U.S. BANK NATIONAL ASSOCIATION, AS TRUST EE FOR STR",2500,0,25.0,100.0,5,89550,0,,,3,1001149.0,197037.0,40.7074816,-73.9390477,13b,,New York
BK,5201,38,314.0,40.0,11226.0,70.0,1509 NEWKIRK AVENUE,NY,V1,11,C,NYC DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,1440,0,10.79,131.25,8,143550,0,,,3,994502.0,170969.0,40.635941,-73.9630621,22c,,New York
BK,2396,20,301.0,34.0,11211.0,90.0,66 MARCY AVENUE,NY,V1,11,,"KRAUS, HERMAN I. TR",850,0,17.0,50.0,5,105750,0,,,3,996500.0,198709.0,40.7120785,-73.955813,13b,,New York
BK,2776,1,301.0,34.0,11211.0,90.0,260 MANHATTAN AVENUE,NY,V0,11,,MANHATTAN AVENUE REALTY,7500,0,100.0,75.0,3,63480,0,,,3,999355.0,198848.0,40.7124556,-73.9455144,13b,,New York
BK,5312,33,312.0,39.0,11218.0,66.0,11 CHURCH AVENUE,NY,V1,11,,ILANA KAHN REVOCABLE TRUST,5008,0,23.58,116.25,3,68400,0,,,3,988949.0,173026.0,40.6415917,-73.9830681,22c,,New York
BK,7661,13,314.0,44.0,11210.0,70.0,3491 BEDFORD AVENUE,NY,V0,11,,ISAAC E ASHKENAZI 2007 FAMILY TRUST,4000,0,40.0,100.0,5,26160,0,,,3,998244.0,164182.0,40.617307,-73.9495938,23b,,New York
BK,7559,47,314.0,45.0,11210.0,70.0,706 EAST 32 STREET,NY,V0,11,,716 E32 HOLDINGS LLC,8300,0,147.0,1000.0,3,45420,0,,,3,999222.0,170175.0,40.6337549,-73.9460578,23a,,New York
BK,5005,41,317.0,45.0,11210.0,67.0,2019 NOSTRAND AVENUE,NY,V1,11,,CALLENDAR & WILLETTE,4000,0,40.0,100.0,3,162450,0,,,3,998772.0,171038.0,40.6361244,-73.9476772,23a,,New York
BK,1716,59,303.0,33.0,11205.0,79.0,537 PARK AVENUE,NY,V1,11,,WALLWORTH PARK LLC,2444,0,25.0,97.75,3,111150,0,,,3,996749.0,193289.0,40.6972016,-73.9549248,13b,,New York
BK,5231,60,314.0,45.0,11210.0,70.0,2004 NOSTRAND AVENUE,NY,V1,11,,FEDERAL NATIONAL MORTGAGE ASSOCIATION,2000,0,20.0,100.0,5,208350,0,,,3,998578.0,171232.0,40.6366572,-73.9483758,23a,,New York
BK,6740,56,314.0,44.0,11230.0,70.0,1711 CONEY ISLAND AVENUE,NY,V0,11,X,PERSIAN CONGREGATION OF FLATBUSH,7983,0,79.83,100.0,5,114960,0,,,3,994493.0,163605.0,40.6157284,-73.9631057,22d,,New York
BK,6734,18,314.0,44.0,11230.0,70.0,1272 EAST 15 STREET,NY,V5,11,X,1272 EAST 15TH LLC,3000,0,52.67,100.0,5,108900,0,,,3,995179.0,165002.0,40.6195621,-73.9606326,22d,,New York
BK,6740,50,314.0,44.0,11230.0,70.0,1111 AVENUE N,NY,V0,11,,"ASHKENAZI,",2300,0,23.0,100.0,5,37380,0,,,3,994545.0,163521.0,40.6154978,-73.9629186,22d,,New York
BK,6726,73,314.0,44.0,11230.0,70.0,1139 EAST 15 STREET,NY,V0,11,,"GUZI, YECHIEL ERIC",1869,0,24.92,75.0,5,27360,0,,,3,995201.0,165822.0,40.6218128,-73.960552,22d,,New York
BK,5168,57,317.0,40.0,11226.0,67.0,2406 CORTELYOU ROAD,NY,V1,11,,CORTELYOU BEDFORD LLC,2054,0,26.17,79.33,5,139950,0,,,3,996909.0,173919.0,40.644035,-73.9543842,23a,,New York
BK,5132,80,314.0,40.0,11226.0,70.0,1041 FLATBUSH AVENUE,NY,V1,11,,1045 FLATBUSH AVENUE LLC,12753,0,110.5,117.5,3,545400,0,,,3,995986.0,174466.0,40.6455377,-73.9577092,22c,,New York
BK,7569,11,314.0,45.0,11210.0,70.0,881 EAST 23 STREET,NY,V0,11,,"SCHACHTER, TRUSTEE, JUDITH",4000,0,40.0,100.0,5,35040,0,,,3,997086.0,168406.0,40.6289028,-73.9537569,23a,,New York
BK,5168,56,317.0,40.0,11226.0,67.0,2402 CORTELYOU ROAD,NY,V1,11,,CORTELYOU BEDFORD LLC,1680,0,21.33,80.08,3,122400,0,,,3,996885.0,173918.0,40.6440323,-73.9544707,23a,,New York
BK,5168,58,317.0,40.0,11226.0,67.0,2408 CORTELYOU ROAD,NY,V1,11,,CORTELYOU BEDFORD LLC,2054,0,26.18,78.53,5,157050,0,,,3,996935.0,173920.0,40.6440377,-73.9542905,23a,,New York
BK,5136,30,317.0,40.0,11226.0,67.0,190 VERONICA PLACE,NY,V0,11,,SECRETARY OF HOUSING & URBAN DEVELOPMENT,4383,0,25.0,175.33,5,47340,0,,,3,997294.0,174479.0,40.6455715,-73.9529958,23a,,New York
BK,5107,97,317.0,40.0,11226.0,67.0,866 ROGERS AVENUE,NY,V1,11,,880 ROGERS LLC,4433,0,36.33,168.0,3,181350,0,,,3,997419.0,175879.0,40.6494141,-73.9525426,17b,,New York
BK,5107,30,317.0,40.0,11226.0,67.0,2321 SNYDER AVENUE,NY,V1,11,,2321 ASSOCIATES LLC,3375,0,33.75,100.0,3,262800,0,,,3,996728.0,175654.0,40.6487975,-73.9550332,23a,,New York
BK,7647,80,314.0,45.0,11210.0,70.0,2652 NOSTRAND AVENUE,NY,V1,11,,2652 NOSTRAND AVE LLC,2800,0,26.67,105.0,5,156150,0,,,3,999264.0,165151.0,40.619965,-73.9459177,23b,,New York
BK,5014,49,317.0,45.0,11210.0,67.0,3924 FARRAGUT ROAD,NY,V0,11,,ELEANOR MCCOURT,2494,0,32.0,84.5,3,8460,0,,,3,1001282.0,171227.0,40.6366387,-73.9386332,23a,,New York
BK,5033,53,309.0,40.0,11225.0,71.0,283 MIDWOOD STREET,NY,V0,11,,MINSKY SHALOM D,2192,0,21.92,100.0,5,15660,0,,,3,997749.0,179840.0,40.6602856,-73.9513455,17b,,New York
BK,4227,44,305.0,42.0,11208.0,75.0,885 BELMONT AVENUE,NY,V0,11,,885 BELMONT AVE INC.,1800,0,20.0,90.0,5,10440,0,,,3,1018548.0,184731.0,40.6736542,-73.8763547,17c,,New York
BK,4999,20,317.0,45.0,11210.0,67.0,713 EAST 35 STREET,NY,V1,11,,DIVINE713 LLC,6000,0,60.0,100.0,5,194400,0,,,3,1000060.0,171554.0,40.6375385,-73.9430354,23a,,New York
BK,4999,47,317.0,45.0,11210.0,67.0,1482 BROOKLYN AVE,NY,V1,11,,HSB 1482 LLC,2000,0,0.0,0.0,5,78750,0,,,3,1000175.0,171382.0,40.6370662,-73.9426214,23a,,New York
BK,4999,48,317.0,45.0,11210.0,67.0,1484 BROOKLYN AVE,NY,V1,11,,HSB 1482 LLC,2000,0,0.0,0.0,5,78750,0,,,3,1000176.0,171363.0,40.6370141,-73.9426179,23a,,New York
BK,4985,74,317.0,45.0,11210.0,67.0,697 EAST 38 STREET,NY,V0,11,,"HAM, RICHARD",1233,0,79.25,34.33,5,4080,0,,,3,1000866.0,171829.0,40.6382919,-73.9401306,23a,,New York
BK,4878,1,317.0,40.0,11203.0,67.0,845 ALBANY AVENUE,NY,V0,11,,C2618 DEVELOPMENT LLC,6000,0,60.0,100.0,3,42480,0,,,3,1001180.0,177195.0,40.6530198,-73.9389858,17b,,New York
BK,4875,18,317.0,40.0,11203.0,67.0,200 EAST 39TH STREET,NY,V0,11,,209 39 STREET LLC,4000,0,40.0,100.0,5,33720,0,,,3,1000521.0,176946.0,40.6523376,-73.9413613,17b,,New York
BK,5043,5,309.0,40.0,11225.0,71.0,1935 BEDFORD AVENUE,NY,V0,11,,BEDFORD 1935 DAF LLC,9947,0,68.08,188.43,5,91020,0,,,3,996409.0,178975.0,40.6579133,-73.9561768,17b,,New York
BK,4858,13,317.0,40.0,11203.0,67.0,136 EAST 38 STREET,NY,V0,11,,EAST BROOKLYN NY LLC,4000,0,40.0,100.0,5,26940,0,,,3,1000208.0,177579.0,40.6540756,-73.9424879,17b,,New York
BK,4837,63,317.0,40.0,11203.0,67.0,774 NEW YORK AVENUE,NY,V0,11,X,THE HEALTH SCIENCE CENTER AT BROOKLYN FO UNDATION,2475,0,25.0,99.0,5,14400,0,,,3,998839.0,177884.0,40.6549151,-73.947421,17b,,New York
BK,4809,50,309.0,40.0,11225.0,71.0,624 NEW YORK AVENUE,NY,V1,11,,447 FENIMORE 2022 LLC,4500,0,45.0,100.0,5,139950,0,,,3,998743.0,179400.0,40.6590764,-73.9477638,17b,,New York
BK,4870,47,317.0,40.0,11203.0,67.0,897 NEW YORK AVENUE,NY,V0,11,,897 NEW YORK AVE LLC,2700,0,27.0,100.0,5,22020,0,,,3,999116.0,176692.0,40.6516429,-73.9464253,17b,,New York
BK,1332,18,309.0,40.0,11225.0,71.0,500 LEFFERTS AVENUE,NY,V1,11,,500 LEFFERTS LLC,2200,0,20.0,110.0,5,84600,0,,,3,999610.0,180635.0,40.6624647,-73.9446361,17b,,New York
BK,1332,19,309.0,40.0,11225.0,71.0,502 LEFFERTS AVENUE,NY,V1,11,,502 LEFFERTS LLC,2200,0,20.0,110.0,5,97650,0,,,3,999630.0,180637.0,40.6624702,-73.944564,17b,,New York
BK,5105,64,317.0,40.0,11226.0,67.0,6 LLOYD STREET,NY,V0,11,,STEPHEN CREMONA,1853,0,37.0,50.08,5,17820,0,,,3,997708.0,176114.0,40.6500586,-73.9515007,17b,,New York
BK,6520,13,312.0,44.0,11230.0,66.0,936 EAST 8 STREET,NY,V0,11,,TURBO936 LLC,4820,0,40.0,120.5,5,130560,0,,,3,992934.0,167480.0,40.6263661,-73.9687161,22d,,New York
BK,4803,1,309.0,40.0,11203.0,71.0,463 RUTLAND ROAD,NY,V0,11,,CHURCH OF GOD OF PROPHECY (CROWN HEIGHTS ),2500,0,25.0,100.0,3,12840,0,,,3,999460.0,179719.0,40.6599507,-73.9451788,17b,,New York
BK,4931,27,317.0,45.0,11226.0,67.0,274 EAST 32 STREET,NY,V0,11,,NEW VISTA HOMES INC.,4000,0,40.0,100.0,5,19200,0,,,3,998901.0,173900.0,40.6439798,-73.9472062,23a,,New York
BK,4930,50,317.0,45.0,11226.0,67.0,1719 NOSTRAND AVENUE,NY,V1,11,,NOSTRAND 1719 LLC,4000,0,40.0,100.0,5,144000,0,,,3,998534.0,173928.0,40.6440573,-73.9485286,23a,,New York
BK,4948,66,317.0,45.0,11226.0,67.0,353 EAST 31ST STREET,NY,V0,11,,NATAN 1 LLC,8000,0,80.0,100.0,5,45600,0,,,3,998859.0,173155.0,40.641935,-73.9473592,23a,,New York
BK,4760,15,317.0,45.0,11203.0,67.0,1106 UTICA AVENUE,NY,V1,11,,TOP DEVELOPMENT CORPORATION,16000,0,160.0,100.0,5,456300,0,,,3,1003652.0,174489.0,40.6455873,-73.9300847,23a,,New York
BK,3243,1,304.0,34.0,11221.0,83.0,257 EVERGREEN AVENUE,NY,V0,11,,STOCKVIEW HOLDING LLC,2000,0,25.0,80.0,3,10320,0,,,3,1004638.0,192830.0,40.6959271,-73.9264761,13b,,New York
BK,5019,58,317.0,45.0,11203.0,67.0,1410 EAST 45 STREET,NY,V1,11,,DE COSTOLE CARTING INC,4000,0,40.0,100.0,5,70200,0,,,3,1002607.0,171092.0,40.6362655,-73.9338596,23a,,New York
BK,3220,152,304.0,34.0,11237.0,83.0,831 HART STREET,NY,V0,11,,"AC88, LLC",2498,0,24.96,100.0,5,13140,0,,,3,1005618.0,195075.0,40.7020867,-73.9229349,13b,,New York
BK,3992,42,305.0,37.0,11208.0,75.0,873 GLENMORE AVENUE,NY,V0,11,,139 FOUNTAIN AVENUE CORP,1500,0,16.67,90.0,5,9360,0,,,3,1018128.0,185608.0,40.676063,-73.8778644,17c,,New York
BK,6763,46,314.0,48.0,11229.0,70.0,1623 AVENUE P,NY,V0,11,,"ROSENBERG, MALKA E",2808,0,78.0,36.0,3,26280,0,,,3,996185.0,161800.0,40.6107719,-73.9570145,22d,,New York
BK,934,5,306.0,39.0,11217.0,78.0,89 4 AVENUE,NY,V1,11,,85 4TH AVENUE LLC,1643,0,20.0,82.17,5,110700,0,,,3,989811.0,187526.0,40.6813905,-73.9799501,16c,,New York
BK,2584,1,301.0,33.0,11222.0,94.0,378 GREENPOINT AVENUE,NY,V1,11,,378 GREENPOINT LLC,89555,0,329.0,200.83,3,333000,0,,,3,999771.0,205766.0,40.7314432,-73.9439978,13a,,New York
BK,7363,6,315.0,46.0,11229.0,61.0,2114 HARING STREET,NY,V1,11,,2114 HARING PROPERTY LLC,4200,0,40.0,105.0,5,141750,0,,,3,1000602.0,157899.0,40.6000574,-73.9411156,29a,,New York
BK,7363,8,315.0,46.0,11229.0,61.0,2118 HARING STREET,NY,V0,11,,2118 HARING PROPERTY LLC,2100,0,20.0,105.0,5,7380,0,,,3,1000606.0,157870.0,40.5999778,-73.9411012,29a,,New York
BK,6592,1,312.0,44.0,11230.0,66.0,1002 AVENUE N,NY,V0,11,,TORAT CHAIM INC.,6000,0,60.0,100.0,3,162480,0,,,3,994217.0,163295.0,40.6148778,-73.9641003,22d,,New York
BK,7324,34,315.0,48.0,11229.0,61.0,2520 OCEAN AVENUE,NY,V1,11,,2518 OCEAN AVE TOWER LLC,2955,0,23.5,125.75,5,141750,0,,,3,997591.0,157913.0,40.6001009,-73.9519583,29a,,New York
BK,2365,8,301.0,34.0,11249.0,90.0,164 METROPOLITAN AVENUE,NY,V0,11,,"SUN STAR REAL ESTATE DEVELOPMENT 2021A,  LLC",967,0,25.33,40.17,5,22080,0,,,3,994882.0,199996.0,40.7156131,-73.9616472,12c,,New York
BK,7291,1,315.0,48.0,11229.0,61.0,1910 HOMECREST AVENUE,NY,V0,11,,1910 HOMECREST LLC,2268,0,28.0,79.67,3,8760,0,,,3,995277.0,158967.0,40.6029971,-73.9602894,28c,,New York
