borough,Tax block,Tax lot,community board,census tract 2010,cb2010,schooldist,council district,postcode,firecomp,policeprct,healtharea,sanitboro,sanitsub,address,state,zonedist1,zonedist2,zonedist3,zonedist4,overlay1,overlay2,spdist1,spdist2,spdist3,ltdheight,splitzone,bldgclass,landuse,easements,ownertype,ownername,lotarea,bldgarea,comarea,resarea,officearea,retailarea,garagearea,strgearea,factryarea,otherarea,areasource,numbldgs,numfloors,unitsres,unitstotal,lotfront,lotdepth,bldgfront,bldgdepth,ext,proxcode,irrlotcode,lottype,bsmtcode,assessland,assesstot,exempttot,yearbuilt,yearalter1,yearalter2,histdist,landmark,builtfar,residfar,commfar,facilfar,borocode,BBL,condono,tract2010,x,y,latitude,longitude,zonemap,zmcode,sanborn,taxmap,edesignum,appbbl,appdate,plutomapid,version,sanitdistrict,healthcenterdistrict,firm07_flag,pfirm15_flag,rpaddate,dcasdate,zoningdate,landmkdate,basempdate,masdate,polidate,edesigdate,geom,dcpedited,notes,bct2020,bctcb2020
MN,818,56,105.0,54.0,1005.0,2.0,3.0,10011.0,L003,13.0,5700.0,1.0,1B,8 WEST 17 STREET,,C6-4A,,,,,,,,,,False,V1,11,0,,10 WEST 17TH STREET FEE LLC,4140,0,,,,,,,,,7,0,,0,0,45.0,92.0,0,0,,0,False,5,5,1887750,1887750,0,0,0,0,Ladies' Mile Historic District,,0.0,10.0,10.0,10.0,1,1008180056,,54.0,986151.0,208175.0,40.7380687,-73.9931402,8d,,102 033,10306.0,E-131,,,1,24v3,5.0,15.0,,,,,,,,,,,,,,1005400.0,10054001005.0
MN,410,13,103.0,18.0,3002.0,1.0,1.0,10002.0,L018,7.0,7400.0,1.0,2A,89 RIVINGTON STREET,,C4-4A,,,,,,,,,,False,V1,11,0,,FIRST ROUMANIAN AMER CNG,7653,0,,,,,,,,,7,1,,0,0,76.0,100.0,0,0,,0,True,5,5,1989900,1989900,0,0,2006,0,,,0.0,4.0,4.0,4.0,1,1004100013,,18.0,987345.0,201593.0,40.7200024,-73.9888347,12c,,101N079,10204.0,E-216,1004100013.0,12/20/1986,1,24v3,3.0,14.0,,,,,,,,,,,,,,1001800.0,10018003002.0
MN,2215,235,208.0,309.0,4001.0,10.0,10.0,10463.0,E081,50.0,110.0,2.0,2A,106 TERRACE VIEW AVENUE,,R5,,,,,,,,,,False,V1,11,0,,TERRACE DEVELOPERS LLC,2267,0,,,,,,,,,7,0,,0,0,25.67,93.41,0,0,,0,True,5,5,243450,243450,0,0,0,0,,,0.0,1.25,0.0,2.0,1,1022150235,,309.0,1008443.0,258648.0,40.8765701,-73.9125174,1b,,112 079,10804.0,,1022150235.0,10/18/2022,1,24v3,8.0,17.0,,,,,,,,,,,,,,1030900.0,10309005001.0
MN,2215,234,208.0,309.0,4001.0,10.0,10.0,10463.0,E081,50.0,110.0,2.0,2A,108 TERRACE VIEW AVENUE,,R5,,,,,,,,,,False,V1,11,0,,TERRACE DEVELOPERS LLC,2098,0,,,,,,,,,7,0,,0,0,26.16,87.63,0,0,,0,False,0,5,188550,188550,0,0,0,0,,,0.0,1.25,0.0,2.0,1,1022150234,,309.0,1008428.0,258627.0,40.8765125,-73.9125717,1b,,1,1.0,,1022150235.0,10/18/2022,1,24v3,8.0,17.0,,,,,,,,,,,,,,1030900.0,10309005001.0
MN,309,27,103.0,16.0,4001.0,2.0,1.0,10002.0,E015,7.0,7400.0,1.0,2B,39 LUDLOW STREET,,C6-2,,,,,,,,,,False,V5,11,0,C,NYC DEPARTMENT OF EDUCATION,2195,0,,,,,,,,,7,0,,0,0,25.08,87.5,0,0,,0,False,5,5,1127700,1127700,1127700,0,0,0,,,0.0,6.02,6.0,6.5,1,1003090027,,16.0,986864.0,200236.0,40.7162779,-73.9905704,12c,,101N051,10107.0,,,,1,24v3,3.0,14.0,,,,,,,,,,,,,,1001600.0,10016004001.0
MN,426,35,103.0,36.01,3002.0,1.0,1.0,10002.0,L020,5.0,6500.0,1.0,2A,183 CHRYSTIE STREET,,C6-3A,,,,,,,,,,False,V1,11,0,,185 CHRYSTIE STREET LLC,4875,0,,,,,,,,,7,0,,0,0,50.0,99.33,0,0,,0,True,5,5,501750,501750,0,0,2004,0,,,0.0,7.52,6.0,7.5,1,1004260035,,3601.0,986369.0,202220.0,40.7217236,-73.9923554,12c,,102 001,10204.0,E-216,,,1,24v3,3.0,14.0,,,,,,,,,,,,,,1003601.0,10036013002.0
MN,784,5,105.0,109.0,1005.0,2.0,3.0,10001.0,E026,14.0,5200.0,1.0,1H,488 8 AVENUE,,C6-4M,M1-6,,,,,GC,,,,True,V1,11,0,,488 EIGHTH AVENUE OWNER LLC,2368,0,,,,,,,,,7,0,,0,0,23.67,100.0,0,0,,0,False,5,5,851850,851850,0,0,0,0,,,0.0,10.0,10.0,10.0,1,1007840005,,109.0,986214.0,213395.0,40.7523963,-73.9929114,8d,,105N033,10304.0,,,,1,24v3,5.0,15.0,,,,,,,,,,,,,,1010900.0,10109001005.0
MN,1069,30,104.0,117.0,1012.0,2.0,3.0,10018.0,E034,10.0,4500.0,1.0,2A,11 AVENUE,,C6-4,,,,,,HY,,,,False,V1,11,0,,UNAVAILABLE OWNER,50007,0,,,,,,,,,7,0,,0,0,270.83,119.58,0,0,,0,True,5,5,15875550,15875550,0,0,0,0,,,0.0,10.0,10.0,10.0,1,1010690030,,117.0,984860.0,215924.0,40.7593379,-73.9977981,8d,,105N039,10405.0,,1010690001.0,12/11/2017,1,24v3,4.0,15.0,,,,,,,,,,,,,,1011700.0,10117001002.0
MN,1074,63,104.0,129.0,2001.0,2.0,3.0,10036.0,E054,18.0,4500.0,1.0,3B,616 11 AVENUE,,R8,R8A,,,C2-5,,CL,,,,True,V1,11,0,,ELEVEN W46 REALTY LLC,27019,14460,14460.0,0.0,0.0,0.0,0.0,14460.0,0.0,0.0,7,1,,0,0,119.0,200.0,0,0,,0,True,5,0,562500,2125800,0,0,2024,2024,,,0.54,6.02,0.0,6.5,1,1010740063,,129.0,985301.0,217206.0,40.7628566,-73.996206,8c,,105N040,10405.0,E-268,,,1,24v3,4.0,15.0,,,,,,,,,,,,,,1012901.0,10129012001.0
MN,282,34,103.0,8.0,6006.0,2.0,1.0,10002.0,E009,5.0,7800.0,1.0,1A,85 EAST BROADWAY,,C6-1G,,,,,,,,,,False,V9,11,0,C,NYC DEPARTMENT OF TRANSPORTATION,54,0,,,,,,,,,7,0,,0,0,5.57,18.42,0,0,,0,True,8,5,1350,1350,1350,0,0,0,,,0.0,3.44,6.0,4.8,1,1002820034,,8.0,985948.0,199272.0,40.7136321,-73.993875,12d,,101N054,10107.0,,,,1,24v3,3.0,14.0,,,,,,,,,,,,t,,1000800.0,10008006002.0
MN,804,171,105.0,95.0,1001.0,2.0,3.0,10001.0,E001,13.0,5200.0,1.0,1A,WEST 29 STREET,,M1-6,,,,,,,,,,False,V1,11,0,,BRO PLUS LLC,99,0,,,,,,,,,7,0,,0,0,2.0,98.75,0,0,,0,True,8,5,1350,1350,0,0,0,0,,,0.0,0.0,10.0,10.0,1,1008040171,,95.0,986313.0,211612.0,40.7475023,-73.9925546,8d,,105S023,10305.0,,,,1,24v3,5.0,15.0,,,,,,,,,,,,,,1009500.0,10095001001.0
MN,1095,39,104.0,129.0,1003.0,2.0,3.0,10036.0,E054,18.0,4500.0,1.0,3B,608 WEST 48 STREET,,M2-4,,,,,,CL,,,,False,V1,11,0,,MANHATTAN WEST 48 LLC,2510,4920,4920.0,0.0,0.0,0.0,0.0,0.0,0.0,4920.0,7,1,,0,0,25.0,100.42,0,0,,3,False,5,0,225900,367200,0,0,2023,0,,,1.96,0.0,5.0,0.0,1,1010950039,,129.0,985260.0,217885.0,40.7647203,-73.9963539,8c,,105N049,10405.0,,,,1,24v3,4.0,15.0,,,,,,,,,,,,,,1012902.0,10129022002.0
MN,349,33,103.0,30.01,4000.0,1.0,1.0,10002.0,L018,7.0,6600.0,1.0,2A,156 RIVINGTON STREET,,R7A,,,,C1-5,,,,,,False,V1,11,0,X,"ABC NO RIO, INC.",2300,0,,,,,,,,,7,0,,0,0,23.0,100.0,0,0,,0,False,5,5,588150,588150,588150,0,0,0,,,0.0,4.0,0.0,4.0,1,1003490033,,3001.0,988312.0,201367.0,40.7193817,-73.9853463,12c,,102 004,10201.0,,,,1,24v3,3.0,14.0,,,,,,,,,,,,,,1003001.0,10030014000.0
MN,447,32,103.0,38.0,5000.0,1.0,2.0,10003.0,E028,9.0,6500.0,1.0,3B,89 1 AVENUE,,R7A,,,,C2-5,,,,,,False,V1,11,0,,89 FIRST AVENUE LLC,2425,0,,,,,,,,,7,0,,0,0,24.25,100.0,0,0,,0,False,5,5,667800,667800,0,0,0,0,,,0.0,4.0,0.0,4.0,1,1004470032,,38.0,987927.0,203852.0,40.7262025,-73.9867339,12c,,102 019,10205.0,E-216,,,1,24v3,3.0,14.0,,,,,,,,,,,,,,1003800.0,10038005000.0
MN,273,29,103.0,6.0,1002.0,2.0,1.0,10002.0,E015,7.0,7800.0,1.0,1B,140 HENRY STREET,,R7-2,,,,,,,,,,False,V1,11,0,,RUI FEN XIA,2383,0,,,,,,,,,7,0,,0,0,23.83,100.0,0,0,,0,False,5,5,521550,521550,0,0,0,0,,,0.0,3.44,0.0,6.5,1,1002730029,,6.0,986871.0,199088.0,40.7131269,-73.9905456,12d,,101N054,10107.0,,,,1,24v3,3.0,14.0,,,,,,,,,,,,,,1000600.0,10006001002.0
MN,542,6,102.0,65.0,3000.0,2.0,2.0,10014.0,L009,6.0,5700.0,1.0,2A,6 AVENUE,,R7-2,,,,C1-5,,,,,,False,V1,11,1,,290 TENANTS CORP.,12,0,,,,,,,,,7,0,,0,0,5.67,3.92,0,0,,0,True,8,0,900,900,0,0,0,0,,,0.0,3.44,0.0,6.5,1,1005420006,,65.0,983767.0,205296.0,40.7301667,-74.0017427,12a,,103 006,10207.0,,,,1,24v3,2.0,15.0,,,,,,,,,,,,,,1006500.0,10065003001.0
MN,209,21,102.0,45.0,1010.0,2.0,1.0,10013.0,E055,5.0,6800.0,1.0,1F,126 LAFAYETTE STREET,,M1-5/R10,,,,,,SNX,,,,False,V1,11,0,,YEE TAI ENTERPRISESCORP,6295,18705,18705.0,0.0,12470.0,6235.0,0.0,0.0,0.0,0.0,2,0,,0,5,74.5,89.0,0,0,N,3,True,5,0,305550,305550,0,1915,0,0,,,2.97,10.0,5.0,10.0,1,1002090021,,45.0,984133.0,201208.0,40.7189462,-74.0004221,12c,,101N047,10105.0,E-619,,,1,24v3,2.0,15.0,,,,,,,,,,,,,,1004500.0,10045001010.0
MN,1077,29,104.0,129.0,1007.0,2.0,3.0,10036.0,E054,18.0,4500.0,1.0,3B,509 WEST 48 STREET,,R8,,,,C2-5,,CL,,,,False,V1,11,1,C,ACTORS HK HOUSING DEVELOPMENT FUND CORPO RATION,21924,0,,,,,,,,,7,0,,0,0,100.0,200.83,0,0,,0,True,3,0,8719650,8719650,0,0,2023,0,,,0.0,6.02,0.0,6.5,1,1010770029,,129.0,986137.0,217643.0,40.7640559,-73.9931881,8c,,105N051,10405.0,,1010770029.0,01/22/2024,1,24v3,4.0,15.0,,,,,,,,,,,,,,1012902.0,10129021002.0
MN,831,30,105.0,76.0,2005.0,2.0,3.0,10001.0,E001,14.0,5200.0,1.0,1A,3 WEST 29 STREET,,M1-6,,,,,,,,,,False,V1,11,0,,HFZ KIK 30TH STREET OWNER LLC,7357,0,,,,,,,,,7,0,,0,0,74.5,98.75,0,0,,0,False,5,5,3512250,3512250,0,0,0,0,,,0.0,0.0,10.0,10.0,1,1008310030,,76.0,987726.0,210994.0,40.7458057,-73.9874554,8d,,104 015,10306.0,,,,1,24v3,5.0,15.0,,,,,,,,,,,,,,1007600.0,10076002005.0
MN,831,48,105.0,76.0,2005.0,2.0,3.0,10001.0,E001,14.0,5200.0,1.0,1A,8 WEST 30 STREET,,M1-6,,,,,,,,,,False,V1,11,0,,HFZ KIK 30TH STREET OWNER LLC,9875,0,,,,,,,,,7,0,,0,0,100.0,98.75,0,0,,0,False,5,5,4714650,4714650,0,0,0,0,,,0.0,0.0,10.0,10.0,1,1008310048,,76.0,987764.0,211090.0,40.7460691,-73.9873182,8d,,104 015,10306.0,,,,1,24v3,5.0,15.0,,,,,,,,,,,,,,1007600.0,10076002005.0
MN,286,35,103.0,2.01,1000.0,1.0,1.0,10002.0,E015,7.0,8000.0,1.0,1B,225 EAST BROADWAY,,R7-2,,,,,,,,,,False,V1,11,0,X,YOUNG ISRAEL SYNAGOGUE,8375,0,,,,,,,,,7,1,,0,0,94.33,90.0,0,0,,0,True,5,5,2271600,2271600,2271600,0,0,0,,,0.0,3.44,0.0,6.5,1,1002860035,,201.0,987928.0,199448.0,40.7141146,-73.9867327,12d,,101N058,10107.0,,,,1,24v3,3.0,14.0,,,,,,,,,,,,,,1000201.0,10002011000.0
MN,1637,25,111.0,172.0,5000.0,4.0,8.0,10029.0,E091,23.0,2500.0,1.0,1A,159 EAST 109 STREET,,R7A,,,,,,,,,,False,V1,11,0,,CARITAS DEVELOPMENT L,2523,0,,,,,,,,,7,0,,0,0,25.0,100.92,0,0,,0,False,5,5,259200,259200,0,0,0,0,,,0.0,4.0,0.0,4.0,1,1016370025,,172.0,999685.0,228618.0,40.7941661,-73.9442557,6b,,108N063,10603.0,E-422,,,1,24v3,11.0,12.0,,,,,,,,,,,,,,1017200.0,10172005000.0
MN,1637,24,111.0,172.0,5000.0,4.0,8.0,10029.0,E091,23.0,2500.0,1.0,1A,157 EAST 109 STREET,,R7D,R7A,,,C1-5,,EHC,,,,True,V1,11,0,,CARITAS DEVELOPMENT L,2523,0,,,,,,,,,7,0,,0,0,25.0,100.92,0,0,,0,False,5,5,256500,256500,0,0,0,0,,,0.0,4.2,0.0,4.2,1,1016370024,,172.0,999663.0,228631.0,40.7942019,-73.9443351,6b,,108N063,10603.0,E-422,,,1,24v3,11.0,12.0,,,,,,,,,,,,,,1017200.0,10172005000.0
MN,1675,1,111.0,164.0,1000.0,4.0,8.0,10029.0,L043,23.0,2600.0,1.0,1B,2000 2 AVENUE,,R8A,,,,C1-5,,,,,,False,V1,11,0,,NAB 2000 REALTY LLC,1896,0,,,,,,,,,7,1,,0,0,25.42,74.58,0,0,,0,False,3,5,274950,274950,0,0,2018,0,,,0.0,6.02,0.0,6.5,1,1016750001,,164.0,999893.0,226618.0,40.7886763,-73.9435091,6b,,108N054,10605.0,,,,1,24v3,11.0,12.0,1.0,1.0,,,,,,,,,,,,1016400.0,10164001000.0
MN,344,157,103.0,22.01,2001.0,1.0,1.0,10002.0,L018,7.0,7600.0,1.0,2A,ATTORNEY STREET,,R7A,,,,,,,,,,False,V1,11,0,,139 ATTORNEY STREET LLC,1390,0,,,,,,,,,7,0,,0,0,18.75,74.92,0,0,,0,True,5,5,490050,490050,0,0,0,0,,,0.0,4.0,0.0,4.0,1,1003440157,,2201.0,988690.0,201516.0,40.7197904,-73.9839826,12c,,102 005,10201.0,E-216,,,1,24v3,3.0,14.0,,,,,,,,,,,,,,1002201.0,10022012001.0
MN,344,158,103.0,22.01,2001.0,1.0,1.0,10002.0,L018,7.0,7600.0,1.0,2A,ATTORNEY STREET,,R7A,,,,,,,,,,False,V1,11,0,C,NYC DEPARTMENT OF PARKS AND RECREATION,1405,0,,,,,,,,,7,0,,0,0,18.75,74.92,0,0,,0,False,5,5,495000,495000,495000,0,0,0,,,0.0,4.0,0.0,4.0,1,1003440158,,2201.0,988683.0,201499.0,40.7197438,-73.9840079,12c,,102 005,10201.0,,,,1,24v3,3.0,14.0,,,,,,,,,,,,t,,1002201.0,10022012001.0
MN,1533,28,108.0,146.02,1000.0,2.0,5.0,10128.0,L013,19.0,3700.0,1.0,5B,1695 2ND AVENUE,,C2-8,,,,,,,,,,False,V1,11,0,,ALCHEMY-ABR UES LLC,6057,24525,3000.0,21525.0,0.0,3000.0,0.0,0.0,0.0,0.0,7,0,,0,0,75.71,80.0,0,0,,3,False,5,2,544950,4482450,0,0,2024,0,,,4.05,10.0,2.0,10.0,1,1015330028,,14602.0,997767.0,223142.0,40.7791391,-73.9511936,9a,,108S025,10514.0,,1015330027.0,10/18/2023,1,24v3,8.0,13.0,,,,,,,,,,,,,,1014602.0,10146021000.0
MN,1483,120,108.0,124.0,7002.0,2.0,5.0,10021.0,L016,19.0,4300.0,1.0,2B,FDR DRIVE,,R9,,,,,,,,,,False,V1,11,0,,NY SOCIETY FOR THE RELIEF OF THE RUPTURE D & CRIPPL,47,0,,,,,,,,,7,0,,0,0,13.01,3.58,0,0,,0,False,0,5,4050,4050,0,0,0,0,,,0.0,7.52,0.0,10.0,1,1014830120,,124.0,997617.0,218087.0,40.7652647,-73.9517453,9a,,1,1.0,,,,1,24v3,8.0,13.0,1.0,1.0,,,,,,,,,,,,1012400.0,10124007002.0
MN,1483,113,108.0,124.0,7001.0,2.0,5.0,10021.0,L016,19.0,4300.0,1.0,2B,FDR DRIVE,,R9,,,,,,,,,,False,V1,11,0,,NY SOCIETY FOR THE RELIEF OF THE RUPTURE D & CRIPPL,17,0,,,,,,,,,7,0,,0,0,5.5,3.0,0,0,,0,False,0,5,1755,1755,0,0,0,0,,,0.0,7.52,0.0,10.0,1,1014830113,,124.0,997534.0,218144.0,40.7654213,-73.9520448,9a,,1,1.0,,,,1,24v3,8.0,13.0,1.0,1.0,,,,,,,,,,,,1012400.0,10124007001.0
MN,1483,122,108.0,124.0,7002.0,2.0,5.0,10021.0,L016,19.0,4300.0,1.0,2B,FDR DRIVE,,R9,,,,,,,,,,False,V1,11,0,,NY SOCIETY FOR THE RELIEF OF THE RUPTURE D & CRIPPL,73,0,,,,,,,,,7,0,,0,0,20.38,3.58,0,0,,0,False,0,5,5850,5850,0,0,0,0,,,0.0,7.52,0.0,10.0,1,1014830122,,124.0,997643.0,218125.0,40.765369,-73.9516514,9a,,1,1.0,,,,1,24v3,8.0,13.0,1.0,1.0,,,,,,,,,,,,1012400.0,10124007002.0
MN,1629,57,111.0,166.0,4001.0,4.0,8.0,10029.0,E053,23.0,2810.0,1.0,1A,1602 LEXINGTON AVENUE,,R7-2,,,,C1-5,,,,,,False,V1,11,0,,K1600 LEXINGTON LLC,1243,0,,,,,,,,,7,0,,0,0,16.58,75.0,0,0,,0,False,5,5,177300,177300,0,0,0,0,,,0.0,3.44,0.0,6.5,1,1016290057,,166.0,998485.0,226913.0,40.7894884,-73.9485931,6b,,108S046,10603.0,,,,1,24v3,11.0,12.0,,,,,,,,,,,,,,1016600.0,10166004001.0
MN,1629,16,111.0,166.0,4001.0,4.0,8.0,10029.0,E053,23.0,2810.0,1.0,1A,1600 LEXINGTON AVENUE,,R7-2,,,,C1-5,,,,,,False,V1,11,0,,K1600 LEXINGTON LLC,1243,0,,,,,,,,,7,0,,0,0,16.58,75.0,0,0,,0,False,5,5,177300,177300,0,0,0,0,,,0.0,3.44,0.0,6.5,1,1016290016,,166.0,998477.0,226898.0,40.7894472,-73.9486221,6b,,108S046,10603.0,,,,1,24v3,11.0,12.0,,,,,,,,,,,,,,1016600.0,10166004001.0
MN,1583,114,108.0,144.02,4003.0,2.0,5.0,10028.0,L013,19.0,3800.0,1.0,4B,HENDERSON PLACE,,R8B,,,,,,,,,,False,V1,11,0,,TAFFNER DONALD J,94,0,,,,,,,,,7,0,,0,0,10.0,56.0,0,0,,0,True,8,5,1350,1350,0,0,0,0,,,0.0,4.0,0.0,4.0,1,1015830114,,14402.0,999486.0,221753.0,40.7753239,-73.9449899,9a,,108S028,10516.0,,,,1,24v3,8.0,13.0,,,,,,,,,,,,,,1014402.0,10144024000.0
MN,1628,57,111.0,166.0,6000.0,4.0,8.0,10029.0,E053,23.0,2810.0,1.0,1A,1578 LEXINGTON AVENUE,,R7-2,,,,C1-5,,,,,,False,V1,11,0,,LEXINGTON TWO HOLDINGS LLC,19605,0,,,,,,,,,7,0,,0,0,48.5,75.42,0,0,,0,False,5,5,394200,394200,0,0,1989,2020,,,0.0,3.44,0.0,6.5,1,1016280057,,166.0,998327.0,226751.0,40.789044,-73.9491641,6b,,108S046,10603.0,,1016280057.0,02/29/2024,1,24v3,11.0,12.0,,,,,,,,,,,,,,1016600.0,10166006000.0
MN,1645,32,111.0,182.0,3001.0,4.0,8.0,10035.0,L026,25.0,2000.0,1.0,2A,183 EAST 117 STREET,,R7A,,,,,,,,,,False,V1,11,0,,CITY LIGHTS PROPERTIES LLC,1529,0,,,,,,,,,7,0,,0,0,19.0,90.0,0,0,,0,True,5,5,173250,173250,0,0,0,0,,,0.0,4.0,0.0,4.0,1,1016450032,,182.0,1000878.0,230386.0,40.7990167,-73.9399427,6b,,108N074,10603.0,,,,1,24v3,11.0,12.0,,,,,,,,,,,,,,1018200.0,10182003001.0
MN,1644,42,111.0,182.0,3002.0,4.0,8.0,10035.0,L026,25.0,2000.0,1.0,2A,180 EAST 117 STREET,,R7A,,,,,,,,,,False,V1,11,0,,ROBERT ANAZAGASTI JR,1802,0,,,,,,,,,7,0,,0,0,25.0,72.08,0,0,,0,False,5,5,166950,166950,0,0,0,0,,,0.0,4.0,0.0,4.0,1,1016440042,,182.0,1000798.0,230278.0,40.7987204,-73.9402319,6b,,108N073,10603.0,,,,1,24v3,11.0,12.0,,,,,,,,,,,,,,1018200.0,10182003002.0
MN,2078,55,109.0,233.0,3001.0,6.0,7.0,10031.0,L023,30.0,620.0,1.0,3A,538 WEST 147 STREET,,R7A,,,,,,,,,,False,V1,11,0,,553 WEST 146TH STREET LLC,4992,0,,,,,,,,,7,0,,0,0,50.0,99.1,0,0,,0,False,5,5,428400,428400,0,0,0,0,,,0.0,4.0,0.0,4.0,1,1020780055,,233.0,998426.0,240641.0,40.827168,-73.9487772,3b,,111N 48,10710.0,E-284,1020780001.0,05/11/2004,1,24v3,9.0,17.0,,,,,,,,,,,,,,1023300.0,10233003001.0
MN,1676,35,111.0,170.0,3001.0,4.0,8.0,10029.0,L043,23.0,2600.0,1.0,1B,336 EAST 105 STREET,,R7A,,,,,,,,,,False,V1,11,0,,105 REALTY 2018 LLC,3784,0,,,,,,,,,7,0,,0,0,37.5,100.92,0,0,,0,False,5,5,391050,391050,0,0,0,0,,,0.0,4.0,0.0,4.0,1,1016760035,,170.0,1000441.0,226775.0,40.7891063,-73.9415298,6b,,108N058,10605.0,,,,1,24v3,11.0,12.0,1.0,1.0,,,,,,,,,,,,1017000.0,10170003001.0
MN,2045,14,110.0,259.0,1004.0,5.0,9.0,10039.0,E069,32.0,8510.0,1.0,4A,2737 8 AVENUE,,C4-4D,,,,,,,,,,False,V1,11,0,,2737 TRADING,3488,0,,,,,,,,,7,0,,1,1,31.0,112.5,0,0,,0,False,3,5,344250,344250,0,0,0,0,,,0.0,6.02,3.4,6.5,1,1020450014,,259.0,1000347.0,239320.0,40.823539,-73.9418392,6a,,111N051,10709.0,,,,1,24v3,10.0,11.0,,,,,,,,,,,,,,1025900.0,10259001004.0
MN,2034,16,110.0,234.0,1002.0,5.0,9.0,10039.0,E069,32.0,800.0,1.0,4A,WEST 148 STREET,,R7-2,,,,,,,,,,False,V1,11,0,X,HARLEM CONGREGATIONS FOR COMMUN ITY IMRO VEMENT INC,2498,0,,,,,,,,,7,0,,0,0,25.0,99.92,0,0,,0,False,5,5,193950,193950,193950,0,0,0,,,0.0,3.44,0.0,6.5,1,1020340016,,234.0,1001134.0,239620.0,40.8243609,-73.9389949,6a,,111N059,10709.0,,,,1,24v3,10.0,11.0,,,,,,,,,,,,,,1023400.0,10234001002.0
MN,2046,127,110.0,235.02,1003.0,5.0,9.0,10039.0,E069,32.0,8510.0,1.0,4A,303 WEST 151 STREET,,R7-2,,,,C1-4,,,,,,False,V1,11,0,X,HARLEM URBAN DEV CORP,1948,0,,,,,,,,,7,0,,0,0,19.5,99.92,0,0,,0,False,5,5,239400,239400,239400,0,0,0,,,0.0,3.44,0.0,6.5,1,1020460127,,23502.0,1001005.0,240582.0,40.8270016,-73.9394586,3b,,111N066,10709.0,,,,1,24v3,10.0,11.0,,,,,,,,,,,,,,1023502.0,10235021003.0
MN,2047,10,110.0,235.02,1001.0,5.0,9.0,10039.0,E069,32.0,8510.0,1.0,4A,8 AVENUE,,R7-2,,,,C1-4,,,,,,False,V1,11,0,,BETHANY II HOUSING DEVELOPMENT FUND CORP .,2500,0,,,,,,,,,7,0,,0,0,25.08,100.0,0,0,,0,True,5,5,190800,190800,177444,0,0,0,,,0.0,3.44,0.0,6.5,1,1020470010,,23502.0,1001315.0,241051.0,40.8282883,-73.9383372,3b,,111N066,10709.0,,,,1,24v3,10.0,11.0,,,,,,,,,,,,,,1023502.0,10235021001.0
MN,1526,108,108.0,138.0,3000.0,2.0,5.0,10075.0,E022,19.0,3700.0,1.0,3A,215A EAST 80 STREET,,R8B,,,,,,,,,,False,V1,11,0,X,UNAVAILABLE OWNER,35,0,,,,,,,,,7,0,,0,0,21.33,1.67,0,0,,0,False,6,5,0,0,0,0,0,0,,,0.0,4.0,0.0,4.0,1,1015260108,,138.0,996416.0,221672.0,40.7751063,-73.9560744,9a,,18S 017,10514.0,,,,1,24v3,8.0,13.0,,,,,,,,,,,,,,1013800.0,10138003001.0
MN,1213,128,107.0,169.0,4001.0,3.0,6.0,10024.0,E074,20.0,3500.0,1.0,3A,103 WEST 82 STREET,,C1-8A,,,,,,EC-2,,,,False,V1,11,0,,103-105 WEST 82ND ST,1283,0,,,,,,,,,7,0,,0,0,50.0,258.0,0,0,,0,False,5,5,210150,210150,0,0,0,0,,,0.0,7.52,2.0,7.5,1,1012130128,,169.0,991346.0,224969.0,40.7841613,-73.9743763,5d,,107S012,10408.0,,,,1,24v3,7.0,16.0,,,,,,,,,,,,,,1016900.0,10169004001.0
MN,1232,14,107.0,171.0,1001.0,3.0,6.0,10024.0,E074,20.0,3400.0,1.0,3B,2326 BROADWAY,,R8B,C4-6A,,,C2-5,,EC-3,,,,True,V1,11,0,,211 WEST 84TH ST OWNER LLC,22102,0,,,,,,,,,7,0,,0,0,81.0,102.17,0,0,,0,True,3,5,5361300,5361300,0,0,2022,2023,,,0.0,4.0,0.0,4.0,1,1012320014,,171.0,990668.0,225989.0,40.7869614,-73.9768236,5d,,107S019,10409.0,,,,1,24v3,7.0,16.0,,,,,,,,,,,,,,1017100.0,10171001001.0
MN,1218,129,107.0,173.0,2000.0,3.0,6.0,10024.0,E074,24.0,3220.0,1.0,3A,WEST 87 STREET,,R7-2,C1-9,,,,,,,,,True,V1,11,0,,110W88 TOWNHOUSE LLC,1253,0,,,,,,,,,7,0,,0,0,16.0,100.71,0,0,,0,True,5,5,553950,553950,0,0,0,0,,,0.0,3.44,0.0,6.5,1,1012180129,,173.0,992049.0,226310.0,40.7878413,-73.9718362,5d,,107S022,10409.0,,1012180029.0,01/03/2013,1,24v3,7.0,16.0,,,,,,,,,,,,,,1017300.0,10173002000.0
MN,1635,48,111.0,172.0,4000.0,4.0,8.0,10029.0,E091,23.0,2500.0,1.0,1A,156 EAST 108 STREET,,R7A,R7D,,,C1-5,,EHC,,,,True,V1,11,0,,"152-156 REALTY ASSOCIATES,",3718,0,,,,,,,,,7,0,,0,0,17.0,100.92,0,0,,0,False,5,5,401400,401400,0,0,0,0,,,0.0,4.0,0.0,4.0,1,1016350048,,172.0,999464.0,228252.0,40.793162,-73.9450547,6b,,108N052,10603.0,E-422,1016350049.0,12/10/2003,1,24v3,11.0,12.0,1.0,1.0,,,,,,,,,,,,1017200.0,10172004000.0
